Gene = AstC
index = 31
Annotated 5SS: [ 246 4277 4473]
Annotated 3SS: [4160 4332 4534]
SMsplice 5SS: [ 246 4277 4473]
SMsplice 3SS: [4160 4332 4534]
top_k =  100
Partition function (log Z): 0.4715096614851606

Sorted 5' Splice Sites (High to Low Probability):
Position 4277: 0.9974204020140433
Position 246: 0.9790118982736783
Position 4473: 0.9577637022862618
Position 4661: 0.408256807811786
Position 1068: 0.07821877407511149
Position 829: 0.05080685843279723
Position 824: 0.037934178493704146
Position 1375: 0.015916239707690433
Position 1303: 0.012674806788788686
Position 2581: 0.008166417243470553
Position 4614: 0.007285470227120454
Position 834: 0.004920972572864134
Position 882: 0.004658962389225444
Position 4892: 0.002454533042535678
Position 4281: 0.0011448264547843342
Position 4575: 0.0007878185063270224
Position 1163: 0.0007298247997451948
Position 354: 0.0005020549171572487
Position 4388: 0.00013194851364992872
Position 563: 6.723830893024339e-05
Position 463: 6.120174375297749e-05
Position 567: 4.860272841107059e-05
Position 250: 2.8180900801564544e-05
Position 434: 2.725024522561988e-05
Position 406: 1.662949001491405e-05
Position 4609: 1.6306180477382804e-05
Position 240: 8.641707205764836e-06
Position 420: 2.100752538378986e-06
Position 4518: 1.8101399686080991e-06
Position 4676: 1.4750684798997207e-06
Position 60: 2.498663002965529e-10
Position 305: 9.292773288167237e-12
Position 29: 1.983499850694515e-12
Position 7: 1.0394574400071782e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4332: 0.9979231717264072
Position 4160: 0.8809304566568189
Position 4534: 0.7022982555480168
Position 4726: 0.33287786482176757
Position 4543: 0.1718045859517839
Position 4195: 0.1146495116820537
Position 898: 0.08552200117278226
Position 4537: 0.06733891209809295
Position 305: 0.05622387115564484
Position 4907: 0.030144139774428657
Position 4657: 0.024526511425702287
Position 948: 0.01987649350745165
Position 4801: 0.013367547690866252
Position 5095: 0.010964085395132318
Position 4955: 0.008584944928432339
Position 623: 0.008203225067843881
Position 5211: 0.006010263900486797
Position 2537: 0.005621263548385391
Position 667: 0.003896283613491275
Position 3415: 0.002618449221439004
Position 4770: 0.0024076258189058963
Position 487: 0.002391153928781917
Position 604: 0.001536939726392167
Position 4242: 0.0014911689816077952
Position 677: 0.0014764433412675245
Position 353: 0.0014265676595449587
Position 4757: 0.001326236636616312
Position 563: 0.0013225825342506694
Position 4817: 0.0012697540891287093
Position 5127: 0.0012652909367223567
Position 467: 0.0012311819914036946
Position 537: 0.0010063182709436872
Position 1226: 0.0009932214830875366
Position 4822: 0.0009370892527374255
Position 648: 0.0008785119003167828
Position 4356: 0.0008580814747511705
Position 1173: 0.0008550179597019718
Position 5139: 0.0008138179540218044
Position 5103: 0.0007441547235553592
Position 574: 0.0005682748428101806
Position 723: 0.00028794018941683295
Position 434: 0.0002750583496093324
Position 367: 0.00019899652873120165
Position 4466: 0.0001131795559584246
Position 965: 5.5265094909984145e-06
Position 977: 3.960551946703284e-06
