Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  100
Partition function (log Z): 2.833932021979769

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9960719224584373
Position 2488: 0.9948965255965447
Position 833: 0.9851766412585994
Position 3452: 0.14383344717969312
Position 3114: 0.07825095050892945
Position 2153: 0.03354208497288039
Position 2243: 0.029211211155569888
Position 237: 0.011823935595474176
Position 861: 0.004731233223436539
Position 2492: 0.004156649555967334
Position 871: 0.003312303515011801
Position 3392: 0.0024550566926794517
Position 2768: 0.0024187778355745115
Position 1059: 0.0016697117115100067
Position 241: 0.0016168215674427196
Position 347: 0.0012934208692617806
Position 266: 0.0011630884954344476
Position 268: 0.0009352834187409156
Position 3425: 0.0008841550278590835
Position 2758: 0.0008077183185935767
Position 1446: 0.0006436001436907762
Position 2948: 0.0006029933663616606
Position 3095: 0.0005358504000214303
Position 272: 0.00045225642941461406
Position 1219: 0.00029954293668492285
Position 3329: 0.0002991018649208059
Position 222: 0.0002821759844816397
Position 354: 0.00025459234384057476
Position 2913: 0.00021599950490545976
Position 345: 0.00017351219954194998
Position 3786: 0.00014950360387008926
Position 3108: 0.00010066290850778394
Position 3159: 9.373346601734588e-05
Position 2652: 7.96650109842613e-05
Position 644: 7.58518581230967e-05
Position 3197: 6.364550542580042e-05
Position 153: 6.10596076456289e-05
Position 155: 2.113327052456305e-05
Position 600: 1.7987103222593537e-05
Position 2896: 1.589434159901578e-05
Position 2852: 6.794503639564938e-06
Position 2715: 3.012070189294316e-06
Position 2684: 2.425810968567527e-06
Position 2712: 1.4003267640127773e-06
Position 2883: 8.928528454041193e-07
Position 1013: 5.363849605352999e-07
Position 784: 5.067575512872624e-07
Position 1050: 3.4163434180464757e-07
Position 2657: 1.4988528954701488e-09
Position 2667: 7.389235734644517e-10
Position 2654: 1.1531813560007735e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.9991842680309728
Position 2545: 0.9769751754151825
Position 2350: 0.6394650550417995
Position 1606: 0.20079556910115087
Position 3520: 0.1434457603398416
Position 1204: 0.08133384651639983
Position 1357: 0.032681195189563986
Position 3277: 0.026991571282097056
Position 1287: 0.02355756129529854
Position 2553: 0.020849691878833603
Position 3619: 0.019028523457993784
Position 2371: 0.016491776946582253
Position 1092: 0.011750048138184062
Position 3304: 0.01116601946660496
Position 3178: 0.009337633583941109
Position 2242: 0.008410392826946405
Position 553: 0.008095990839531062
Position 1042: 0.008012512078888973
Position 2032: 0.006257207969893021
Position 2246: 0.00617727195444971
Position 1257: 0.004836731282429563
Position 556: 0.004359471047406975
Position 1478: 0.004003897401098677
Position 2186: 0.00399092679630703
Position 3474: 0.003863522235197029
Position 1223: 0.0026718394367031945
Position 3434: 0.0026271993295513035
Position 3463: 0.0021715945280483713
Position 3168: 0.0020943883150994097
Position 2651: 0.0016965918493733795
Position 956: 0.0015145002826215013
Position 1319: 0.001504494513868603
Position 3190: 0.0015026209665269911
Position 1988: 0.0014887675565665177
Position 332: 0.0014291010783913248
Position 1131: 0.0012931802015109495
Position 3324: 0.0012530943186399223
Position 1112: 0.0011012791611422522
Position 3818: 0.0007709624944588982
Position 1178: 0.0007552259561609444
Position 284: 0.0007122942704088846
Position 3197: 0.0006900571445082782
Position 3677: 0.0006659316137426366
Position 3012: 0.0006058154878678026
Position 377: 0.0005676382707057639
Position 422: 0.0005603776736423943
Position 3784: 0.0004192978304151297
Position 889: 0.00041401849283366195
Position 311: 0.0003714924031050116
Position 712: 0.0003598384295414011
Position 3715: 0.0002954267585983851
Position 691: 0.00028266619883190856
Position 308: 0.0002824483189705401
Position 2991: 0.00024225411686691904
Position 3204: 0.00023521184530992843
Position 607: 0.00023240339363600666
Position 2562: 0.00021501734528327684
Position 3839: 0.0002011984936594843
Position 694: 0.00016829145119007217
Position 2697: 9.746216021919748e-05
Position 658: 4.221199762510799e-05
Position 559: 3.373151234300867e-05
Position 281: 3.113342426385015e-05
Position 2912: 1.3452473524302923e-05
Position 2836: 1.0802506441137295e-05
Position 2997: 7.0446243046933815e-06
Position 454: 5.491432518507607e-06
Position 433: 2.8366758849263593e-06
Position 2965: 2.6177662017498574e-06
Position 2938: 6.891802920458988e-07
