Gene = Nplp2
index = 1328
Annotated 5SS: [268 477]
Annotated 3SS: [350 631]
SMsplice 5SS: [268 477]
SMsplice 3SS: [350 631]
top_k =  100
Partition function (log Z): -3.2601994249296906

Sorted 5' Splice Sites (High to Low Probability):
Position 268: 0.9645829348796028
Position 477: 0.8538451250512777
Position 471: 0.027698587643338744
Position 773: 0.012890215278021604
Position 519: 0.01258937814715835
Position 576: 0.0052769408228024286
Position 421: 0.004394212512841609
Position 725: 0.004099401957358195
Position 272: 0.003740868979873213
Position 791: 0.0018943313606347822
Position 28: 0.001143500447375369
Position 529: 0.0004889533032690814
Position 152: 0.00040936502072692904
Position 728: 0.0003139373851250714
Position 126: 0.00025197401118173097
Position 590: 0.00022414719919874903
Position 286: 0.00020505179344810633
Position 455: 0.00017687525587719975
Position 446: 0.0001686346818828538
Position 138: 0.00016676353001917845
Position 376: 7.303552592548308e-05
Position 669: 5.8837124799123644e-05
Position 512: 5.816293310881586e-05
Position 183: 2.2657053738178624e-05
Position 43: 1.1159627073901264e-05
Position 169: 9.463261946966416e-06
Position 261: 7.680437005501526e-06
Position 141: 5.308195212267457e-06
Position 201: 5.303961126045836e-06
Position 252: 4.633621150807846e-06
Position 190: 4.306217861642648e-06
Position 161: 3.804739409946769e-06
Position 128: 2.3969847061446612e-06
Position 92: 7.640821102047932e-07
Position 539: 7.232906186928062e-07
Position 628: 4.612736295304935e-07
Position 131: 1.6314910887816678e-07
Position 78: 6.45515482300622e-08
Position 52: 4.798192758152488e-08
Position 175: 9.641915426862787e-09
Position 369: 1.255040152689652e-09
Position 250: 4.26273829560379e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.8759486437253325
Position 631: 0.8741784230897508
Position 844: 0.04637701099128518
Position 318: 0.034183413266739654
Position 700: 0.02522764902018367
Position 664: 0.021358505992057887
Position 643: 0.006332372285443713
Position 590: 0.00599421363346393
Position 791: 0.0017188349209310708
Position 78: 0.0010131796493357214
Position 399: 0.0008062632768885304
Position 529: 0.0006866903804586213
Position 183: 0.00025270976689688367
Position 667: 0.0002488599789525102
Position 413: 0.00019509413424592637
Position 419: 0.0001188824849619006
Position 88: 4.395019656337435e-05
Position 320: 3.1015350114310374e-05
Position 201: 2.9344127347671998e-05
Position 380: 2.307474916384426e-05
Position 188: 2.247029423647635e-05
Position 190: 1.8507967436411015e-05
Position 446: 9.8330170331232e-06
Position 299: 5.149727970556137e-06
Position 231: 2.8433327483083693e-06
Position 198: 2.8377463833084146e-06
Position 149: 2.978091870222637e-07
Position 161: 1.1129009250779096e-07
Position 141: 2.007397151147473e-09
