Gene = Rack1
index = 1405
Annotated 5SS: [255 546]
Annotated 3SS: [333 978]
SMsplice 5SS: [255 546]
SMsplice 3SS: [333 978]
top_k =  100
Partition function (log Z): 1.2142066754916079

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.995525301914261
Position 546: 0.4848985088451594
Position 782: 0.42066251618989275
Position 907: 0.32283763783716063
Position 891: 0.09494158460835077
Position 1116: 0.012761606120319862
Position 1186: 0.00916184913542391
Position 626: 0.002914838477182546
Position 1596: 0.0027878243335671647
Position 887: 0.002772625842002197
Position 259: 0.0024051064720720617
Position 1628: 0.0023124195716810944
Position 786: 0.0020730664905837695
Position 631: 0.0018636524887294468
Position 1594: 0.0017959687832435815
Position 729: 0.0013655251033609988
Position 494: 0.0006640385528129461
Position 1637: 0.0006499767471158638
Position 643: 0.0005074971280064345
Position 252: 0.00019089047393582083
Position 572: 0.0001627290377497128
Position 722: 0.00012990995969864612
Position 751: 5.01560090466714e-05
Position 171: 2.0236011948149773e-05
Position 37: 5.366622996625342e-06
Position 867: 4.92800128565174e-06
Position 523: 4.022982489925722e-06
Position 299: 1.6491834803058236e-06
Position 1120: 1.6307797892347945e-06
Position 197: 9.550052373589198e-07
Position 432: 7.883238651976019e-07
Position 105: 7.021841638258891e-07
Position 1209: 5.592668770208287e-07
Position 123: 4.008672573126982e-07
Position 638: 3.029356588673134e-07
Position 148: 2.1249711379420698e-07
Position 292: 1.9667266592859704e-07
Position 895: 1.611665283010713e-07
Position 12: 6.860831105570098e-09
Position 7: 4.083387013119492e-10
Position 107: 2.5720497579896645e-10
Position 303: 2.7956583465235886e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 333: 0.9918522093874038
Position 978: 0.9701774330122448
Position 825: 0.30477058501234094
Position 618: 0.02773723948400108
Position 948: 0.020527282152965672
Position 1288: 0.019105906217444166
Position 1705: 0.009109064782684126
Position 635: 0.00871894054458769
Position 1017: 0.002846372317912325
Position 887: 0.002087986206659343
Position 1185: 0.0018031919960536168
Position 630: 0.0015235682382031622
Position 395: 0.0011957423131690474
Position 398: 0.0004112963339789119
Position 1729: 0.000403333245322752
Position 647: 0.0002903993974990286
Position 338: 0.00028081846422760396
Position 703: 0.0002584719138124757
Position 427: 0.00018405588480357567
Position 581: 8.998808902178574e-05
Position 356: 4.566555499416589e-05
Position 572: 2.942447612679172e-05
Position 774: 1.4761770499081927e-05
Position 638: 6.513530562724838e-06
Position 86: 2.4818764087663538e-06
Position 93: 1.4274272840234109e-06
Position 126: 1.3044552368754469e-06
Position 751: 1.027351477767089e-06
Position 223: 5.632148574349668e-07
Position 205: 1.398782390067907e-07
Position 145: 6.692179762077098e-08
Position 154: 3.262945685302785e-08
Position 295: 2.9369390090194353e-08
Position 482: 2.6698702513821516e-08
