Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  100
Partition function (log Z): -4.421656643538974

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9941678585437325
Position 787: 0.4431483505870622
Position 973: 0.08661685489147442
Position 962: 0.07541469739183311
Position 199: 0.0384022124867897
Position 204: 0.03657598071779704
Position 1306: 0.032591087628096004
Position 571: 0.02556565447061287
Position 835: 0.01686057064704882
Position 565: 0.01237020320335727
Position 171: 0.01149837291277486
Position 839: 0.006051033454599796
Position 259: 0.00335327884306077
Position 175: 0.002989056811611523
Position 645: 0.002470218329329991
Position 1036: 0.0012888645074826898
Position 696: 0.0012708962254926047
Position 7: 0.0009147991291284186
Position 750: 0.0006015412277865745
Position 148: 7.460610035886821e-05
Position 319: 6.893041733758893e-05
Position 542: 4.755343652255756e-05
Position 106: 2.4878364481810383e-05
Position 125: 5.619886044983914e-06
Position 12: 8.050581422396238e-07
Position 83: 7.065774987218941e-07
Position 441: 3.497027661150281e-07
Position 399: 3.186633162133968e-07
Position 334: 2.982031376046606e-07
Position 455: 2.934098998463832e-08
Position 342: 5.110638075579476e-11
Position 371: 3.154080239423727e-11
Position 101: 1.3413829366116573e-14
Position 128: 5.695757776926325e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7512450929712703
Position 501: 0.42226852308732504
Position 491: 0.4005967408830268
Position 633: 0.05814634353206879
Position 285: 0.05119837809141194
Position 270: 0.03675900843697867
Position 1359: 0.020959942458091695
Position 1189: 0.016162359766204618
Position 835: 0.012640984374438339
Position 871: 0.004445916576161114
Position 1369: 0.0042161347265022905
Position 318: 0.003416876234658063
Position 1448: 0.003334285313843846
Position 1438: 0.0015608181268430533
Position 290: 0.0015361808072847183
Position 1403: 0.0009518687689754782
Position 1428: 0.0008947726550828566
Position 990: 0.0005837292782789548
Position 1463: 0.0005511687352729955
Position 113: 0.00039254372713344945
Position 313: 0.000233078581424382
Position 1559: 0.00012209684348376602
Position 334: 6.70032756645306e-05
Position 148: 5.5442763421462726e-05
Position 571: 1.3396595955683194e-05
Position 608: 1.2533662204707371e-05
Position 345: 4.5515160973167385e-06
Position 577: 3.944586269068653e-06
Position 322: 1.911466960399607e-06
