Gene = MESR3
index = 1265
Annotated 5SS: [  469 14519 32372]
Annotated 3SS: [14486 32341 42952]
SMsplice 5SS: [469]
SMsplice 3SS: [42952]
top_k =  100
Partition function (log Z): -46.50280184422599

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9999999831479215
Position 11865: 0.006316897133327258
Position 8195: 8.479515142090064e-05
Position 7411: 6.775107223689964e-05
Position 7638: 3.473822243778522e-05
Position 607: 1.8548879859503258e-05
Position 4281: 5.732952041357319e-07
Position 967: 9.677109662053285e-08
Position 1219: 2.977910605796022e-08
Position 1636: 2.923246962270026e-08
Position 463: 9.951209229300952e-09
Position 586: 6.100245789824741e-09
Position 599: 4.450117805026009e-09
Position 591: 4.253588408557375e-09
Position 157: 2.920006783719235e-09
Position 594: 2.507266026559595e-09
Position 456: 1.443859449479958e-09
Position 39: 1.1439871419486462e-09
Position 63: 5.883010837420713e-10
Position 473: 5.262230730187545e-10
Position 151: 4.917662000114402e-10
Position 34: 3.7843284205850745e-10
Position 376: 2.9369164630039e-10
Position 374: 2.351295288892828e-10
Position 370: 2.114921957510989e-10
Position 69: 2.03668664709398e-10
Position 174: 1.9879547481142723e-10
Position 372: 1.8957351996674989e-10
Position 380: 1.6899512333117282e-10
Position 368: 9.768239796534971e-11
Position 738: 7.439340183565652e-11
Position 92: 6.488877246477045e-11
Position 748: 5.730894554523998e-11
Position 253: 1.730079024094075e-11
Position 161: 9.173593422853747e-12
Position 386: 7.378491439669701e-12
Position 389: 6.979756645614058e-12
Position 51: 5.054740722495064e-12
Position 383: 2.511549140380874e-12
Position 77: 1.7560255415437657e-12
Position 497: 3.4808885902872397e-13
Position 236: 1.3563464054963971e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16713: 0.7110384283780005
Position 14486: 0.27651849489477265
Position 12073: 0.009469500297805048
Position 11659: 0.00877964731794377
Position 7784: 0.00028452323537823775
Position 8532: 0.0002743026512179013
Position 6926: 0.00011931119920234492
Position 518: 1.8922994120493146e-05
Position 6981: 7.82927621401785e-06
Position 5591: 2.0211557940322175e-06
Position 4483: 1.907518305682515e-06
Position 533: 1.1765186548565362e-06
Position 5892: 1.0262698778611637e-06
Position 4346: 9.615876677094135e-07
Position 4705: 9.405640047797115e-07
Position 4166: 7.594190240707034e-07
Position 4666: 5.594405163498959e-07
Position 4728: 5.173418765625717e-07
Position 2924: 3.144297218611633e-07
Position 1572: 3.0733325848467617e-07
Position 2286: 2.6873465553844804e-07
Position 1602: 2.6815320787385156e-07
Position 4514: 2.470602572801559e-07
Position 3656: 2.095630504479295e-07
Position 657: 1.9784472705552478e-07
Position 4373: 1.7071408693848077e-07
Position 3954: 1.144139899676495e-07
Position 1983: 1.0069917817047562e-07
Position 3622: 9.878573942577075e-08
Position 1700: 8.324967902208118e-08
Position 3467: 6.604490926929334e-08
Position 1032: 6.292980705398587e-08
Position 3226: 6.271029212526912e-08
Position 1487: 3.232383195284818e-08
Position 2012: 1.6040126372593442e-08
Position 803: 1.0569643497231703e-08
Position 1315: 9.98324185192208e-09
Position 554: 3.431119313835474e-09
Position 219: 2.5748132985078612e-09
Position 328: 4.982881684316297e-10
Position 449: 4.4905613907236235e-10
Position 110: 2.68789293261136e-10
Position 122: 1.0550521143485824e-10
Position 383: 9.296655348173581e-11
Position 119: 7.984216014769369e-11
Position 422: 7.029985220999016e-11
Position 244: 4.683023228394408e-11
Position 125: 1.910847229738913e-11
Position 557: 5.845503164205921e-12
