Gene = B4
index = 40
Annotated 5SS: [  197  2418 14422 36369 39862 40708]
Annotated 3SS: [ 2024 14301 35854 39535 40223 42644]
SMsplice 5SS: [  197  2418  5901  7149  8136 14422 39862 40708]
SMsplice 3SS: [ 2166  5801  5998  7336 14301 39535 40223 48680]
top_k =  100
Partition function (log Z): -40.360145159345

Sorted 5' Splice Sites (High to Low Probability):
Position 2418: 0.9999386959215506
Position 14422: 0.9998257963038744
Position 5901: 0.9945436279003533
Position 7149: 0.9491029196968482
Position 8136: 0.40832854233076465
Position 197: 0.3928555330511463
Position 19830: 0.3898611412500452
Position 6505: 0.25943543888314163
Position 7814: 0.2053934081582936
Position 888: 0.15822568664822098
Position 7444: 0.1542234076725731
Position 223: 0.10707740758431238
Position 128: 0.09596484024137006
Position 8383: 0.09192716187783383
Position 124: 0.08008192067010181
Position 8595: 0.0754158060336164
Position 6158: 0.06863298755892872
Position 6806: 0.058680030493768964
Position 816: 0.04910141719461926
Position 9450: 0.04407763439256031
Position 7807: 0.043842570959273734
Position 118: 0.03301924688425824
Position 19826: 0.031213470112540387
Position 7673: 0.02770966438878692
Position 136: 0.026645681089811094
Position 1846: 0.01896733555674109
Position 508: 0.018399966389448866
Position 898: 0.017583803468444376
Position 7117: 0.01547959275103302
Position 6298: 0.010565897134790966
Position 7544: 0.009245098205172551
Position 8205: 0.004321688529926067
Position 3280: 0.001451491758817716
Position 6120: 0.001440328347066436
Position 6162: 0.0013499997382576932
Position 925: 0.0011871231446420997
Position 2701: 0.001152711961449512
Position 114: 0.0010506184560656357
Position 175: 0.0010375635731066186
Position 913: 0.0006354964368610988
Position 310: 0.00033960792290105616
Position 89: 0.00028804167812636425
Position 14925: 0.00026103160082304675
Position 6105: 0.0002593016781719586
Position 138: 0.00014304879209192883
Position 93: 0.00014260451091125276
Position 14953: 0.00012753163857435906
Position 83: 8.449467596294632e-05
Position 2532: 5.683373039561267e-05
Position 14426: 4.1368333813875184e-05
Position 918: 3.918346565241554e-06
Position 840: 3.5704497436066046e-06
Position 122: 3.3478101190306244e-06
Position 211: 3.177689790226537e-06
Position 324: 3.0919499132246955e-06
Position 942: 2.845147466994605e-06
Position 350: 1.926108672344516e-06
Position 51: 1.6669081344952775e-06
Position 110: 1.2597010934309744e-06
Position 477: 3.922605485143313e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14301: 0.9999996268491117
Position 5998: 0.9886023732272594
Position 7336: 0.9421361517641826
Position 2166: 0.9277138706954361
Position 5801: 0.5717871368872696
Position 22010: 0.5370103884600913
Position 19679: 0.3737922390577747
Position 5830: 0.32974299632937293
Position 6562: 0.3035800916356488
Position 19906: 0.29854060776340596
Position 5699: 0.09301349468371009
Position 20100: 0.08613462761339821
Position 7875: 0.07849578650995483
Position 19293: 0.07802658280148206
Position 6870: 0.0669662831882754
Position 1136: 0.04245569429191146
Position 19942: 0.036399375985780934
Position 8275: 0.029822277282152802
Position 397: 0.02544126836758176
Position 9197: 0.007473648649409503
Position 577: 0.007160450713685
Position 8657: 0.006557489494992212
Position 6451: 0.0034087472007412996
Position 17885: 0.003088447195639281
Position 6118: 0.0023890030290752155
Position 17671: 0.002358831584278356
Position 15761: 0.002279753703799553
Position 14814: 0.0017930511480450748
Position 2583: 0.0013210068364467875
Position 16279: 0.0011095600414074468
Position 3155: 0.0005728523765329667
Position 2745: 0.000431465669221856
Position 17041: 0.00041659539823642226
Position 15882: 0.00028419233942734133
Position 2722: 0.0001382710655112979
Position 2480: 0.00013613742449345074
Position 606: 8.356186778387293e-05
Position 14751: 6.251281034781752e-05
Position 15003: 3.357333656080768e-05
Position 1052: 1.7884047939041103e-06
