Gene = fs(2)ltoPP43
index = 1709
Annotated 5SS: [ 312 1269 2628]
Annotated 3SS: [ 807 2448 2692]
SMsplice 5SS: [ 312 1269 2628]
SMsplice 3SS: [ 807 2448 2692]
top_k =  100
Partition function (log Z): 5.297137977733916

Sorted 5' Splice Sites (High to Low Probability):
Position 2628: 0.9989496250042388
Position 1269: 0.9838084589826557
Position 312: 0.7364670635772865
Position 735: 0.6367447525159647
Position 554: 0.2949591531931773
Position 2953: 0.03729644366926127
Position 1842: 0.01195737179067378
Position 728: 0.00790005788864761
Position 1282: 0.007182494681945619
Position 340: 0.004652087034560074
Position 1543: 0.0029082216591267457
Position 696: 0.002272017023157812
Position 438: 0.0010019235420054482
Position 1582: 0.0007646298954531879
Position 287: 0.0007143370283842925
Position 645: 0.0005739584859061418
Position 623: 0.00030688011629286454
Position 593: 0.0002747567442566887
Position 40: 0.0002478607901143056
Position 2617: 0.00022245522775388122
Position 2596: 0.00014841220657092427
Position 640: 0.00011585541626371452
Position 364: 0.0001055614132281607
Position 249: 0.00010437811519188695
Position 2583: 8.663477006909802e-05
Position 515: 5.581602228261249e-05
Position 279: 4.0518186042790786e-05
Position 408: 3.164986281651257e-05
Position 412: 2.5875973853305362e-05
Position 2882: 1.7168944338469597e-05
Position 237: 1.6450886639590293e-05
Position 57: 1.2364449050970821e-05
Position 1423: 5.58498938355848e-06
Position 225: 1.8251953186262969e-06
Position 28: 1.396551010522159e-06
Position 1427: 1.387696038496714e-06
Position 77: 5.382004501160739e-07
Position 74: 2.9511115618871403e-07
Position 567: 8.536969256996045e-08
Position 444: 1.4738365802960987e-08
Position 114: 4.977866456344589e-10
Position 117: 4.5172969451870577e-10
Position 84: 4.965558072875129e-11
Position 162: 6.629190184125938e-12
Position 81: 3.834456643173291e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.9997194169411165
Position 807: 0.9939185662931915
Position 2448: 0.975083661688689
Position 616: 0.29518245525456244
Position 421: 0.14692848773022638
Position 593: 0.1111112240670772
Position 622: 0.08757625423797406
Position 3046: 0.034740063239217314
Position 683: 0.018222957479355692
Position 437: 0.013287667855335944
Position 665: 0.007787185314758141
Position 1542: 0.007005819665271127
Position 543: 0.0053163111420031
Position 2497: 0.004324844049339454
Position 1489: 0.004089044090231897
Position 2151: 0.003918441366844727
Position 1510: 0.002429626921130943
Position 3022: 0.002268513363175443
Position 2174: 0.002149097544706723
Position 2480: 0.0018152505649114165
Position 2044: 0.001682041038926026
Position 1719: 0.001670328798599663
Position 597: 0.0015627091727332975
Position 600: 0.001370562192568202
Position 1373: 0.0011777695923677692
Position 553: 0.0011233893899118355
Position 1729: 0.00100551497758663
Position 645: 0.0009986177909033292
Position 1976: 0.0006890295078267862
Position 2075: 0.0006849295229811583
Position 842: 0.0005099035501636605
Position 3012: 0.00021557447116607567
Position 111: 0.000193548378041512
Position 3002: 9.012547275318501e-05
Position 458: 8.435395482654128e-05
Position 479: 3.323677364754205e-05
Position 3009: 6.869018413099388e-06
Position 920: 7.723470878310776e-07
Position 758: 6.985754945924336e-07
Position 2709: 4.772887494861897e-07
Position 2723: 3.911600131332829e-07
Position 2655: 2.54176063226685e-07
Position 2703: 2.4394821813602016e-07
Position 879: 1.2446719431837559e-07
Position 128: 4.911499080277643e-09
Position 176: 4.671406310831862e-09
