Gene = enc
index = 1694
Annotated 5SS: [  242 11183 13865 14080 14331 14720 14992 15949 18256 18927 20683 20845]
Annotated 3SS: [10739 13041 13922 14176 14392 14776 15591 17342 18319 18982 20744 20953]
SMsplice 5SS: [  242 11183 13865 14080 14331 14720 14992 18256 18927 20683 20845]
SMsplice 3SS: [10739 13041 13922 14176 14392 14776 17342 18319 18988 20744 20953]
top_k =  100
Partition function (log Z): 35.758521971596224

Sorted 5' Splice Sites (High to Low Probability):
Position 18256: 0.9998431020454333
Position 242: 0.9998141809573118
Position 14331: 0.9982443306653517
Position 13865: 0.9962538864460757
Position 20683: 0.9913591812271344
Position 18927: 0.9871860330252397
Position 20845: 0.9832242585379718
Position 14992: 0.9812145180808085
Position 14720: 0.9742225075246835
Position 14080: 0.9646469467575298
Position 11183: 0.7424041939777382
Position 21019: 0.47727163251263943
Position 21260: 0.27787106941372314
Position 21006: 0.14629266001155566
Position 15949: 0.09323334723940806
Position 1133: 0.0642526614602165
Position 18748: 0.06191528876632536
Position 529: 0.06068844992370709
Position 21464: 0.05308617590504861
Position 14468: 0.034228520912156585
Position 21238: 0.03186767088490719
Position 14099: 0.03128155253764694
Position 11673: 0.029440053147140856
Position 18714: 0.027099981693544013
Position 18019: 0.020912483130101904
Position 19775: 0.02063970514952974
Position 19765: 0.015668951645531615
Position 691: 0.015461764755877808
Position 17144: 0.011325140105119987
Position 14988: 0.011247817567713323
Position 18917: 0.010030504013304584
Position 19298: 0.00977515388398052
Position 19417: 0.00817783221572004
Position 20658: 0.0051132275011443115
Position 19295: 0.00426059488610322
Position 20993: 0.0037831817613949935
Position 680: 0.0030291625095068262
Position 19903: 0.0027872718665076473
Position 18848: 0.0027667812636908433
Position 16845: 0.0018983417393682906
Position 19084: 0.0018801526861480585
Position 15007: 0.0011683407305925298
Position 14128: 0.0011069571136241205
Position 14631: 0.0009793567668208206
Position 14288: 0.000978280993588714
Position 16057: 0.0008312743817309552
Position 676: 0.000706196057333764
Position 14084: 0.0004417040631603325
Position 14595: 0.0002731794786044695
Position 14472: 0.0002561376997249112
Position 455: 0.0002240820195390972
Position 18383: 0.00015951698037728425
Position 20822: 0.00012678537993615946
Position 818: 0.00012018469035231016
Position 14634: 9.94217052970495e-05
Position 14607: 9.794480671314981e-05
Position 14292: 9.537637527747768e-05
Position 14088: 9.265822430932584e-05
Position 459: 7.858528184853551e-05
Position 14290: 6.724755194100061e-05
Position 547: 6.705085024828826e-05
Position 463: 6.588292998189034e-05
Position 13715: 6.249449999292788e-05
Position 15298: 3.725068005803176e-05
Position 14665: 2.950565136275612e-05
Position 273: 2.3518870927802144e-05
Position 19420: 1.99638203852682e-05
Position 315: 1.6213860686817205e-05
Position 18920: 1.3582302388039028e-05
Position 14482: 1.116045978303731e-05
Position 14185: 9.595422175074282e-06
Position 19771: 9.386140653530838e-06
Position 14850: 7.387782929242401e-06
Position 18028: 5.408013337714167e-06
Position 19259: 5.327328538200312e-06
Position 19286: 4.193744097108677e-06
Position 155: 3.73912310203079e-06
Position 18906: 2.894952922680337e-06
Position 17974: 2.7203029557141316e-06
Position 246: 2.1890090643783476e-06
