Gene = mxt
index = 1811
Annotated 5SS: [  57 1654 2042 2209 2584 3127 3578 3756]
Annotated 3SS: [1078 1719 2136 2522 2648 3183 3636 4947]
SMsplice 5SS: [  57 1654 2042 2584 2987 3127 3578 3756]
SMsplice 3SS: [1078 1719 2343 2648 3052 3183 3636 4947]
top_k =  100
Partition function (log Z): 13.978477298476498

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.999307400016159
Position 3578: 0.9925353586285417
Position 2584: 0.96373672570584
Position 3127: 0.9395916687341686
Position 2042: 0.931043553220987
Position 3756: 0.8414712468777443
Position 2987: 0.7913059642250532
Position 57: 0.7843578285671128
Position 4490: 0.22957330193509906
Position 4857: 0.08802998099424775
Position 576: 0.0642187893515746
Position 1017: 0.04778008454617019
Position 2209: 0.03915089254231377
Position 2593: 0.02388215926676394
Position 1033: 0.02025849416438567
Position 2992: 0.01759984707981917
Position 1006: 0.009519285940747291
Position 3131: 0.0075093913223874985
Position 3530: 0.00638048756084282
Position 195: 0.005889973966063758
Position 2588: 0.0049897400738283
Position 1937: 0.004427063409636827
Position 4758: 0.0042008499234332305
Position 67: 0.004097116011313964
Position 132: 0.003949186471280212
Position 215: 0.003923477505804473
Position 885: 0.00318969464940198
Position 1450: 0.0025336833824827305
Position 770: 0.0024147971376044398
Position 652: 0.002257462119774678
Position 3152: 0.002053868258504157
Position 14: 0.00130643593946434
Position 4375: 0.001071154126550532
Position 957: 0.0010552902929932902
Position 2421: 0.0009137641925274233
Position 3121: 0.0006892979138804355
Position 2136: 0.0006218250999908037
Position 2999: 0.0005302468497418823
Position 1942: 0.00045061924795728895
Position 3846: 0.00044550560067283863
Position 648: 0.00040060417054350655
Position 622: 0.0003530008715186938
Position 1658: 0.00034881939001088757
Position 411: 0.0003259573236647492
Position 1949: 0.0003014175670311259
Position 3787: 0.0002232427267288027
Position 1663: 0.00020078813456104097
Position 2801: 0.00018709348562719708
Position 2698: 0.0001244679686271866
Position 2773: 9.814105840464442e-05
Position 218: 7.149773991844044e-05
Position 1801: 7.143374970639738e-05
Position 2926: 5.15594438631933e-05
Position 1799: 2.6755782659773458e-05
Position 1789: 2.240537984479222e-05
Position 1648: 1.4130097505017686e-05
Position 199: 1.3484400535921978e-05
Position 3389: 1.1016963862284341e-05
Position 51: 2.1680946018752563e-06
Position 3142: 8.699954439003406e-07
Position 3136: 7.635581928265895e-07
Position 113: 1.6656746912506116e-09
Position 101: 1.0301035977754498e-09
Position 36: 8.974458555038488e-10
Position 30: 2.724662247611233e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3636: 0.9996288364336183
Position 2648: 0.9983169083012314
Position 1719: 0.9983029437698304
Position 3052: 0.8005493621271836
Position 1078: 0.7497400815359885
Position 2343: 0.5648613261157373
Position 3183: 0.5540139762022364
Position 4947: 0.3777147574204519
Position 3215: 0.2997197023105811
Position 2522: 0.2897684542309276
Position 4561: 0.17619338509288138
Position 1527: 0.14314375744914865
Position 4532: 0.13433348585548804
Position 3218: 0.10087066151004757
Position 4437: 0.09373405109748684
Position 4917: 0.08348921823821143
Position 2319: 0.062243315457647976
Position 4692: 0.05871719138343587
Position 2493: 0.048080026401954544
Position 4369: 0.03128254134236892
Position 3829: 0.029551889198868652
Position 4330: 0.027276618761071632
Position 4307: 0.023840234504472972
Position 275: 0.023600598595693936
Position 4444: 0.02159538406661363
Position 4374: 0.01756034308598442
Position 3907: 0.014832457607027267
Position 4275: 0.012712393721515608
Position 108: 0.011398735464852977
Position 3945: 0.010717009679180375
Position 5373: 0.009932919313148903
Position 4301: 0.009866341504802596
Position 4828: 0.00968333166724572
Position 316: 0.008151327068685385
Position 5727: 0.007278393489044322
Position 4481: 0.005614822781758136
Position 5250: 0.00434071775787721
Position 132: 0.00396718756011106
Position 506: 0.003713721012253329
Position 3376: 0.003474441176794185
Position 2136: 0.002496204549519051
Position 1398: 0.002370582544863593
Position 5780: 0.0019918925360220925
Position 110: 0.001976765603038525
Position 1181: 0.001505622741272184
Position 3846: 0.0014715163264242867
Position 3974: 0.001284385753093875
Position 793: 0.001115405035051704
Position 1155: 0.0010771076813208078
Position 2854: 0.000783700435246939
Position 1335: 0.0007575446095989236
Position 517: 0.0007320213727735361
Position 813: 0.0007212454242902578
Position 2907: 0.00061264363506025
Position 1855: 0.000602785053971511
Position 2392: 0.0005825039383758295
Position 2373: 0.0005800162978565068
Position 2206: 0.0005617191950314011
Position 1158: 0.0005396737492331799
Position 1178: 0.0005192811473344157
Position 1755: 0.00045824247782211107
Position 1151: 0.00039777945739432485
Position 333: 0.0003942007404083178
Position 847: 0.000389605071629972
Position 1167: 0.0003583606281995
Position 2218: 0.0003424258109677604
Position 239: 0.0003175120427822274
Position 2091: 0.00027429776377352897
Position 1017: 0.00024929527247595235
Position 1737: 0.00022192913707855987
Position 741: 0.00020283465079482053
Position 2150: 0.0001763504378316838
Position 168: 0.0001731359646011791
Position 570: 0.00016432613785727376
Position 2554: 0.00011986077656920966
Position 143: 9.60095709896277e-05
Position 1992: 9.35766143927479e-05
Position 3063: 9.102873341284861e-05
Position 1864: 8.772308176638072e-05
Position 1980: 7.376503500565104e-05
Position 180: 6.633677873749099e-05
Position 2670: 6.24862094868726e-05
Position 1793: 5.922660283562159e-05
Position 2004: 3.365765314559836e-05
Position 2058: 2.578194225084674e-05
Position 1828: 2.49620327449958e-05
Position 153: 2.389618717781436e-05
Position 2041: 2.370834979004648e-05
Position 1769: 1.03794960078337e-05
Position 3609: 3.4751046995076237e-06
Position 3682: 1.4969359365576102e-06
