Gene = drpr
index = 1677
Annotated 5SS: [  583  7116  7338  7528 11185 12402 13161 13729 14105 14311 14433]
Annotated 3SS: [ 6881  7173  7401 10937 11361 12953 13227 13798 14163 14399 14550]
SMsplice 5SS: [  583  7116  7338  7528 13161 13729 14105 14311]
SMsplice 3SS: [ 6881  7173  7401 12789 13227 13798 14163 14550]
top_k =  100
Partition function (log Z): 12.751012382720882

Sorted 5' Splice Sites (High to Low Probability):
Position 7116: 0.9990556684601476
Position 14105: 0.9990143110673044
Position 7338: 0.9961655933776112
Position 13729: 0.9615306517267017
Position 14311: 0.9488877490725246
Position 11185: 0.8874288267644457
Position 13161: 0.88742733842777
Position 583: 0.8767923666920747
Position 7528: 0.3793958926558478
Position 7462: 0.3359030345096672
Position 14881: 0.1894566177712499
Position 14903: 0.15667850091985733
Position 7490: 0.11008412053151288
Position 8395: 0.10996214613589642
Position 31: 0.10600774920421345
Position 14804: 0.07358378676490988
Position 7552: 0.06509238016517592
Position 14836: 0.041505310055394505
Position 14433: 0.03976531699591867
Position 14899: 0.03283097867893107
Position 13513: 0.028059781995844284
Position 15094: 0.027136103173148643
Position 372: 0.0172348931371618
Position 15309: 0.01713879899594037
Position 13886: 0.006836869842944257
Position 13705: 0.003919139224204947
Position 13494: 0.0026310912996875047
Position 13560: 0.0023454739028044725
Position 7322: 0.0023401075135754544
Position 7332: 0.0011253154534261456
Position 7054: 0.0006764204984353145
Position 14344: 0.00037988355522502657
Position 7024: 0.00023819835302228
Position 14872: 0.0002326085684470312
Position 7317: 0.00017124827448436616
Position 14133: 0.00014397689263014564
Position 7234: 8.54411825353578e-05
Position 14461: 4.882880235718955e-05
Position 14471: 4.819521475301925e-05
Position 7335: 4.464534493708247e-05
Position 7761: 3.720679616189423e-05
Position 8165: 3.535223690764588e-05
Position 1835: 3.530471506532376e-05
Position 7342: 3.381239799423381e-05
Position 7255: 1.6639630281847497e-05
Position 7501: 1.282949787056561e-05
Position 243: 1.0423020040174508e-05
Position 7351: 5.729359219378542e-06
Position 7359: 5.319433202380096e-06
Position 1808: 4.808047975291226e-06
Position 7972: 4.3737830964409815e-06
Position 263: 4.35078136459123e-06
Position 7679: 4.2926558981282335e-06
Position 211: 2.9120932175552478e-06
Position 7693: 2.8428381288232596e-06
Position 7484: 2.6464866937598672e-06
Position 7492: 2.1507311942123786e-06
Position 7286: 2.1194456224729486e-06
Position 7723: 1.8203866270114022e-06
Position 7789: 1.673576773722619e-06
Position 425: 1.3204463083588152e-06
Position 224: 1.2134651694761973e-06
Position 380: 7.94038456655798e-07
Position 123: 2.4777750406178805e-07
Position 35: 1.549780408888739e-07
Position 7283: 1.3741733204382883e-07
Position 215: 9.79263862907713e-08
Position 237: 6.493554437380102e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7401: 0.9999999959559487
Position 13227: 0.9994545427828312
Position 13798: 0.9969619826899687
Position 14163: 0.9943742639752866
Position 7173: 0.9788253342087704
Position 6881: 0.9035634576228502
Position 11361: 0.88742733842777
Position 14550: 0.7418793383000394
Position 10722: 0.6298921701661978
Position 10937: 0.2575366565982481
Position 14959: 0.1906017722370075
Position 15006: 0.16770530472630574
Position 15146: 0.08740421918901616
Position 15058: 0.08472717002648661
Position 15216: 0.07332749757076926
Position 14584: 0.06406394819137637
Position 6653: 0.06163639480923409
Position 14513: 0.029650926753230625
Position 14879: 0.02853477642518946
Position 6942: 0.02158832599075883
Position 15366: 0.01713879899594039
Position 14995: 0.014544446368173081
Position 14464: 0.013820893388960464
Position 6993: 0.013211821577166003
Position 7184: 0.009478997653370966
Position 7216: 0.006563334304504722
Position 13949: 0.005340287002211187
Position 7199: 0.005098723901154734
Position 14594: 0.003608833764609384
Position 14597: 0.0035242253605852567
Position 14412: 0.0030411054516246106
Position 14207: 0.0027872483845268344
Position 13995: 0.0026011195525658254
Position 15342: 0.0025637681883943085
Position 14170: 0.0015927709430085335
Position 14642: 0.001527708466559946
Position 13864: 0.0009650759646182007
Position 14259: 0.0002724020026580177
Position 8049: 0.0002316612994287625
Position 8238: 0.0001724016588517866
Position 14147: 0.0001315787494779418
Position 8080: 6.765887734727147e-05
Position 7859: 3.995590891244156e-05
Position 308: 2.889228995088424e-05
Position 14399: 2.2231307583754668e-05
Position 7606: 1.4601524883224088e-05
Position 8023: 1.3058635470681704e-05
Position 1424: 1.2928738892661881e-05
Position 429: 1.1017987748217799e-05
Position 1025: 1.0361660289045355e-05
Position 1680: 9.272921612970855e-06
Position 282: 6.4889759503802715e-06
Position 14416: 5.713856803132782e-06
Position 1353: 4.404261933500908e-06
Position 465: 3.3191112735966062e-06
Position 1531: 2.1398632941491164e-06
Position 409: 1.7999335650955568e-06
Position 284: 1.6497690453890707e-06
Position 481: 1.4770585530023288e-06
Position 7589: 1.1728297268595689e-06
Position 313: 1.171368569526182e-06
Position 8294: 1.145591657915603e-06
Position 7881: 1.1066611665879758e-06
Position 1404: 9.686005333462887e-07
Position 542: 7.720008140915189e-07
Position 1724: 3.6716484940555415e-08
Position 14261: 2.3904974710045088e-08
Position 7300: 6.2234557749252384e-09
Position 7457: 3.5727760160316235e-09
Position 7422: 3.2184585957264794e-10
