Gene = ndl
index = 1815
Annotated 5SS: [ 287  853 2721 3852 4405 4794 6134 6366 6535 7586 8121 8468 8639 8845]
Annotated 3SS: [ 708  908 2781 3912 4459 4854 6195 6420 6600 7650 8175 8530 8700 8899]
SMsplice 5SS: [ 287  853 2366 2721 3852 4405 4794 6134 6366 6535 7586 8121 8484 8639
 8845]
SMsplice 3SS: [ 708  908 2552 2781 3912 4459 5868 6195 6420 6600 7650 8175 8530 8700
 8899]
top_k =  100
Partition function (log Z): 24.34845023939586

Sorted 5' Splice Sites (High to Low Probability):
Position 7586: 0.9996233690536315
Position 853: 0.9988777986510597
Position 8639: 0.996702867336711
Position 4405: 0.9886144012041177
Position 6535: 0.9861301065584663
Position 2721: 0.976038993392508
Position 4794: 0.9385659134392212
Position 6366: 0.8210843028616909
Position 8845: 0.7065538146365439
Position 8121: 0.70510511217267
Position 8484: 0.6922467359197885
Position 287: 0.5798800063645525
Position 2366: 0.4849861898777531
Position 3852: 0.4501834198504842
Position 995: 0.3447587001681251
Position 8468: 0.29563289949537447
Position 3855: 0.24667060917639047
Position 7823: 0.23192463834799035
Position 5197: 0.20211158251269082
Position 5577: 0.15976432781660668
Position 604: 0.15157726179894315
Position 552: 0.11923821778253917
Position 8835: 0.10897891064235632
Position 2860: 0.0744916348695264
Position 8980: 0.06747351597179553
Position 9346: 0.05947488963632745
Position 5298: 0.058188362530882776
Position 6995: 0.04798406475243724
Position 535: 0.039943317241731134
Position 3824: 0.02226180390242289
Position 4608: 0.013099720182472643
Position 6759: 0.011661165602048195
Position 5265: 0.011220317044217174
Position 4060: 0.00884904503045951
Position 4757: 0.006685546188495816
Position 28: 0.006608481124008846
Position 8073: 0.005460781614346007
Position 6894: 0.004814111651765541
Position 4981: 0.004752351387136265
Position 401: 0.004378518334922417
Position 9003: 0.0043578819115339265
Position 8083: 0.0037286906611766276
Position 8093: 0.0034423906015812566
Position 608: 0.003305075222815379
Position 197: 0.0027007112922105476
Position 6547: 0.002589005336417789
Position 1478: 0.0020654679949199837
Position 1448: 0.002046994906985338
Position 8635: 0.0019971653507768203
Position 7859: 0.0019938885355625735
Position 2947: 0.0019251594014703711
Position 4252: 0.0017868861437240013
Position 2878: 0.0017270579939614645
Position 1212: 0.0015563832959381372
Position 1419: 0.00151424757831661
Position 1581: 0.0014778864287637325
Position 523: 0.0014713189129232599
Position 8128: 0.0010787982524727954
Position 3088: 0.0010721819105547225
Position 31: 0.0008725813845766442
Position 153: 0.0006401493310602928
Position 104: 0.0006217173915946787
Position 233: 0.0005986586271143226
Position 857: 0.0005979096019261374
Position 497: 0.0005883890508695119
Position 1256: 0.000578903078105954
Position 8776: 0.0003730464735471574
Position 2163: 0.0002486763979928715
Position 2361: 0.00021889355090378223
Position 418: 0.00021657791342714915
Position 56: 0.00021378597600522055
Position 615: 0.00019396560073961996
Position 663: 0.0001458124401133261
Position 98: 0.0001446956114345849
Position 840: 0.00012700816339039829
Position 114: 0.00011564203205772783
Position 525: 0.00011485313337800973
Position 7985: 0.0001032660776095857
Position 478: 8.654342631161451e-05
Position 8643: 7.843852999352198e-05
Position 425: 7.76517803598206e-05
Position 293: 6.545501646664027e-05
Position 19: 6.498529598171527e-05
Position 291: 6.334626365392301e-05
Position 837: 4.814964555729813e-05
Position 7225: 2.797652927521393e-05
Position 8605: 2.1863952591077756e-05
Position 2904: 1.2084050460840518e-05
Position 822: 6.222987905158206e-06
Position 7176: 5.959753265266625e-06
Position 7359: 5.43213333385619e-06
Position 1097: 5.003300540639223e-06
Position 1472: 3.887798681262822e-06
Position 2111: 3.135277536681513e-06
Position 1787: 3.097979457918778e-06
Position 1147: 2.886952960258317e-06
Position 861: 2.007736762256003e-06
Position 881: 1.4231641944999397e-06
Position 795: 7.922658887205995e-07
Position 322: 4.851966968777065e-07
Position 88: 3.536773130290593e-08
