Gene = Mcr
index = 1273
Annotated 5SS: [ 172 3220 7063 7320 7555 7729]
Annotated 3SS: [2369 3314 7125 7379 7622 7814]
SMsplice 5SS: [ 172 3220 7063 7320 7555 7729]
SMsplice 3SS: [2258 3314 7125 7379 7622 7814]
top_k =  100
Partition function (log Z): 16.00860354959519

Sorted 5' Splice Sites (High to Low Probability):
Position 7320: 0.9991980840688103
Position 3220: 0.9972513488311214
Position 7729: 0.9939760401749562
Position 7063: 0.9815878823998697
Position 7555: 0.9789401045685648
Position 172: 0.8244931594209094
Position 1052: 0.17965962210668251
Position 2520: 0.11845699189762426
Position 88: 0.06060249040316131
Position 425: 0.048408954523237416
Position 8629: 0.028962119022495052
Position 7495: 0.01440734014574578
Position 1047: 0.011600137468284612
Position 2090: 0.009395577335564424
Position 673: 0.008918548567018507
Position 2008: 0.007564497699610403
Position 649: 0.005595391647071211
Position 7760: 0.005462221763369835
Position 8357: 0.005417098165231843
Position 31: 0.004720972757957861
Position 43: 0.003826048414839966
Position 5383: 0.0029972170244298444
Position 3460: 0.002967022747162372
Position 226: 0.002315728379614284
Position 7893: 0.0022692922152312057
Position 373: 0.0018574475440204922
Position 3391: 0.0016400631420707417
Position 4294: 0.0016012113201821314
Position 8082: 0.0014971627681207294
Position 379: 0.0012611785510578371
Position 5494: 0.0012469258379181128
Position 3547: 0.0010112873398136274
Position 3517: 0.001007881275348233
Position 47: 0.0009541826408414782
Position 336: 0.0009446044068194184
Position 8274: 0.0008920691871909847
Position 347: 0.0008897072682941627
Position 5368: 0.0008475755007925012
Position 3917: 0.0007368101142868575
Position 704: 0.000700052522817525
Position 4003: 0.0006682747417274167
Position 8053: 0.0006221955675437027
Position 7733: 0.000559784519348003
Position 7493: 0.0004631499290994103
Position 7874: 0.0002865468798832471
Position 3829: 0.00028411903823769404
Position 8642: 0.00024194326423616696
Position 8405: 0.0002411885079334687
Position 5165: 0.00023542443912748446
Position 521: 0.0002108506971519498
Position 7345: 0.00020133742545992033
Position 7537: 0.00016828486218114626
Position 321: 0.0001309814089180022
Position 678: 0.0001231157175431435
Position 7961: 0.00010988460507039195
Position 643: 9.411074767653366e-05
Position 54: 9.193307308089739e-05
Position 7517: 3.176002800173412e-05
Position 7313: 3.147813580928074e-05
Position 7324: 3.1006180215776825e-05
Position 7480: 2.796169974336962e-05
Position 7306: 6.590629740566175e-06
Position 7997: 3.3829357044932677e-06
Position 7290: 2.9005716336560064e-06
Position 7701: 1.9453389292436265e-06
Position 7897: 1.9398313295866216e-06
Position 8087: 7.160172337149179e-07
Position 8199: 7.087090808153948e-07
Position 7983: 4.527178633475677e-07
Position 1059: 5.125479259950153e-08
Position 7869: 1.639728909062919e-08
Position 7891: 6.874516170303535e-09
Position 7876: 2.5065572109938495e-09
Position 4007: 2.3702379992387168e-09
Position 7667: 7.526712290210517e-10
Position 7663: 5.971484122078776e-10
Position 7644: 2.5391679455648377e-12
Position 7685: 2.102506284574089e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7814: 0.9993122131497597
Position 3314: 0.9968316972912038
Position 7622: 0.9958475499461906
Position 7379: 0.987128338279654
Position 7125: 0.9785585610352732
Position 2258: 0.3513727474303852
Position 2369: 0.3180506507031688
Position 896: 0.27607799736446476
Position 2834: 0.09092820804286543
Position 2583: 0.08464572516137166
Position 2862: 0.054674677184421185
Position 2839: 0.04113489003273283
Position 2601: 0.033337011829112875
Position 8703: 0.02889043017533251
Position 7132: 0.020542448781791126
Position 7404: 0.010052405737931808
Position 854: 0.00920897358617595
Position 2117: 0.008254511430910823
Position 1142: 0.005576839865266232
Position 399: 0.0043018174406158
Position 1858: 0.003766118472761526
Position 8672: 0.003064921093151881
Position 419: 0.0027684659377721636
Position 8456: 0.002432040034379165
Position 7959: 0.0022047663188381975
Position 1208: 0.0020572978950601523
Position 1721: 0.001859894360221205
Position 1122: 0.001641738501285289
Position 8122: 0.001460786886116512
Position 8142: 0.0011880310188577272
Position 7188: 0.0008989901829377038
Position 8329: 0.0006714713402861778
Position 521: 0.0004101200471176199
Position 7411: 0.00029925207371907025
Position 8211: 0.00029221613204657006
Position 8264: 0.0002593934961266461
Position 8625: 0.0002469387778405775
Position 8326: 0.00022059784690480673
Position 8717: 0.0001537720119586623
Position 7873: 7.490102367680124e-05
Position 8759: 7.424686723370871e-05
Position 7458: 5.8875464259791236e-05
Position 7461: 3.5319554671440985e-05
Position 7559: 3.279671010564643e-05
Position 7363: 2.786830457782084e-05
Position 7398: 1.3236491295544284e-05
Position 7674: 1.323577769806438e-05
Position 7634: 1.11305596547668e-06
