Gene = Kr-h2
index = 1246
Annotated 5SS: [ 198 1687 1994 2184]
Annotated 3SS: [1423 1743 2049 2246]
SMsplice 5SS: [ 198 1687 1994 2184]
SMsplice 3SS: [1423 1743 2049 2246]
top_k =  100
Partition function (log Z): 9.48763514951606

Sorted 5' Splice Sites (High to Low Probability):
Position 2184: 0.9993030980336122
Position 1687: 0.9985586472183695
Position 1994: 0.9907628788956547
Position 198: 0.9443329800921169
Position 990: 0.05289695404743792
Position 739: 0.03750789795584231
Position 1136: 0.028973204791455202
Position 2421: 0.028045725361915953
Position 191: 0.023527018133689716
Position 635: 0.01342596721184702
Position 756: 0.012787444471289804
Position 2469: 0.011324695065795237
Position 2629: 0.0077220303699198824
Position 774: 0.00609233296813332
Position 750: 0.0037137751970393756
Position 1280: 0.0029620494663042765
Position 36: 0.002942848403313929
Position 494: 0.002813479372788195
Position 2040: 0.0027255606710898037
Position 215: 0.0017468506102392973
Position 1069: 0.0017077076875156455
Position 617: 0.001418188854553086
Position 40: 0.00045788477493006037
Position 2590: 0.0003874504565205697
Position 1691: 0.00036343105809649907
Position 1948: 0.00026688139305826514
Position 1769: 0.00024891442251712376
Position 2573: 0.00023732383873057913
Position 1888: 0.00022962033299748393
Position 2632: 0.00022753168304183541
Position 23: 0.00017500147295144847
Position 2604: 7.877843174408994e-05
Position 8: 7.018365339890267e-05
Position 202: 5.358719648233587e-05
Position 2581: 5.223009842636048e-05
Position 1928: 5.1567625031027765e-05
Position 1661: 4.583516173811253e-05
Position 2026: 4.022088058503531e-05
Position 1858: 3.883148685515702e-05
Position 351: 2.951152338163958e-05
Position 1836: 2.3872986951090194e-05
Position 1574: 2.2066630986647662e-05
Position 258: 1.696214926543612e-05
Position 326: 9.867839452191013e-06
Position 1825: 6.553912383057542e-06
Position 1803: 4.982554194734497e-06
Position 338: 2.2400658688458257e-06
Position 381: 1.8417287417484077e-06
Position 115: 1.5431178349324552e-06
Position 310: 1.1564187892735907e-06
Position 34: 1.0867625409432686e-06
Position 2188: 5.386059128024646e-07
Position 2170: 4.06330276234472e-07
Position 177: 4.058448426225592e-08
Position 1843: 9.120097069472639e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9947903668576367
Position 2246: 0.9876822397834535
Position 1423: 0.9493821266144998
Position 2049: 0.7774285831885586
Position 2101: 0.21447110963966803
Position 267: 0.05470811013560088
Position 2688: 0.05448680226783756
Position 901: 0.047737456765331504
Position 434: 0.04148528200701876
Position 350: 0.015237433915409148
Position 675: 0.008409271455106636
Position 940: 0.004168063963273859
Position 1753: 0.0038301031220889913
Position 84: 0.0036283173497218173
Position 796: 0.003184675882885112
Position 655: 0.002680054369936183
Position 2103: 0.0016637392748897525
Position 1616: 0.0016181902983373987
Position 2229: 0.0015856980562869263
Position 2306: 0.0015400118906265482
Position 1300: 0.0014501031618971735
Position 1175: 0.0011090865402832708
Position 2594: 0.0010096234743350286
Position 691: 0.0008535908321349832
Position 1279: 0.000730300313189624
Position 2061: 0.0006877514203886762
Position 2551: 0.00046224065946825295
Position 1813: 0.00043358792179148985
Position 2109: 0.0003661421003302695
Position 1011: 0.0003642120030127152
Position 2563: 0.0003541114971194828
Position 1836: 0.00028797613770092316
Position 634: 0.00028137390503419924
Position 2538: 0.00020821066080681802
Position 2643: 5.152531954350413e-05
Position 1768: 4.79515153409494e-05
Position 1764: 1.5524164977161427e-05
Position 2127: 6.699183048908818e-06
Position 310: 1.6324104319432862e-06
