Gene = Top2
index = 1564
Annotated 5SS: [ 240  952 1763 2244 5348]
Annotated 3SS: [ 696 1174 1819 2309 5428]
SMsplice 5SS: [ 240 1763 2244 5348]
SMsplice 3SS: [1174 1819 2309 5428]
top_k =  100
Partition function (log Z): 10.00699308501323

Sorted 5' Splice Sites (High to Low Probability):
Position 2244: 0.999847432975022
Position 5348: 0.9972798834803895
Position 240: 0.9964255353868645
Position 1763: 0.9866824719375478
Position 2730: 0.46675814266163357
Position 3967: 0.42570923946637607
Position 952: 0.27602638818052194
Position 1327: 0.22638558233481718
Position 3254: 0.07236771543368949
Position 5681: 0.06733969456281386
Position 3551: 0.038822069240090414
Position 933: 0.027518913890629024
Position 1021: 0.024352340790307594
Position 5865: 0.02002588720739747
Position 5499: 0.016181812089932267
Position 1552: 0.014069599067954722
Position 1333: 0.012711100377166315
Position 2350: 0.009041771482708853
Position 1358: 0.007210747439483921
Position 817: 0.007177800655740043
Position 2336: 0.005356211659989031
Position 2099: 0.0049293716191319
Position 821: 0.003210117882320664
Position 1961: 0.0023987569540169103
Position 1619: 0.001969171905434071
Position 618: 0.001770338624938818
Position 5869: 0.0017447057633844187
Position 1994: 0.0015981408134687354
Position 905: 0.0012519613192758748
Position 640: 0.0012126142111977027
Position 608: 0.0005651392858436077
Position 446: 0.0004367607101171716
Position 66: 0.0003018142079218032
Position 379: 0.00015651307037429493
Position 826: 0.00011367728192314199
Position 1025: 9.917645735533279e-05
Position 977: 9.703434968322882e-05
Position 645: 8.376158589101314e-05
Position 2192: 6.162820381476376e-05
Position 2222: 4.179944154306456e-05
Position 267: 3.5546814874657804e-05
Position 2135: 2.6616346592684973e-05
Position 51: 1.935735572032678e-05
Position 450: 9.47513659269077e-06
Position 620: 6.755208199117691e-06
Position 36: 4.332142039743718e-06
Position 3815: 3.880792554496646e-06
Position 26: 3.5404290037657676e-06
Position 70: 2.4179031313720133e-06
Position 4115: 2.195652602739661e-06
Position 22: 1.6817722261217127e-06
Position 80: 1.2481114875630129e-06
Position 251: 5.04455876209068e-07
Position 3281: 4.67857524770192e-07
Position 86: 4.4789278024142477e-07
Position 2189: 3.2734172156753655e-07
Position 46: 2.833372756473467e-07
Position 55: 2.7170180108495174e-07
Position 39: 2.06217041529931e-07
Position 29: 1.953968943764794e-07
Position 19: 4.489421993300036e-08
Position 110: 3.8340273499724354e-08
Position 119: 2.6411686165971786e-08
Position 125: 4.568608116155131e-09
Position 284: 2.801615197999552e-09
Position 279: 8.897339342894146e-10
Position 187: 2.632227749280946e-10
Position 344: 9.556932302834165e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5428: 0.9996761786305627
Position 2309: 0.9932506760193581
Position 1819: 0.9779851837926588
Position 1174: 0.8066788203403974
Position 4031: 0.5360395468193373
Position 3754: 0.42542490087655715
Position 756: 0.34830848514443624
Position 1427: 0.21700465715174594
Position 1180: 0.08001633626224561
Position 696: 0.04559537862720708
Position 5771: 0.04022512355950061
Position 5944: 0.03279562369984232
Position 1674: 0.032751347264801625
Position 5753: 0.02399307604565054
Position 3417: 0.022364022814330906
Position 2398: 0.018709737310521068
Position 1240: 0.015746993208452603
Position 1006: 0.013404937485079283
Position 516: 0.01153127973374591
Position 1789: 0.009457016327769956
Position 5975: 0.006793921618004851
Position 2803: 0.006649933141317222
Position 2156: 0.004928954073846269
Position 1825: 0.004668942521531769
Position 2888: 0.004585167120980038
Position 1863: 0.004451379056139374
Position 1465: 0.003957740194251788
Position 435: 0.0036688111949930227
Position 2830: 0.0033618362272056523
Position 476: 0.0028986110686029945
Position 3235: 0.0027884765384386
Position 1808: 0.0026688738964216817
Position 1396: 0.0025877293079588685
Position 2032: 0.0023986811248923917
Position 1072: 0.0016744917303548222
Position 2065: 0.00159760108173199
Position 5990: 0.0014919474655506256
Position 2335: 0.0014805146885953874
Position 491: 0.0009923377157718303
Position 2428: 0.0009425150462949049
Position 563: 0.0007617805243642826
Position 1033: 0.0007541834820411683
Position 858: 0.0006381389878834104
Position 287: 0.0005439187015559488
Position 333: 0.00040722950459244953
Position 138: 0.0002803055515727356
Position 1186: 0.00023109880683256062
Position 1069: 0.00019173656273033487
Position 5474: 5.4275154814366965e-05
Position 419: 1.8792473277587353e-05
Position 861: 1.2782991158233481e-05
Position 92: 3.5248942842298186e-06
Position 125: 3.483721825531708e-06
Position 98: 2.326002335572866e-06
Position 169: 1.2595599296518261e-06
Position 102: 7.129329575724568e-08
