Gene = Eno
index = 1154
Annotated 5SS: [ 362 1583 1991]
Annotated 3SS: [1403 1755 2980]
SMsplice 5SS: [ 281 1583 1991 2422]
SMsplice 3SS: [1422 1755 2233 2980]
top_k =  100
Partition function (log Z): -5.686280291498569

Sorted 5' Splice Sites (High to Low Probability):
Position 1583: 0.7417207037047697
Position 1991: 0.7181647652044222
Position 2422: 0.6001570173464915
Position 87: 0.5412556126176217
Position 281: 0.4856566298853079
Position 1708: 0.102537430233998
Position 1703: 0.0547201911444685
Position 2672: 0.05235114150101176
Position 2884: 0.032591544194390074
Position 2583: 0.019535000637611804
Position 2014: 0.009989534270498514
Position 2426: 0.006935110356172729
Position 1577: 0.004994858148948648
Position 1984: 0.0043760552328725895
Position 1275: 0.0028923400606046448
Position 57: 0.0016217777775736992
Position 1201: 0.0009584096141415586
Position 91: 0.00019116307767295563
Position 628: 0.00016330599246088833
Position 362: 0.00011069954822774999
Position 206: 4.109205830468752e-05
Position 124: 4.832123141303943e-06
Position 148: 3.4239267209973177e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2980: 0.9334400957674527
Position 2233: 0.6348458635040002
Position 1755: 0.49949222965498496
Position 1422: 0.3617146839667641
Position 1484: 0.3352779469535957
Position 1800: 0.1386232214294608
Position 2254: 0.0785894950223253
Position 1403: 0.07194143338222324
Position 177: 0.059346825388849424
Position 2706: 0.05154223501571092
Position 1821: 0.029696099707951965
Position 1251: 0.028672144957473333
Position 1769: 0.028022610105881137
Position 1407: 0.025925719453756015
Position 216: 0.023528149268476888
Position 1678: 0.01541950605918073
Position 1460: 0.013565235252401955
Position 1882: 0.013527121278992258
Position 1305: 0.009017603572447226
Position 1892: 0.006665184829603707
Position 336: 0.004741919255213249
Position 1846: 0.003479009208671817
Position 2986: 0.002863369950622461
Position 1178: 0.0023804656075024247
Position 257: 0.0020558841690397865
Position 441: 0.0020444101002449885
Position 120: 0.000910389078163483
Position 1059: 0.000761297710329592
Position 112: 0.0006902476947727738
Position 2483: 0.0006540046639428504
Position 686: 0.0005942719562994335
Position 2492: 0.0003180381768993205
Position 2077: 0.0002884660144886237
Position 631: 0.00028412239196824247
Position 705: 1.2499175577134986e-05
Position 1107: 1.1606652442632619e-05
Position 1023: 1.0951414576514613e-05
Position 330: 1.061617467935799e-05
Position 268: 4.163176738421581e-06
Position 273: 5.596293970843471e-08
Position 124: 3.6151368120176355e-08
Position 132: 1.5770263397374144e-08
Position 100: 3.179060041419729e-09
Position 198: 7.626446980200138e-10
