Gene = mre11
index = 1794
Annotated 5SS: [ 317 1444 1664 2029]
Annotated 3SS: [ 368 1502 1718 2095]
SMsplice 5SS: [ 317 1664 2029]
SMsplice 3SS: [ 368 1718 2095]
top_k =  100
Partition function (log Z): -3.831223225315546

Sorted 5' Splice Sites (High to Low Probability):
Position 1664: 0.9621979854827512
Position 317: 0.8755668009996711
Position 2029: 0.8748897267331194
Position 1444: 0.3005209585924695
Position 271: 0.056760855946246795
Position 472: 0.028151365276522584
Position 739: 0.024134816449575443
Position 782: 0.023244430768928504
Position 2017: 0.020702355345131217
Position 1381: 0.018652911122679968
Position 1010: 0.012218949742760617
Position 1376: 0.01140878490268978
Position 308: 0.010178460151255082
Position 826: 0.008714993984607022
Position 819: 0.005378057820420906
Position 2038: 0.004165379308377194
Position 1157: 0.00414732830978486
Position 468: 0.003418133610328715
Position 2024: 0.003209202376387742
Position 681: 0.003201094698221956
Position 48: 0.002447088996341932
Position 2021: 0.0015057601948178269
Position 291: 0.000762590178407853
Position 186: 0.0006169570336701005
Position 1973: 0.00043965908719703064
Position 608: 0.0003659448312245535
Position 239: 0.00027750895549660625
Position 1174: 0.00024775888603486483
Position 24: 0.00019736897940074425
Position 30: 0.00016147549935066613
Position 63: 6.810850917552546e-06
Position 129: 4.258961821498725e-06
Position 237: 2.1195234046126407e-06
Position 249: 1.056515121798468e-06
Position 202: 3.250012657109631e-07
Position 144: 1.642285378760204e-07
Position 83: 3.334331389182982e-11
Position 75: 1.4772410448487986e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1718: 0.9685299207711267
Position 368: 0.9001733780203993
Position 2095: 0.8466162983900741
Position 1502: 0.47143126054420514
Position 2109: 0.05530780373769347
Position 1848: 0.004614714854933671
Position 511: 0.002840440086316173
Position 1605: 0.0016686992868999548
Position 108: 0.0015581337757022285
Position 2130: 0.0015208196675336762
Position 2127: 0.001268383672832558
Position 1728: 0.0010530082369680414
Position 111: 0.0006432275875597551
Position 75: 0.00019538709775684322
Position 2157: 0.0001584337162216813
Position 83: 0.0001387422412788269
Position 2229: 8.60817073122992e-05
Position 2217: 7.24119253770606e-05
Position 113: 1.807084495349155e-05
Position 180: 3.3311217619584498e-06
Position 116: 6.309407139566772e-07
Position 202: 1.4417027440699106e-07
Position 298: 1.1699516185976033e-07
