Gene = Nelf-E
index = 1314
Annotated 5SS: [ 217  793 1049]
Annotated 3SS: [ 274  881 1112]
SMsplice 5SS: [ 217  793 1049]
SMsplice 3SS: [ 274  881 1112]
top_k =  100
Partition function (log Z): 8.353036151187576

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9993241454440132
Position 793: 0.9976875304527789
Position 217: 0.9965074545656741
Position 50: 0.029756094349518588
Position 12: 0.0010538536420134548
Position 195: 0.0008256695107009795
Position 1160: 0.0002314946383093615
Position 816: 0.0001726564586200368
Position 647: 0.00017079682490059916
Position 1203: 0.00015857042650013292
Position 797: 0.00010916689417909988
Position 973: 7.165122291977885e-05
Position 810: 5.118204669361467e-05
Position 363: 4.5274524868434685e-05
Position 108: 2.842123102717957e-05
Position 368: 2.628701462356717e-05
Position 1240: 2.0953131469525663e-05
Position 716: 2.0711098240702864e-05
Position 18: 2.0632476393198126e-05
Position 764: 1.728641994021218e-05
Position 555: 1.5895047757134445e-05
Position 93: 1.048817355652519e-05
Position 1038: 9.192443741858338e-06
Position 1053: 8.513166599420945e-06
Position 1134: 5.3890629889294e-06
Position 1060: 4.992404530922698e-06
Position 339: 4.866558013298803e-06
Position 1062: 4.133893801899378e-06
Position 87: 3.4133305576378855e-06
Position 1258: 1.8171304563017166e-06
Position 139: 1.5335952221939621e-06
Position 952: 8.022088076788507e-07
Position 1026: 5.556798903803987e-10
Position 1033: 5.524464003665955e-10
Position 703: 3.6797576187454563e-13
Position 978: 1.8655259751295248e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1112: 0.9988785970536774
Position 274: 0.9950300877242471
Position 881: 0.9654526211964889
Position 122: 0.02474957898444007
Position 972: 0.023153555976091464
Position 849: 0.008632884732854128
Position 119: 0.004566164526944439
Position 280: 0.0024195464420696316
Position 90: 0.0009580760231472885
Position 919: 0.0005674366124604693
Position 1240: 0.0003823608409723848
Position 1258: 0.00018301152486894465
Position 93: 0.00017525849001704267
Position 1137: 0.00014449660026456107
Position 1132: 0.00012059212615586298
Position 715: 0.00011160534583668218
Position 978: 8.993657090786971e-05
Position 526: 8.447444138737862e-05
Position 172: 8.13620718212583e-05
Position 1216: 7.330290590762955e-05
Position 1033: 7.281254497166866e-05
Position 912: 6.064410405414775e-05
Position 415: 5.3641633012588856e-05
Position 260: 5.070179212631716e-05
Position 948: 5.021380381233188e-05
Position 1324: 3.6874479162266024e-05
Position 1339: 2.9787662342198477e-05
Position 508: 2.532630733574091e-05
Position 412: 2.5021070705604952e-05
Position 337: 2.3920729356475187e-05
Position 1246: 1.8948955162269867e-05
Position 1119: 1.225416989572602e-05
Position 1370: 1.0056318139929153e-05
Position 445: 8.60343914608582e-06
Position 613: 7.366710597696681e-06
Position 418: 5.928049934917993e-06
Position 290: 5.6724240409000945e-06
Position 298: 4.231868416817013e-06
Position 1189: 3.5610624063313897e-06
Position 1175: 2.7923080896944048e-06
Position 455: 2.1663673752733405e-06
Position 999: 1.7617146024659075e-06
Position 739: 1.2422144003506321e-06
Position 174: 1.1108288501700595e-06
Position 307: 7.340418551686484e-07
Position 189: 3.4496546928798265e-07
Position 195: 1.650276852666564e-07
Position 210: 3.571428182382737e-08
Position 201: 1.7199560017141527e-13
Position 177: 1.3842345867932044e-13
