Gene = Als2
index = 19
Annotated 5SS: [2586 3324 4524 4734]
Annotated 3SS: [2704 3386 4581 4792]
SMsplice 5SS: [2586 3324 4524 4734]
SMsplice 3SS: [2662 3386 4581 4792]
top_k =  100
Partition function (log Z): -1.755393098295339

Sorted 5' Splice Sites (High to Low Probability):
Position 4734: 0.9968438141902107
Position 3324: 0.9899949096364979
Position 4524: 0.9332729826357918
Position 2586: 0.9264417619427592
Position 602: 0.1385140941978806
Position 169: 0.13333087666378157
Position 5071: 0.024765239703055837
Position 2225: 0.022601811543581336
Position 4057: 0.019593617818125117
Position 4155: 0.018944210278296684
Position 850: 0.012738812786427446
Position 2172: 0.008653244294418312
Position 5241: 0.0062499813377219935
Position 5234: 0.004874566448768937
Position 5115: 0.00295275092622957
Position 938: 0.002739462589283849
Position 5251: 0.002684297912822776
Position 5197: 0.0023917474468001074
Position 5249: 0.000982978547155212
Position 58: 0.0008302461868432287
Position 5145: 0.0007202407227517718
Position 5267: 0.0006803779477707804
Position 665: 0.0006795428698734067
Position 4112: 0.0005855492745838804
Position 5085: 0.0005346227875031732
Position 4874: 0.0005309437646309808
Position 5109: 0.0005205888159755308
Position 680: 0.0005050892001601374
Position 5104: 0.0004415121318850402
Position 633: 0.0004362425869010538
Position 903: 0.00041596280528110945
Position 47: 0.00029521399008596315
Position 4348: 0.00020371974649006957
Position 5208: 0.00012307966446913602
Position 4081: 0.00011636596475540954
Position 3406: 0.00011223464103050271
Position 208: 6.0224087762474064e-05
Position 203: 4.936518614333292e-05
Position 4738: 3.413584876755095e-07
Position 4747: 1.706266991599727e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4581: 0.9944135444688511
Position 3386: 0.9766264688609411
Position 4792: 0.918468869452648
Position 2662: 0.45944020484329134
Position 2704: 0.3557531009571866
Position 2224: 0.14152600224908787
Position 1111: 0.107446417820477
Position 2758: 0.08057658738698124
Position 5302: 0.06444495354949072
Position 4806: 0.023491449074208262
Position 2282: 0.02249719045125104
Position 1582: 0.020899732813370653
Position 4779: 0.01837305842507696
Position 2667: 0.01734483675006622
Position 1549: 0.013343475398529918
Position 5152: 0.012829280546811674
Position 2746: 0.00704433369568423
Position 5167: 0.005523145159570429
Position 399: 0.002165647363057891
Position 329: 0.0018831248925985497
Position 4612: 0.001768533713874571
Position 264: 0.0017658213899258372
Position 1573: 0.0015701450077292764
Position 4776: 0.0013410093647607492
Position 534: 0.0009938207815163283
Position 857: 0.0009422984957376205
Position 1071: 0.0008297192616204327
Position 5336: 0.000825488760371427
Position 574: 0.0008136131760830295
Position 110: 0.0005911210360869707
Position 697: 0.00045842769732497106
Position 295: 0.00020270175884476227
Position 661: 0.0001985373412293047
Position 4128: 1.7348760267866122e-05
Position 3641: 2.784555139240944e-06
