Gene = IRSp53
index = 1223
Annotated 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884]
Annotated 3SS: [14823 22089 22292 22455 22579 22870 23247 23709 23997 24731 25422]
SMsplice 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884 27440]
SMsplice 3SS: [14823 22089 22292 22455 22579 22870 23179 23709 23997 24731 27366 27505]
top_k =  100
Partition function (log Z): 30.252879598411052

Sorted 5' Splice Sites (High to Low Probability):
Position 22778: 0.9999415380363073
Position 24884: 0.9997690346440866
Position 24678: 0.9976032799646675
Position 240: 0.9974960235155869
Position 23933: 0.9947844876170258
Position 22166: 0.9885745056860799
Position 22377: 0.9777212371521693
Position 23515: 0.9334070323005629
Position 22518: 0.9229326547960709
Position 15509: 0.9139273274161264
Position 27440: 0.8167433519315523
Position 22937: 0.5546346026977321
Position 23344: 0.10702167559133641
Position 27176: 0.0445111767753584
Position 23051: 0.04241527096975086
Position 3199: 0.023199351980832623
Position 23092: 0.011310524489389191
Position 23007: 0.006029540199576817
Position 22522: 0.004148388025436271
Position 24178: 0.003768630966033089
Position 23911: 0.0034368715925323363
Position 155: 0.0015561431954308055
Position 23060: 0.0014684975315436882
Position 2018: 0.0009478332889659168
Position 23271: 0.0007334649350730529
Position 22532: 0.0006575997332452111
Position 22995: 0.0006144577421463381
Position 27866: 0.00042574918309268777
Position 27609: 0.000425000190927028
Position 27846: 0.00030645734907697105
Position 22400: 0.0002334075854473596
Position 24147: 0.00019319329453597602
Position 23843: 0.00015245619731868776
Position 24639: 0.00014449291488338617
Position 22381: 0.0001288237109241509
Position 23320: 9.615578311317327e-05
Position 22482: 8.2396354927141e-05
Position 23111: 6.279958602152496e-05
Position 24246: 3.998230991917059e-05
Position 23136: 2.2375193486453542e-05
Position 22476: 1.5276767179617828e-05
Position 22782: 1.3194148504413278e-05
Position 24072: 8.428877571242249e-06
Position 22456: 8.23807040910898e-06
Position 24334: 7.539124173650132e-06
Position 22685: 6.137515053809285e-06
Position 22643: 1.0694589106469776e-06
Position 24888: 3.086709861408098e-07
Position 23795: 2.1666768402009655e-07
Position 22666: 1.1086381475006855e-07
Position 22646: 9.236121134366297e-08
Position 22712: 2.11408389847022e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 24731: 0.9994221702258647
Position 22089: 0.9993549772350746
Position 23997: 0.9972375829898422
Position 22870: 0.9961056713248676
Position 23709: 0.9922779650736944
Position 27505: 0.991570546622925
Position 22579: 0.9913288181049232
Position 22292: 0.9870283758088941
Position 14823: 0.9139273274161264
Position 22455: 0.8939526620161037
Position 23179: 0.5122729141466773
Position 27366: 0.32011364701556955
Position 27096: 0.1941210204365581
Position 27267: 0.1313335787633355
Position 27334: 0.12718411706626848
Position 27337: 0.0664660516355417
Position 23247: 0.06197049705942075
Position 27437: 0.02562751826854675
Position 3045: 0.02253103833735461
Position 23429: 0.02140393144249907
Position 22461: 0.02089420865130577
Position 23465: 0.019950669590748725
Position 23259: 0.008851076877974018
Position 23462: 0.008763113147289506
Position 23121: 0.008183614532673984
Position 23721: 0.005307250498584489
Position 23007: 0.00429595773624981
Position 23394: 0.00335043973976042
Position 23136: 0.003006982137761915
Position 23420: 0.0027819656493999097
Position 26977: 0.0026952217864817623
Position 23435: 0.0024391829682335426
Position 23745: 0.0018036996070446827
Position 23152: 0.001559571815635382
Position 23468: 0.0012294037462396504
Position 22988: 0.00106948002164435
Position 22245: 0.0010083595964231764
Position 24566: 0.0007329816998404005
Position 27914: 0.0007322065321696588
Position 2803: 0.0006683136434779621
Position 23163: 0.0006616664077084898
Position 24011: 0.0006314170181530235
Position 22325: 0.0005939721572277858
Position 27780: 0.0005785904140361001
Position 25422: 0.0005251442404485794
Position 24415: 0.0004950412080560918
Position 24050: 0.0004118889171069349
Position 24592: 0.0004026565206054798
Position 24243: 0.00036996965252329125
Position 23640: 0.00036108671655249886
Position 25193: 0.0003550216234064949
Position 24793: 0.00028946718620405474
Position 25002: 0.00023732600025962484
Position 24982: 0.0002013351641768248
Position 24026: 0.00018187754114091378
Position 22586: 0.00015846251758366487
Position 25096: 0.00012753211072760373
Position 27794: 0.00012048690832491582
Position 24948: 8.245904343141415e-05
Position 24197: 8.236581793601102e-05
Position 25506: 5.683012492774631e-05
Position 25834: 5.244498794450893e-05
Position 22678: 3.183305004361472e-05
Position 22551: 2.9538359208300312e-05
Position 22532: 2.9425389266757717e-05
Position 22618: 2.8025652489098657e-05
Position 22642: 1.8027038430809887e-05
Position 22633: 1.6336594866056493e-05
Position 22548: 9.908107368603755e-06
Position 22651: 6.421293668725748e-06
Position 22825: 5.768028712241482e-06
Position 22897: 5.046911282068601e-06
Position 22894: 4.469185172039678e-06
Position 23054: 3.6471064989267064e-06
Position 23051: 3.5498952118014704e-06
Position 22499: 2.6977444936051186e-06
Position 22490: 2.4055415378614167e-06
Position 24733: 6.688509567696023e-08
Position 22924: 5.6526169972834304e-08
Position 24740: 2.5043943962029106e-08
Position 22903: 9.388929570835191e-09
Position 24776: 6.487988292983847e-09
Position 22888: 5.457655605902639e-09
Position 24790: 3.1590948489763235e-09
