Gene = RanGAP
index = 1408
Annotated 5SS: [ 297 3327 4068 4640 4894]
Annotated 3SS: [2992 3385 4137 4716 4949]
SMsplice 5SS: [2478 3327 4068 4640 4894]
SMsplice 3SS: [2543 3385 4137 4716 4949]
top_k =  100
Partition function (log Z): 5.293293529105906

Sorted 5' Splice Sites (High to Low Probability):
Position 4640: 0.9990595948713544
Position 3327: 0.9974709463882634
Position 4894: 0.9838219790703554
Position 4068: 0.9674963278291859
Position 2478: 0.5288489452010976
Position 289: 0.3983758618412731
Position 2482: 0.33920407368186783
Position 4380: 0.24351847933729687
Position 2617: 0.18342007090119986
Position 297: 0.16492735255547658
Position 444: 0.09693976032349874
Position 2685: 0.06730729350026328
Position 2694: 0.06465044797001998
Position 440: 0.02975409665803882
Position 853: 0.018072635067092547
Position 5266: 0.010193088182677645
Position 966: 0.006130946251149124
Position 293: 0.003991338890502336
Position 4197: 0.003882360872760194
Position 5276: 0.0033481522076751844
Position 3749: 0.002704123377124289
Position 3482: 0.0015387660976930286
Position 520: 0.0014116205864345827
Position 5151: 0.0006813821800791718
Position 4672: 0.0004892569972773803
Position 5273: 0.00025459104481906987
Position 5219: 0.00013230972415599458
Position 4658: 8.374822593058515e-05
Position 5115: 5.942573899238457e-05
Position 5131: 2.883438821317277e-05
Position 5103: 2.2446071099132083e-05
Position 4582: 2.2202068948707944e-05
Position 270: 2.1113894348093873e-05
Position 42: 1.6289758007188395e-05
Position 266: 1.328779913486433e-05
Position 247: 8.852672815041166e-06
Position 114: 5.7075950116303086e-06
Position 217: 4.514266109202567e-06
Position 95: 4.378437566273629e-06
Position 4888: 2.1227831232180624e-06
Position 149: 1.3751076062542175e-06
Position 301: 1.0131790117375977e-06
Position 220: 7.863837777455789e-07
Position 209: 4.7201362130736354e-07
Position 255: 4.3809438444743774e-07
Position 146: 5.2234119329404785e-08
Position 295: 2.025024262875365e-08
Position 4881: 2.1127647139331e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4716: 0.9979288657109103
Position 4137: 0.9910325705713628
Position 4949: 0.9805799458138983
Position 2543: 0.8826213999453214
Position 3385: 0.8607374655308959
Position 589: 0.37116894603373285
Position 2992: 0.2960097740262386
Position 4453: 0.20820170116914266
Position 3417: 0.11990004743680516
Position 341: 0.08624321678469445
Position 1043: 0.0772786743496329
Position 2684: 0.07335880666519429
Position 3249: 0.04731334581998533
Position 959: 0.030977227758169426
Position 4526: 0.026707674569179083
Position 1733: 0.024211710399165552
Position 5330: 0.01514077783819101
Position 2721: 0.008948424731169791
Position 4423: 0.008347239193662476
Position 4263: 0.003882360872760194
Position 370: 0.00249871409087214
Position 5028: 0.002367536397894402
Position 5000: 0.0010268632150616658
Position 4773: 0.000614672018395973
Position 4748: 0.0005125881254145384
Position 5126: 0.00011856523761300267
Position 4798: 8.584688942244046e-05
Position 5147: 8.533882597750155e-05
Position 139: 1.3303278146950235e-05
Position 114: 4.243852294943561e-06
Position 187: 2.9651178838015388e-06
Position 416: 2.0724143694036194e-06
