Gene = mael
index = 1784
Annotated 5SS: [3483 3727 4340]
Annotated 3SS: [3527 3782 4401]
SMsplice 5SS: [ 273  703 3483 3727 4340]
SMsplice 3SS: [ 322 2989 3536 3782 4401]
top_k =  100
Partition function (log Z): 7.8393051375803156

Sorted 5' Splice Sites (High to Low Probability):
Position 3483: 0.9989910501008502
Position 4340: 0.9881769902774193
Position 3727: 0.9861554519656522
Position 273: 0.7518649545482007
Position 703: 0.5386168070438477
Position 390: 0.20413499810725663
Position 3215: 0.1968813523278134
Position 3210: 0.17345971908352312
Position 929: 0.15029681761445232
Position 555: 0.13178146386166487
Position 200: 0.11900534878529885
Position 905: 0.11343589577712174
Position 3198: 0.10830460679048223
Position 948: 0.08195337351136799
Position 251: 0.07564294478642648
Position 215: 0.02792871504465565
Position 710: 0.020944684738773665
Position 1112: 0.01962026427727108
Position 1236: 0.017546500587927998
Position 965: 0.016645206617287814
Position 3153: 0.0049701938785718545
Position 3954: 0.003953728590792609
Position 862: 0.0008352506281659695
Position 277: 0.0007975527168888534
Position 108: 0.0007323501071321686
Position 219: 0.0006805718137422057
Position 4447: 0.0006160576875010278
Position 714: 0.00038811027599872555
Position 725: 0.00032474791724412306
Position 403: 0.0002872607533567402
Position 4461: 0.00028217264909855455
Position 18: 8.241772098319065e-05
Position 4882: 4.7044002797937594e-05
Position 400: 2.9357096336794225e-05
Position 140: 1.7610089828194998e-05
Position 185: 2.247613068895093e-06
Position 31: 2.0428468205576282e-06
Position 122: 1.8800145644819523e-06
Position 28: 1.20692773521189e-06
Position 137: 7.696766608075009e-07
Position 103: 7.425458112623502e-07
Position 4193: 1.1027788240995492e-07
Position 43: 3.522600203396942e-08
Position 3933: 3.3702903947433456e-08
Position 3799: 2.6283234529494843e-08
Position 453: 3.822095536432932e-09
Position 3636: 4.1727073743049277e-13
Position 3685: 3.6488088289882093e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2989: 0.993239625615587
Position 4401: 0.9894282202704228
Position 322: 0.9711981147611338
Position 3536: 0.9663991097453086
Position 3782: 0.9354366897619034
Position 3280: 0.47853979233986793
Position 779: 0.1538493745638434
Position 453: 0.09933709774121095
Position 991: 0.028837540183269474
Position 3833: 0.018376968040741598
Position 3554: 0.017020285819746975
Position 782: 0.011280606734195607
Position 3915: 0.009478799068266276
Position 3937: 0.009207641722383598
Position 1021: 0.008314150967098416
Position 3551: 0.00786452350967154
Position 3573: 0.00735135186209801
Position 4207: 0.0063015836221932825
Position 3892: 0.005241106710214943
Position 3213: 0.0049701938785718545
Position 3125: 0.004761544564455145
Position 4075: 0.002295676729069157
Position 1870: 0.001998829819958352
Position 4518: 0.001207307265522356
Position 3953: 0.000533829065520393
Position 3527: 0.0004614638178615675
Position 4373: 0.0004249191568803962
Position 4559: 0.0003195025044757863
Position 4757: 0.0002945425925830406
Position 4440: 0.0002488822780337668
Position 4325: 0.0002070996611653733
Position 3865: 0.0001820041940052376
Position 862: 0.0001819934629810823
Position 545: 0.0001354702322469779
Position 587: 0.00010295522277477609
Position 514: 9.923359832520487e-05
Position 799: 6.272495421510653e-05
Position 4961: 4.7044002797937675e-05
Position 287: 4.547441215013301e-05
Position 63: 3.1997451600599945e-05
Position 493: 3.1610356915909456e-05
Position 386: 1.888753587297659e-05
Position 526: 1.4069271213226025e-05
Position 82: 1.228293548305063e-05
Position 175: 1.1701424342834836e-05
Position 668: 1.1541919328815653e-05
Position 559: 7.549987757948039e-06
Position 389: 7.0142826714891e-06
Position 199: 4.807692244434157e-06
Position 702: 2.9095473251136687e-06
Position 242: 1.7878022081866702e-06
Position 247: 4.3720877204156796e-07
Position 255: 3.8269321627655865e-07
Position 231: 1.6663420081273756e-07
Position 94: 6.842513583841783e-08
Position 179: 5.554415329889405e-08
Position 263: 5.529221220351579e-08
Position 133: 4.227225378274397e-08
Position 157: 2.6877136294373698e-08
Position 406: 8.600309427914314e-10
Position 415: 2.464688553426621e-10
