Gene = Nle
index = 1323
Annotated 5SS: [1033 1442 1624]
Annotated 3SS: [1090 1496 1682]
SMsplice 5SS: [1033 1442 1624]
SMsplice 3SS: [1090 1496 1682]
top_k =  100
Partition function (log Z): 5.422809323408136

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9978202945852523
Position 1033: 0.9917875564509975
Position 1442: 0.980400194581358
Position 1212: 0.03989441121049504
Position 369: 0.006097371690011639
Position 483: 0.004490938881603099
Position 1305: 0.004006881531572421
Position 311: 0.0029379245603272453
Position 825: 0.0027367634511148665
Position 1334: 0.0024310772624339177
Position 542: 0.002411167819105768
Position 205: 0.0014496229249342642
Position 1613: 0.0013063437226746623
Position 1273: 0.0012921843171261383
Position 1309: 0.0012634054449120074
Position 939: 0.0011694388440648348
Position 581: 0.001053197447256828
Position 1024: 0.0009336881572296212
Position 551: 0.000927614366631492
Position 330: 0.0005138007577138036
Position 1450: 0.0004237468114057827
Position 491: 0.0003667548150170034
Position 448: 0.00030926532452302166
Position 634: 0.00030584719088783135
Position 469: 0.0002843554940932384
Position 768: 0.00021673642058207048
Position 532: 0.0002064868067310167
Position 1389: 0.00017114950914228792
Position 20: 0.00016797089753649855
Position 1628: 0.00015420856294622343
Position 996: 0.00015036898129907692
Position 344: 0.00013362509666635592
Position 378: 9.672398628095417e-05
Position 1634: 7.715019342546043e-05
Position 360: 6.21423482550265e-05
Position 1381: 5.3823684164363146e-05
Position 1147: 4.727516167959499e-05
Position 463: 4.483296620515958e-05
Position 420: 4.0904061249736314e-05
Position 1243: 2.5454729067818728e-05
Position 1255: 2.5420827237155825e-05
Position 1246: 1.4421622970341467e-05
Position 1599: 1.4010553074845584e-05
Position 1166: 1.1728231274277776e-05
Position 1589: 8.453750434454382e-07
Position 698: 4.928986472663921e-07
Position 658: 3.841143527870507e-07
Position 1642: 2.6452857838612937e-07
Position 1363: 1.3129812699237929e-08
Position 1338: 1.2893113195694546e-08
Position 342: 7.61899810212756e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.9991666753956668
Position 1496: 0.9962727247498461
Position 1090: 0.9544613432752621
Position 1104: 0.03758210720243471
Position 1278: 0.02468793854325674
Position 867: 0.0096723871384935
Position 439: 0.006497273002565452
Position 1368: 0.005592067227210149
Position 531: 0.0054907654078872265
Position 1305: 0.0016420283946147539
Position 876: 0.0013847918455500846
Position 1076: 0.0012271914865706823
Position 1128: 0.0008107210882122496
Position 1309: 0.0007500964332020776
Position 1510: 0.0005567269274746277
Position 507: 0.0005331332851414537
Position 1503: 0.0005258195751893802
Position 1119: 0.0003940273103550416
Position 1001: 0.0002248822716992433
Position 1516: 0.00018976830476105425
Position 1721: 0.0001848403828464208
Position 74: 0.00016796883833021599
Position 1528: 0.00010666532526222657
Position 356: 0.00010535368816598961
Position 739: 6.295534295182927e-05
Position 1732: 2.2218857890505284e-05
Position 1467: 1.4488934587491972e-05
Position 1740: 2.0800933560159846e-06
Position 1095: 8.008881041750215e-07
Position 1662: 4.4887682203357654e-07
Position 83: 2.0592062826223697e-09
Position 378: 2.0538000184107687e-09
Position 350: 1.7772615143999627e-09
