Gene = mge
index = 1790
Annotated 5SS: [711 928]
Annotated 3SS: [ 891 1399]
SMsplice 5SS: [711 928]
SMsplice 3SS: [ 891 1399]
top_k =  100
Partition function (log Z): -4.886409613745048

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.8513552349820943
Position 175: 0.6252713114209093
Position 928: 0.3700798319683472
Position 1182: 0.11890934425086373
Position 1243: 0.1124423520854264
Position 1153: 0.0413225645335656
Position 47: 0.022596488707094752
Position 41: 0.016674413499845882
Position 1009: 0.012782819607584206
Position 802: 0.005374720536413322
Position 351: 0.0030634537266889996
Position 715: 0.001441745245432134
Position 1640: 0.001308940942583665
Position 75: 0.0012469817803649759
Position 356: 0.00036327416414192257
Position 723: 0.00028924165504452034
Position 250: 0.00018717964134044575
Position 60: 0.00011764389245106135
Position 243: 0.00011634144357647204
Position 226: 8.669505801412798e-05
Position 239: 8.059943220798299e-05
Position 472: 3.8240197891464554e-05
Position 485: 3.5239570921887754e-05
Position 552: 3.2222927124015734e-05
Position 13: 2.7936981901243996e-05
Position 7: 1.2913823894604489e-05
Position 55: 4.5318068738430775e-06
Position 974: 4.23820892205429e-06
Position 206: 2.2097514843203295e-07
Position 155: 1.6736781744881464e-07
Position 105: 3.0528761910058176e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.9018114577936421
Position 1399: 0.6611791797191998
Position 514: 0.13872596879793284
Position 413: 0.09355592335942914
Position 239: 0.06669670053635915
Position 289: 0.055461858886928776
Position 591: 0.03607137197151522
Position 1093: 0.032301522719164984
Position 226: 0.032101368645239825
Position 440: 0.029876404633430043
Position 89: 0.022674730421444602
Position 1347: 0.01739300982139773
Position 137: 0.01409852007358888
Position 525: 0.010477458151903216
Position 1892: 0.009354827857398655
Position 247: 0.008775464296124053
Position 1286: 0.007495246433500437
Position 644: 0.007037792986673305
Position 576: 0.00638254073594971
Position 456: 0.006275669296178411
Position 1313: 0.005951470759573389
Position 768: 0.005498025435452931
Position 567: 0.004272972155569577
Position 1350: 0.003998023787197194
Position 268: 0.003019741218899189
Position 1025: 0.0017000107752952864
Position 292: 0.0006953344932608167
Position 2072: 0.0006624352637562502
Position 492: 0.0006036624782448897
Position 825: 0.0005952595441633386
Position 666: 0.00045436786285701724
Position 822: 5.553065071649721e-05
Position 765: 1.2571526824654558e-05
Position 254: 4.955160941910811e-07
Position 168: 2.358341752420192e-09
