Gene = Spc105R
index = 1511
Annotated 5SS: [  96  261 1059 5450 5965]
Annotated 3SS: [ 156  312 1134 5511 6023]
SMsplice 5SS: [  96  261 1059 1300 5450 5965]
SMsplice 3SS: [ 156  312 1134 5263 5511 6023]
top_k =  100
Partition function (log Z): -0.2354649898498239

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9876030513698363
Position 261: 0.9704957965375768
Position 1059: 0.9631055082128666
Position 1300: 0.940619217908444
Position 5450: 0.8472554475254981
Position 5965: 0.7441149103140524
Position 794: 0.17605433968148684
Position 1348: 0.04761870551468142
Position 6122: 0.015086656843909172
Position 252: 0.010727660711385785
Position 1038: 0.01063475281041123
Position 256: 0.006386425563903426
Position 767: 0.005170546807405463
Position 942: 0.003964242685118923
Position 265: 0.0036285260310513464
Position 270: 0.0022699176040078504
Position 1063: 0.002163287907393206
Position 929: 0.0012048130857663154
Position 91: 0.0007729146952001997
Position 100: 0.0005618959115279901
Position 723: 0.00023526329110337718
Position 719: 0.00016219803342760837
Position 770: 0.00014088822741383961
Position 656: 7.838805062773792e-05
Position 52: 2.0771171471477477e-05
Position 285: 1.09161588622626e-05
Position 236: 4.227401739020072e-06
Position 20: 1.7268521686459355e-06
Position 798: 8.065397766374661e-07
Position 161: 6.247773247995184e-07
Position 166: 4.087910030668568e-07
Position 136: 1.9588122072345823e-07
Position 242: 3.2364272897478744e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1134: 0.9969099297911859
Position 156: 0.9884355375016666
Position 5511: 0.8457806338519175
Position 6023: 0.7656605081194571
Position 312: 0.6602822259173239
Position 4182: 0.3592188488940542
Position 4953: 0.3451059758516457
Position 334: 0.3113105289427605
Position 3725: 0.15568169895322867
Position 863: 0.14018115997840072
Position 5514: 0.08753717585894549
Position 900: 0.026420985887512436
Position 331: 0.01574726032486057
Position 6192: 0.015086656843909172
Position 6047: 0.011767700399453433
Position 5587: 0.0049667271328399775
Position 1104: 0.0014697488768789335
Position 517: 0.001442225943742435
Position 1888: 0.0010714731013176375
Position 1093: 0.0008964844001596035
Position 4416: 0.0008336021173711169
Position 869: 0.0007760039201383163
Position 961: 0.0005738943749287888
Position 1459: 0.00040032794111424943
Position 3530: 0.00038170489611964443
Position 165: 0.00034128737115891725
Position 979: 0.000332669907317414
Position 3533: 0.00033174831361111167
Position 2679: 0.0002962557476706113
Position 1913: 0.00026806749509445543
Position 636: 0.00018609096684743485
Position 1606: 0.00013038421169535758
Position 2069: 6.625976467887151e-05
Position 2194: 5.610488559092043e-05
Position 2130: 5.308372686981026e-05
Position 139: 4.37399855101305e-05
Position 177: 2.834933297085275e-05
Position 474: 1.4281246420569552e-05
Position 225: 4.002203903159999e-06
Position 242: 1.500136395560809e-06
Position 127: 8.565301545497362e-07
Position 236: 5.716217666846541e-07
Position 181: 5.262524802609328e-07
Position 186: 1.8796105026819278e-07
Position 88: 4.865196759333608e-08
