Gene = Cand1
index = 1052
Annotated 5SS: [ 245  694 1042 1286 2705 3997 4206]
Annotated 3SS: [ 309  751 1122 1345 2768 4058 4269]
SMsplice 5SS: [ 245  694 1042 1286 1496 2705 3997 4206]
SMsplice 3SS: [ 309  751 1122 1345 2182 2768 4058 4269]
top_k =  100
Partition function (log Z): 28.97841863909363

Sorted 5' Splice Sites (High to Low Probability):
Position 1042: 0.9998132913784741
Position 4206: 0.9979495410203378
Position 1286: 0.9972747933659594
Position 2705: 0.9958280738549904
Position 694: 0.994816387233982
Position 3997: 0.9944002624372541
Position 245: 0.9797317306042532
Position 1496: 0.5708865714704485
Position 2096: 0.13105213530613594
Position 1447: 0.05545567515742953
Position 92: 0.054398516823090506
Position 1712: 0.04885044235822644
Position 2090: 0.02511248744990157
Position 3639: 0.01929750472915086
Position 2327: 0.01408518702171646
Position 249: 0.010166433237073377
Position 1458: 0.008105357438294528
Position 4383: 0.006802700941017558
Position 4366: 0.005975060327490442
Position 3987: 0.0036656067626355984
Position 2709: 0.0032820551999767824
Position 3540: 0.0027231631378820506
Position 3088: 0.0025187425758804007
Position 1608: 0.002363243610695991
Position 502: 0.001971125980971645
Position 3049: 0.0017902378578358584
Position 4210: 0.0014743826322614767
Position 3261: 0.001365765834781397
Position 4001: 0.0012932501418749377
Position 104: 0.0011645542926132554
Position 4462: 0.0010305994615067754
Position 4413: 0.000851617784658909
Position 517: 0.0005689795609475273
Position 2928: 0.00044892311262291875
Position 3003: 0.00040366270372286844
Position 1293: 0.00032764006336533276
Position 4396: 0.0003107881566538573
Position 15: 0.00029709560295828713
Position 412: 0.0002939839851601645
Position 2923: 0.00028886980837421503
Position 415: 0.00027107407539976087
Position 51: 0.00022587062084586504
Position 649: 0.0002054417084202917
Position 205: 0.0001818728118061615
Position 698: 0.0001713925608677573
Position 604: 0.00016464061929570843
Position 2684: 0.00014112963526402529
Position 4446: 7.190456630582226e-05
Position 1719: 6.906268209400168e-05
Position 1064: 5.1355675414383295e-05
Position 587: 4.614624786100289e-05
Position 214: 4.548535707876351e-05
Position 457: 2.4524482103635805e-05
Position 4106: 2.2795790518345162e-05
Position 183: 1.637280855494612e-05
Position 1046: 1.4348802876141022e-05
Position 3944: 1.3356078575168289e-05
Position 1465: 1.195145033809009e-05
Position 3747: 1.1830858703502243e-05
Position 162: 9.644251516951014e-06
Position 954: 8.5841609347416e-06
Position 1024: 3.7098000101369244e-06
Position 4132: 1.1052846215024358e-06
Position 5: 1.024083010809979e-06
