Gene = Tdrd3
index = 1549
Annotated 5SS: [  91  228 2423]
Annotated 3SS: [ 142  301 2527]
SMsplice 5SS: [  91  228 2423 2807]
SMsplice 3SS: [ 142  301 2527 2868]
top_k =  100
Partition function (log Z): 7.010007959096979

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9940958320527908
Position 91: 0.9885397187849292
Position 2423: 0.9827698174137102
Position 2807: 0.8541643956780868
Position 1218: 0.05100702442243397
Position 366: 0.04279720928849696
Position 1622: 0.009972062878765859
Position 2448: 0.006485235092025741
Position 724: 0.005675796694435619
Position 1922: 0.0049230526465708375
Position 2606: 0.004612989232179432
Position 2462: 0.0034764945469600464
Position 235: 0.0026569014877073117
Position 383: 0.002082297519660062
Position 2456: 0.0019086147311289127
Position 1064: 0.000992620770361301
Position 2826: 0.0005781899684629238
Position 926: 0.0005529739027411871
Position 2433: 0.0004125993576661697
Position 2404: 0.00039867992167094457
Position 1046: 0.0003971029071824896
Position 88: 0.00031252461328940765
Position 2817: 0.00027664349851217325
Position 2427: 0.00021031763536963634
Position 210: 0.00020360857138877262
Position 95: 0.0001531376494488755
Position 232: 0.00014022655052073216
Position 1890: 0.00012163926258015049
Position 2765: 0.00010031802258115633
Position 1381: 9.64553105262596e-05
Position 83: 9.343643715407606e-05
Position 2615: 4.815891751448981e-05
Position 1430: 3.6462482181927704e-05
Position 2745: 3.070750032400213e-05
Position 1953: 2.1147626294217618e-05
Position 1434: 1.4812406613904276e-05
Position 687: 1.450331945946087e-05
Position 2771: 8.653031599554582e-06
Position 21: 1.056322545473792e-07
Position 42: 7.109717822992731e-08
Position 465: 5.192388826695796e-08
Position 28: 4.2340640918029495e-08
Position 143: 4.213334664323325e-08
Position 1599: 3.7277279827932477e-08
Position 598: 3.0261492742062285e-08
Position 198: 2.4971034873885536e-08
Position 110: 7.008293588153779e-09
Position 183: 1.9864390674223156e-09
Position 11: 1.055474116610147e-09
Position 171: 7.208125852049185e-10
Position 264: 6.015320035252619e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.9966161071344674
Position 142: 0.9854449057715287
Position 301: 0.9706488132441575
Position 2868: 0.8553121655589532
Position 1297: 0.09536531715489187
Position 2095: 0.023320001744797415
Position 1684: 0.010040898585200918
Position 2649: 0.005282809538682627
Position 1343: 0.004467021533273046
Position 781: 0.0038489450546469487
Position 180: 0.0024086932863471625
Position 1688: 0.0012755624687275384
Position 848: 0.0010876703345185877
Position 2542: 0.0010460640864313167
Position 415: 0.0008809723354863681
Position 153: 0.0007209171193115845
Position 2698: 0.0004687707829035994
Position 2671: 0.00043379688763386183
Position 382: 0.0004243409644238942
Position 454: 0.0003195945807180905
Position 613: 0.00026720766998817187
Position 753: 0.00016886637986914796
Position 487: 0.0001643529644430139
Position 2674: 8.273244548135834e-05
Position 2677: 6.325822550770617e-05
Position 2536: 5.0638816785503435e-05
Position 2692: 4.4516108407168515e-05
Position 2666: 4.1295134822514505e-05
Position 2713: 3.590492576574525e-05
Position 2719: 2.338997611631733e-05
Position 2468: 1.3082071563540033e-05
Position 190: 1.3070467564503882e-05
Position 155: 6.90263165452115e-07
Position 210: 3.0451765650775845e-07
Position 158: 8.000611273864487e-08
Position 305: 9.650433622668654e-09
Position 194: 5.045454903993744e-09
Position 350: 4.602041222319902e-09
Position 65: 8.852585755057113e-10
Position 83: 2.2393866460290326e-10
