Gene = sunn
index = 1902
Annotated 5SS: [ 111  615  798 1074 1346 1978 2399 2861 3311]
Annotated 3SS: [ 166  688  949 1130 1427 2034 2453 2939 3364]
SMsplice 5SS: [ 615  798 1074 1346 1978 2399 2861 3311]
SMsplice 3SS: [ 688  949 1130 1427 2034 2453 2939 3364]
top_k =  100
Partition function (log Z): 17.26456559395218

Sorted 5' Splice Sites (High to Low Probability):
Position 2399: 0.9963951155534743
Position 1346: 0.9962629443249554
Position 1074: 0.9857200054517821
Position 1978: 0.9790383823456651
Position 615: 0.9210210617904162
Position 2861: 0.8987804774381113
Position 798: 0.8307760998283226
Position 3311: 0.6914247955167014
Position 111: 0.21743884550162268
Position 1750: 0.12478475674558771
Position 2540: 0.10995569997583016
Position 2552: 0.049554360314316155
Position 115: 0.021779284525096365
Position 1606: 0.020997950829707186
Position 2584: 0.02027926822461082
Position 2137: 0.015928176255212395
Position 293: 0.011936893766461518
Position 78: 0.008695065348438984
Position 1650: 0.007927887632849304
Position 151: 0.007469009900387673
Position 469: 0.006485355696135146
Position 802: 0.006144222519902869
Position 1965: 0.005458673228265948
Position 3030: 0.005223134908401016
Position 1537: 0.004996716611581737
Position 100: 0.004634599428957516
Position 1068: 0.004288317724465843
Position 627: 0.0038383767166424066
Position 1928: 0.0036302170076104867
Position 2831: 0.002991850292108701
Position 2308: 0.002676808126365539
Position 1967: 0.0025033316049646046
Position 1000: 0.0024715595647899122
Position 1325: 0.0023608631604505235
Position 1497: 0.0016692372146091513
Position 45: 0.0015868783998133399
Position 2576: 0.0014774682131323438
Position 55: 0.0012612574146810783
Position 613: 0.00112563238834146
Position 2727: 0.0010741372001820493
Position 1754: 0.0007984682970259531
Position 96: 0.0005664420847208662
Position 119: 0.0004575180819705411
Position 431: 0.0003806808918440996
Position 1086: 0.000218540064852808
Position 2141: 0.00021581709519065794
Position 1225: 9.648917522552505e-05
Position 29: 7.745569893306771e-05
Position 145: 6.367669854317924e-05
Position 156: 4.887147735079368e-05
Position 2119: 7.285720123815872e-06
Position 834: 5.980961922316743e-06
Position 2323: 5.43111920923871e-06
Position 2413: 1.367400025683259e-06
Position 1251: 1.1858719643657595e-06
Position 1271: 5.434860326107199e-07
Position 1379: 5.10507346448858e-07
Position 1849: 4.921381826420879e-07
Position 61: 4.7394596303891084e-07
Position 19: 4.726002327935619e-07
Position 132: 2.1528837949059022e-07
Position 1260: 1.7541658323151254e-07
Position 49: 7.203968688657034e-08
Position 130: 3.95834500911736e-08
Position 1263: 3.5555708981052107e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2453: 0.9986514000413619
Position 1130: 0.9984499028918075
Position 2034: 0.9912683491173584
Position 1427: 0.9752891637632386
Position 688: 0.9080102998301469
Position 2939: 0.6507117002520606
Position 949: 0.566703394552092
Position 3364: 0.521392021088068
Position 202: 0.18397266386318836
Position 2659: 0.14604983994289408
Position 1816: 0.13344830992652662
Position 865: 0.11597849406954848
Position 3389: 0.11307927990570106
Position 899: 0.0719744388863095
Position 3165: 0.06332238787461061
Position 166: 0.060857358303916746
Position 956: 0.04500549736264403
Position 3443: 0.043952865670388336
Position 1710: 0.04237482243168571
Position 2996: 0.042032916365565276
Position 3175: 0.04071011969334516
Position 3038: 0.03215368048826567
Position 2964: 0.030821462091148142
Position 695: 0.029868689258541314
Position 3074: 0.022951092650869236
Position 848: 0.021871229863950244
Position 3350: 0.01710632524772352
Position 2211: 0.015822772205329
Position 870: 0.013724692517321557
Position 2673: 0.011923707941749519
Position 3124: 0.00959917786215123
Position 170: 0.00876879318012847
Position 2800: 0.00805208707521093
Position 3619: 0.007537053825053761
Position 2891: 0.006741963857477484
Position 654: 0.005343318557514287
Position 3554: 0.004921707410803356
Position 1692: 0.0033590033816100562
Position 3054: 0.003131496766729847
Position 2698: 0.002745307914753297
Position 2057: 0.0024244795335988992
Position 520: 0.0021431175305101214
Position 529: 0.0012345556031597132
Position 1004: 0.0011652007384555254
Position 1158: 0.000938052222893502
Position 2613: 0.0007875531378540065
Position 2472: 0.0007505757716805564
Position 1435: 0.0006974480748089416
Position 1531: 0.0006833180105811407
Position 250: 0.0006179608177519196
Position 1680: 0.0006156770242390554
Position 468: 0.0005525057640907863
Position 3647: 0.0005418676166854133
Position 2620: 0.0004955774042834496
Position 96: 0.00036939506085774865
Position 2371: 0.00027918388799851344
Position 1140: 0.0002698596639633265
Position 1186: 0.00022620545252093467
Position 304: 0.00015411837708350281
Position 238: 0.00014868874069384449
Position 1271: 0.00011767565750384427
Position 753: 0.00010144221977675473
Position 1101: 1.9681651494402693e-05
