Gene = Piezo
index = 1380
Annotated 5SS: [  446 10137 10468 10836 11195 11396 11626 12325 13734 14001 14617 15325
 15879 16743 16957 18977 19378 19806 20491 20634 21778 22206 23183 23603
 23812 24020 25022 25603 25805]
Annotated 3SS: [ 9942 10202 10527 11067 11275 11462 12102 13499 13802 14056 14705 15385
 15937 16798 18910 19231 19553 20115 20556 21741 22052 23043 23240 23664
 23874 24087 25094 25662 25858]
SMsplice 5SS: [  446 10137 10468 10836 11195 11396 11626 13422 13734 14001 14617 15325
 15879 16743 16957 19378 20491 21778 23183 23603 23812 24020 25022 25603
 25805]
SMsplice 3SS: [ 9942 10202 10527 11067 11275 11462 12921 13499 13802 14056 14705 15385
 15937 16798 18910 20067 20556 23043 23240 23664 23874 24087 25094 25662
 25858]
top_k =  100
Partition function (log Z): 74.90722347927627

Sorted 5' Splice Sites (High to Low Probability):
Position 24020: 0.999998762639399
Position 20491: 0.9999813865741757
Position 23603: 0.9997912169606767
Position 23183: 0.9994587118959039
Position 25022: 0.9988377327394432
Position 23812: 0.9988210724550731
Position 16957: 0.9985914889633019
Position 13734: 0.9978321244645745
Position 14001: 0.9926594684806591
Position 25603: 0.991822098537458
Position 19378: 0.981918131364707
Position 10137: 0.9795271176863445
Position 11626: 0.9719237324666026
Position 11195: 0.9665376005842681
Position 15325: 0.9648044127042943
Position 25805: 0.9605053213556402
Position 16743: 0.9521228616948411
Position 11396: 0.9418674610980639
Position 10468: 0.9334386922147195
Position 21778: 0.9202957217200778
Position 10836: 0.9143552495241943
Position 14617: 0.889228971837022
Position 446: 0.8330280689202588
Position 15879: 0.7666932692801517
Position 22206: 0.39761925923143776
Position 12325: 0.39172418196237174
Position 19806: 0.39055551893219076
Position 13422: 0.38263715849277385
Position 13347: 0.3744795588433259
Position 25373: 0.1908527011472807
Position 22545: 0.17956332488843854
Position 22720: 0.17478943904896094
Position 15851: 0.17354513820572381
Position 211: 0.16697193107970038
Position 18182: 0.16638821348134475
