Gene = stv
index = 1899
Annotated 5SS: [ 942 4829]
Annotated 3SS: [3494 4893]
SMsplice 5SS: [ 414 4829]
SMsplice 3SS: [3491 4893]
top_k =  100
Partition function (log Z): -2.6726020809858806

Sorted 5' Splice Sites (High to Low Probability):
Position 4829: 0.9942962562105151
Position 414: 0.7273742085867412
Position 3595: 0.4899364855364498
Position 942: 0.3154512237096558
Position 5869: 0.08126803507911103
Position 2335: 0.01807690681200983
Position 745: 0.017709918172505754
Position 5887: 0.011593547099963492
Position 55: 0.010612518664463895
Position 5358: 0.008058303354376115
Position 2331: 0.0032061733931432667
Position 1885: 0.002871602609257202
Position 801: 0.0022891001052781903
Position 5004: 0.0019509221975336354
Position 5370: 0.0007544774273951932
Position 5876: 0.0006072291962793592
Position 216: 0.0005218381739408084
Position 389: 0.00040277029547386797
Position 87: 0.0002736840995069247
Position 510: 0.00019577300910284505
Position 617: 0.00017738620274046756
Position 5564: 0.00014114549666015378
Position 626: 0.00012806656335221173
Position 236: 6.505155557311458e-05
Position 5383: 5.639229098858899e-05
Position 25: 4.798086595361793e-05
Position 5203: 3.988928195524564e-05
Position 1032: 2.031635067059603e-05
Position 5048: 1.345048513021522e-05
Position 210: 1.0585811725683539e-05
Position 230: 9.955035660009009e-06
Position 224: 8.040592990697072e-06
Position 79: 7.856860580695929e-06
Position 238: 3.6555153085213077e-06
Position 37: 2.0111884350501443e-06
Position 39: 1.408130280747964e-06
Position 527: 9.246253572937937e-07
Position 47: 5.970244821303334e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4893: 0.999627315505928
Position 3491: 0.8287428948363035
Position 4652: 0.3369436256619648
Position 3494: 0.16954247981742288
Position 3672: 0.12744181197482954
Position 5960: 0.09407439606281824
Position 579: 0.050135506959407175
Position 470: 0.01633880360421282
Position 3920: 0.011160779015018864
Position 3801: 0.010454581717025945
Position 1586: 0.008153421495305476
Position 1977: 0.005819145161934861
Position 2140: 0.005135113781825901
Position 5438: 0.004248273640298887
Position 1380: 0.0024018928674218
Position 5428: 0.0019997038624248406
Position 1980: 0.0016467473264424558
Position 692: 0.001491582557261535
Position 129: 0.0014719187775344843
Position 5748: 0.00141131312593403
Position 290: 0.0011391168104171018
Position 874: 0.0011371368762224687
Position 5065: 0.0010937163799178008
Position 2108: 0.0009983621814798147
Position 609: 0.0009460734467954991
Position 5102: 0.0007800612299684108
Position 602: 0.0007573035426038186
Position 676: 0.0005747622005672407
Position 162: 0.000543723061563853
Position 797: 0.00047477262351620523
Position 5793: 0.0003657648604303342
Position 4903: 0.00031925321847056594
Position 445: 0.00030417067967899677
Position 5796: 0.00017574786855979426
Position 5617: 0.00014114549666015378
Position 5441: 7.587254103903605e-05
Position 5547: 4.996115440045001e-05
Position 5275: 3.988928195524564e-05
Position 5401: 2.7546404985866582e-05
