Gene = holn1
index = 1730
Annotated 5SS: [195 447]
Annotated 3SS: [253 511]
SMsplice 5SS: [195 447]
SMsplice 3SS: [253 511]
top_k =  100
Partition function (log Z): 2.24682640956077

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9988678776748802
Position 447: 0.9848362493557338
Position 681: 0.13161677034440736
Position 22: 0.023536309653816822
Position 422: 0.006160181109401969
Position 441: 0.0046660503878973286
Position 832: 0.0020882777683162985
Position 1114: 0.0018859370313933563
Position 324: 0.0013627885020935373
Position 629: 0.00037557425367072873
Position 1106: 0.00036502809900590465
Position 209: 7.04739168965736e-06
Position 127: 6.229439894114151e-06
Position 907: 1.0667939020959557e-06
Position 318: 5.963628940545055e-07
Position 471: 2.8938310712425466e-07
Position 297: 2.819764182766622e-07
Position 379: 1.8982557676236774e-07
Position 67: 9.35943335871427e-08
Position 38: 4.9954807671213916e-08
Position 72: 4.942268257627088e-09
Position 79: 4.411790898059374e-09
Position 306: 2.1722333917054303e-10
Position 225: 2.508247821715765e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 253: 0.9982820311234779
Position 511: 0.9815941942468409
Position 914: 0.057585279161229165
Position 757: 0.02234124657915075
Position 67: 0.022067683821158826
Position 751: 0.015355825122989662
Position 523: 0.012720488009798185
Position 1174: 0.00909082810765032
Position 769: 0.006154073072249128
Position 826: 0.006097676061837413
Position 992: 0.005557139775477279
Position 730: 0.004239203632930553
Position 802: 0.004024200925033734
Position 932: 0.001669583408896955
Position 494: 0.0012297093713814994
Position 712: 0.0011078969795812342
Position 1266: 0.0007569326414431917
Position 104: 0.0007112711753631591
Position 869: 0.0006317565628613016
Position 1277: 0.0005423066337426396
Position 1078: 0.0004536716232729036
Position 344: 0.00043261771757827636
Position 724: 0.00042084398475782656
Position 966: 0.0004077235740516769
Position 271: 0.0003975251542126143
Position 890: 0.0003697746168046727
Position 79: 0.0003121626260418527
Position 1021: 0.0002757934550978454
Position 526: 0.00027238598749755664
Position 778: 0.00018308436270435285
Position 1264: 0.00013041738815912303
Position 401: 9.515959735832833e-05
Position 108: 6.881179369994403e-05
Position 123: 6.801710403719636e-05
Position 147: 3.478712322378264e-05
Position 398: 2.934844194222503e-05
Position 281: 2.013938764450926e-05
Position 323: 1.1988259095775992e-05
Position 375: 1.1834480145203186e-05
Position 548: 6.901687188995465e-06
Position 115: 4.3312833550071644e-06
Position 127: 2.530309444904769e-06
Position 574: 2.4803183063434375e-06
Position 348: 1.1410527276263899e-06
Position 435: 8.270411024386613e-07
Position 290: 6.242955207765287e-07
Position 571: 5.923439849630567e-07
Position 172: 5.450029065460269e-07
Position 135: 5.40867348142924e-07
Position 577: 4.5304932520495046e-07
Position 293: 3.2205407773479766e-07
Position 174: 9.459681278868919e-08
Position 133: 7.913336684074208e-08
Position 98: 2.1666839230193257e-08
Position 554: 6.627453107954684e-10
Position 194: 2.1556989218014247e-11
