Gene = Tig
index = 1561
Annotated 5SS: [ 183 1051 4625 5653 7754]
Annotated 3SS: [ 789 1358 4692 5725 7811]
SMsplice 5SS: [ 183 1051 2198 4625 5653 7754]
SMsplice 3SS: [ 789 1358 4330 4692 5725 7811]
top_k =  100
Partition function (log Z): 10.546186657026292

Sorted 5' Splice Sites (High to Low Probability):
Position 5653: 0.9983656227507931
Position 1051: 0.9961597126946788
Position 4625: 0.9881310063881726
Position 2198: 0.9191464579070703
Position 7754: 0.868155453887937
Position 183: 0.855228987168206
Position 7914: 0.12039045313740282
Position 65: 0.0954115944118103
Position 7932: 0.04428097754143073
Position 703: 0.02383124985043027
Position 1559: 0.01947815303297282
Position 2391: 0.015270657856720722
Position 6895: 0.006645446676897748
Position 231: 0.005619666184407992
Position 6939: 0.005113159083603385
Position 6648: 0.003739224386677137
Position 74: 0.003351701527133999
Position 1288: 0.0028072058247688033
Position 518: 0.0027470297799651973
Position 171: 0.0025592078618899856
Position 4902: 0.002506995590788073
Position 83: 0.0023972127178191025
Position 7877: 0.002352826647172256
Position 7157: 0.002340545366260628
Position 963: 0.001771345620522759
Position 7911: 0.0016823978937861104
Position 4777: 0.00165768054524307
Position 6194: 0.001545224728304364
Position 5641: 0.0014620128956201299
Position 227: 0.0014009129339999232
Position 1136: 0.0011227751429433762
Position 5243: 0.0010680853935173913
Position 7918: 0.001024888672416173
Position 6605: 0.0009725006398607405
Position 6315: 0.0009192161593233617
Position 511: 0.0008871085323296334
Position 6522: 0.000886664240820663
Position 5791: 0.0008575866501437243
Position 6321: 0.0008412128728066003
Position 630: 0.0008199060361526339
Position 470: 0.0005807681842759189
Position 148: 0.0005301181732476221
Position 1188: 0.00045123825260160393
Position 146: 0.00044647187979616
Position 5816: 0.0004379105333876098
Position 604: 0.0004045558695295151
Position 6199: 0.00036431021942984556
Position 396: 0.0003267502066381749
Position 8069: 0.00031029557642707543
Position 132: 0.0002846909229262444
Position 187: 0.00025658127212070827
Position 137: 0.00025112580627930904
Position 1607: 0.0002270343116784549
Position 747: 0.0002017211523669211
Position 38: 0.0001755129411293648
Position 5182: 0.0001752118255698099
Position 347: 0.00017239045328412716
Position 4768: 0.0001414106337785398
Position 130: 0.00013932106552876878
