Gene = fok
index = 1704
Annotated 5SS: [493]
Annotated 3SS: [2054]
SMsplice 5SS: [493]
SMsplice 3SS: [5597]
top_k =  100
Partition function (log Z): -8.559461584118512

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.8282409801555183
Position 1996: 0.5715591089745365
Position 2284: 0.5293881304072813
Position 1656: 0.4994945749340646
Position 2282: 0.17219585196172507
Position 1243: 0.08348615993507366
Position 1947: 0.06463221749695891
Position 758: 0.06212591447078801
Position 3136: 0.05890855081489736
Position 3589: 0.04549798678650131
Position 433: 0.00948847817335861
Position 925: 0.0026273380677844286
Position 1677: 0.002578791904019042
Position 1020: 0.0016608358275834922
Position 2394: 0.0009131520319812155
Position 996: 0.0004483445891382366
Position 147: 9.945145369547991e-05
Position 1247: 9.459658591621018e-05
Position 125: 7.9431929758991e-05
Position 198: 4.998549453076178e-05
Position 932: 4.5942591985485454e-05
Position 111: 4.289296386462346e-05
Position 164: 2.489035259204522e-05
Position 128: 5.172399481940652e-06
Position 281: 1.6549736997468502e-06
Position 94: 3.081585764430849e-07
Position 7: 8.069767441223984e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2054: 0.8213571345518179
Position 5597: 0.7930886658023245
Position 1813: 0.486695210856341
Position 1481: 0.27417293251875247
Position 1798: 0.163953473474132
Position 3206: 0.09190488619398456
Position 993: 0.056043375246872036
Position 2654: 0.054590253632788646
Position 1084: 0.04212690689709124
Position 1581: 0.03691841395061159
Position 1456: 0.02192185686794699
Position 1173: 0.01658790547424668
Position 2627: 0.01347526475887972
Position 1319: 0.013117970093108805
Position 1384: 0.010353304339490362
Position 1122: 0.007922142066604783
Position 2355: 0.005151664605192742
Position 1759: 0.00390608279850121
Position 1284: 0.003370362184082534
Position 3054: 0.0032064868925881103
Position 1465: 0.0031331939852081827
Position 1774: 0.0030966003514744525
Position 1534: 0.0021576336331747777
Position 3674: 0.0020813214899208315
Position 1497: 0.001745238732416039
Position 816: 0.0005176645648856738
Position 1431: 0.00039658739426761454
Position 328: 0.0003038684238744441
Position 891: 0.00014355855012518289
Position 689: 9.540833068089326e-05
Position 715: 4.783929441223826e-05
Position 844: 4.7828698509793027e-05
Position 1301: 4.7457262401142796e-05
Position 995: 7.151720630181435e-06
Position 720: 5.178495643099053e-06
