Gene = lt
index = 1760
Annotated 5SS: [  131   313   536   704  1125  2971 14048 14511 14746 15040 15219]
Annotated 3SS: [  186   364   585   770  2642 13978 14108 14558 14799 15091 15277]
SMsplice 5SS: [  536   704  1125  2971 17656]
SMsplice 3SS: [  585   770  2642 17543 17713]
top_k =  100
Partition function (log Z): -15.235002954508918

Sorted 5' Splice Sites (High to Low Probability):
Position 704: 0.9927775727121699
Position 536: 0.9879166977752398
Position 2971: 0.8591049719919207
Position 1125: 0.7975545217160656
Position 313: 0.2159569551515842
Position 1625: 0.15728705507721394
Position 3790: 0.0658257150438194
Position 131: 0.06530530076256379
Position 1310: 0.045714408684254214
Position 29: 0.04251562197970366
Position 1325: 0.031216693785858462
Position 2493: 0.027618203452371978
Position 3774: 0.024801061882593053
Position 1129: 0.02432772189811031
Position 23: 0.011417844698405644
Position 1669: 0.010995311807652251
Position 315: 0.010848961259878062
Position 1163: 0.005744742302381693
Position 952: 0.004551149140734693
Position 293: 0.004407195368019855
Position 700: 0.003932926907177992
Position 126: 0.003789433791353361
Position 301: 0.0035398916494560747
Position 708: 0.0026641160601092416
Position 1153: 0.002529005611522332
Position 505: 0.0023093592299054874
Position 353: 0.0018712131839468745
Position 1398: 0.0002947625428052451
Position 237: 0.00028958119092790285
Position 697: 0.00025827026276845923
Position 339: 0.0002490363816759269
Position 129: 0.0002188596983282761
Position 112: 8.601180774445177e-05
Position 90: 6.932452869949746e-05
Position 58: 6.193197154404925e-05
Position 7: 6.025937987249525e-05
Position 959: 3.739489526344303e-05
Position 1134: 2.82310146679945e-05
Position 66: 5.157028930055054e-06
Position 140: 4.9613881273674305e-06
Position 69: 7.457817692627451e-07
Position 56: 3.5905433815506726e-07
Position 652: 3.485474919750326e-08
Position 220: 1.500289706260948e-08
Position 540: 1.319133940290252e-08
Position 245: 1.2550821899266809e-08
Position 473: 1.2298871975594692e-08
Position 488: 2.201657696185718e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.999995119476355
Position 2642: 0.9559280731031615
Position 585: 0.9187667877020125
Position 6553: 0.3373478498750302
Position 3907: 0.27219791024537854
Position 364: 0.21921556895960576
Position 186: 0.10743885260460995
Position 4092: 0.07740535985340727
Position 5336: 0.07252654283231706
Position 608: 0.0704664298342773
Position 3541: 0.06254211132912368
Position 1227: 0.061854066370554885
Position 5266: 0.05526069579838891
Position 2375: 0.036457707601821814
Position 3128: 0.026673182029871713
Position 3597: 0.022048070611276466
Position 1465: 0.015418083928415677
Position 3947: 0.013725492140742519
Position 81: 0.012372093537265897
Position 3108: 0.012061342926418347
Position 3053: 0.010567455575016973
Position 416: 0.010328784976663457
Position 1239: 0.008128593739056219
Position 2160: 0.0074988370776263615
Position 441: 0.006255202780149143
Position 1366: 0.005054560633052098
Position 1525: 0.0045571275463063745
Position 626: 0.001904223648911502
Position 389: 0.0017315034363001981
Position 651: 0.0007595457135861256
Position 126: 0.00032608125780611937
Position 2489: 0.00030806738037400733
Position 425: 0.00025092830329062984
Position 632: 0.00024116495973984162
Position 447: 0.00022911445375424692
Position 110: 0.00012527006130098203
Position 296: 8.011232367716333e-05
Position 491: 6.821973628352709e-05
Position 1040: 2.5196785941219912e-05
Position 1179: 2.512498589528986e-05
Position 1015: 1.0002268679565496e-05
Position 1172: 9.496209382535519e-06
Position 203: 2.643531773626273e-06
Position 52: 2.9607754476191362e-08
