Gene = ref(2)P
index = 1855
Annotated 5SS: [ 521 2634]
Annotated 3SS: [1151 2688]
SMsplice 5SS: [ 521 2634]
SMsplice 3SS: [1151 2688]
top_k =  100
Partition function (log Z): -3.6706267950978795

Sorted 5' Splice Sites (High to Low Probability):
Position 2634: 0.9980587698109744
Position 521: 0.8978532711639272
Position 1402: 0.11008646596853865
Position 1847: 0.055240819996051724
Position 2805: 0.048205213147584934
Position 502: 0.04638978939152509
Position 263: 0.027192047254196893
Position 2814: 0.023136032246122557
Position 624: 0.014466544721428682
Position 1503: 0.006185917053936913
Position 980: 0.005353678107732279
Position 1075: 0.004734636875624334
Position 2867: 0.002685371342995296
Position 549: 0.002568526374638261
Position 318: 0.0021451630048660592
Position 840: 0.0019091054621745577
Position 82: 0.0018382194990557155
Position 2771: 0.0014917902243359999
Position 1032: 0.0013115140636160256
Position 282: 0.000913344231835585
Position 142: 0.0008306326760491158
Position 2534: 0.00034410542209466997
Position 2775: 0.0003321544137406529
Position 630: 0.00013212091409266685
Position 555: 0.00013103097272298788
Position 821: 0.00011677729567386217
Position 210: 9.583128206938922e-05
Position 174: 5.355545136916156e-05
Position 133: 3.457104251069469e-05
Position 240: 3.0542095674780795e-05
Position 213: 2.2980788228229134e-05
Position 60: 5.34947617636631e-06
Position 322: 4.599572734094979e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.9781577128402009
Position 1151: 0.7509266124965517
Position 1948: 0.11689270965901388
Position 1013: 0.10100939610863036
Position 2885: 0.07131724128948597
Position 2422: 0.04389776162243829
Position 1582: 0.027936056404026702
Position 2001: 0.025047786709663282
Position 318: 0.020945242527561494
Position 2737: 0.01885226023895138
Position 1909: 0.01528157682448833
Position 1237: 0.012698369291283032
Position 1526: 0.012628635022917587
Position 1435: 0.009348635082572741
Position 334: 0.007953106826535094
Position 711: 0.006464789681896052
Position 1922: 0.0057097688004964205
Position 2922: 0.0051881263854026425
Position 575: 0.005028447328165393
Position 1198: 0.0048024059599003285
Position 1178: 0.004280841675616135
Position 381: 0.002901716680904522
Position 1049: 0.0017216529379636375
Position 809: 0.0011426385134203495
Position 669: 0.0007242198899881536
Position 1066: 0.0006675833975815403
Position 980: 0.0005894001833242615
Position 2822: 0.00037480886706332643
Position 745: 0.00029929132226876786
Position 604: 0.0002922591572709676
Position 2934: 0.00021776984416517232
Position 2900: 0.00019630553920552043
Position 3061: 0.00015736100261389685
Position 165: 0.00010504617345368155
Position 477: 4.611695889488591e-05
Position 360: 4.105373726458387e-05
Position 1213: 3.69769667642672e-05
Position 2376: 1.59351555773448e-05
Position 126: 2.70925452966208e-06
Position 432: 7.546889303414192e-08
Position 142: 6.751735314592613e-08
