Gene = MFS3
index = 1267
Annotated 5SS: [ 210 3272 3625]
Annotated 3SS: [2242 3337 3691]
SMsplice 5SS: [ 210 3272 3625]
SMsplice 3SS: [2242 3337 3691]
top_k =  100
Partition function (log Z): 2.6972155965845657

Sorted 5' Splice Sites (High to Low Probability):
Position 3272: 0.9981177727866557
Position 3625: 0.9870380570779349
Position 210: 0.41923040859147337
Position 686: 0.4114310168902174
Position 373: 0.1842808115837633
Position 305: 0.16750278735755267
Position 2036: 0.15406645650987155
Position 1742: 0.09233380639395097
Position 1796: 0.04695340242039002
Position 1946: 0.043937570962226315
Position 408: 0.021356061779705417
Position 3984: 0.016780171950975104
Position 3581: 0.009081214920581209
Position 1282: 0.008261535937790875
Position 369: 0.006259485681140935
Position 4094: 0.005116686632266567
Position 1805: 0.004873983426228375
Position 309: 0.004731674921125162
Position 404: 0.004597856261980867
Position 521: 0.0035278299406507393
Position 1319: 0.0022157761278601036
Position 412: 0.0021729649347476516
Position 540: 0.0016042651190735584
Position 3304: 0.0013485210133583338
Position 138: 0.0013421805566477467
Position 7: 0.0012214775077776729
Position 3970: 0.0009402718969109962
Position 360: 0.0004357246778587545
Position 344: 0.0004283545169970886
Position 416: 0.0004004347018722267
Position 4003: 0.0003136465965373074
Position 414: 0.00025347939194197354
Position 418: 0.000242094724712392
Position 2607: 0.0001561641097640423
Position 4001: 0.00015379791417431842
Position 363: 0.00014854624641787568
Position 4066: 0.0001248449303302465
Position 4104: 8.128562780502919e-05
Position 4083: 7.932997804651078e-05
Position 70: 6.485722577805008e-05
Position 65: 5.996851539744708e-05
Position 4098: 1.8145846980632002e-05
Position 4043: 1.3755433247207932e-05
Position 182: 2.230452150343279e-06
Position 75: 1.7385248918719265e-06
Position 3601: 1.602408494829071e-06
Position 3450: 1.1971080724650675e-06
Position 3586: 9.861730578629692e-07
Position 3547: 8.392825943637317e-07
Position 3962: 3.139956303184683e-07
Position 3459: 7.638651753393829e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3691: 0.9963507469921727
Position 3337: 0.9937623874034553
Position 2242: 0.9922502911489661
Position 967: 0.14255988104401957
Position 1908: 0.12757379098941962
Position 465: 0.11292503729639881
Position 437: 0.09565313935863372
Position 576: 0.040296476527051886
Position 998: 0.030748094184708433
Position 1830: 0.02782088173195948
Position 4055: 0.017356439162922857
Position 404: 0.011978466446132069
Position 4165: 0.006055216864548717
Position 3342: 0.0031337999925097255
Position 3366: 0.0020717832483568965
Position 359: 0.0010234670437425113
Position 263: 0.0008049214452837876
Position 3400: 0.0003192094055618935
Position 4069: 0.00013082747053530172
Position 539: 7.319728895224456e-05
Position 4024: 5.0369138389113725e-05
Position 4076: 4.589623508508548e-05
Position 112: 3.915287551558357e-05
Position 4181: 3.644112280537516e-05
Position 293: 3.6249482967268654e-05
Position 132: 3.6211826727289494e-05
Position 4094: 3.1817974514432065e-05
Position 115: 3.0506918878247233e-05
Position 138: 2.72504020544982e-05
Position 296: 2.64272483263578e-05
Position 4129: 2.3747059077974895e-05
Position 194: 7.296342512023069e-06
Position 169: 6.490650143171689e-06
Position 161: 6.236598637152694e-06
Position 248: 5.657115175076966e-06
Position 198: 5.15420643764612e-06
Position 122: 4.503709550057467e-06
