Gene = Su(z)12
index = 1531
Annotated 5SS: [ 664  778 1496 2411 3309]
Annotated 3SS: [ 730 1005 1557 2475 4171]
SMsplice 5SS: [ 664  778 1496 2411 3309]
SMsplice 3SS: [ 730 1005 1557 2475 4171]
top_k =  100
Partition function (log Z): 10.997679540244679

Sorted 5' Splice Sites (High to Low Probability):
Position 2411: 0.9998142543964286
Position 1496: 0.9922960767134625
Position 664: 0.9843168439386186
Position 3309: 0.9684396872966473
Position 778: 0.9662986563764301
Position 4104: 0.10416758870633815
Position 1249: 0.09029040041100814
Position 1084: 0.06797154632292077
Position 4749: 0.0249758863959159
Position 91: 0.022262704039548185
Position 4446: 0.01860608029490425
Position 4101: 0.01311550597517104
Position 1948: 0.013002054442234746
Position 1971: 0.00982356846491421
Position 860: 0.0058714402817798324
Position 4005: 0.005470627929797111
Position 1655: 0.003989611741951315
Position 1472: 0.0025707276658624564
Position 1619: 0.0022937908030654453
Position 799: 0.0022698367860436194
Position 87: 0.001819543251969081
Position 2613: 0.00178142102720753
Position 308: 0.0016253078101851246
Position 2905: 0.0012458177914192264
Position 1418: 0.0007276952565296077
Position 2912: 0.00041121248898308763
Position 3640: 0.000379214278771884
Position 2899: 0.00037864998518712947
Position 668: 0.00032823271071875444
Position 2648: 0.00031839105778845133
Position 300: 0.0001948574181283196
Position 130: 0.00019308717831867595
Position 159: 0.00016215493137724965
Position 609: 0.00011906163262706823
Position 2428: 0.00010803544094502042
Position 104: 0.00010652722027612799
Position 23: 8.96331398709382e-05
Position 2848: 6.8103051730702e-05
Position 2390: 6.475907875511904e-05
Position 181: 6.327592342577281e-05
Position 2666: 6.18413019093219e-05
Position 604: 3.782348231373865e-05
Position 412: 3.622228178364868e-05
Position 2623: 2.805284702955254e-05
Position 807: 2.2614872734367512e-05
Position 174: 9.645504887838541e-06
Position 214: 7.434838847672538e-06
Position 505: 5.969106457705549e-06
Position 908: 5.0771056084295085e-06
Position 1126: 4.278850470545751e-06
Position 831: 3.5492779794426233e-06
Position 585: 3.074035160069225e-06
Position 939: 1.9630603939877794e-06
Position 1459: 1.0821503275718948e-07
Position 2401: 6.029253420347304e-08
Position 2603: 1.547669931311664e-08
Position 2387: 8.325591902192343e-09
Position 2213: 2.0356780381413753e-09
Position 962: 8.625900959640531e-10
Position 2075: 7.00882474439215e-10
Position 37: 3.5227587139074637e-10
Position 163: 1.5771631297192054e-10
Position 4: 4.9515979626143114e-11
Position 6: 4.835651457973627e-11
Position 209: 1.424221901575955e-12
Position 221: 1.0760894862789233e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2475: 0.9996889061660379
Position 1557: 0.9928271810027984
Position 730: 0.9702815288392095
Position 1005: 0.8013408243115262
Position 4171: 0.6348609734739454
Position 4180: 0.09681765232296617
Position 1317: 0.08884230690501246
Position 935: 0.0872305317248275
Position 4843: 0.08022618059099412
Position 3941: 0.0782154590186403
Position 3696: 0.06924261681226429
Position 825: 0.0530055788150287
Position 1401: 0.047574101716738995
Position 4818: 0.04329369983447078
Position 5009: 0.038333124980426694
Position 3706: 0.031392221801715234
Position 859: 0.020216839207023423
Position 159: 0.020164218009351607
Position 3693: 0.018613622841985315
Position 2023: 0.0153219343047269
Position 2042: 0.012106453548393663
Position 1173: 0.010256468387990287
Position 1031: 0.00975058377806696
Position 953: 0.00858982996532506
Position 1359: 0.008576951944070614
Position 4706: 0.00807533961416615
Position 5012: 0.0064983901029326795
Position 3729: 0.0053236327463926205
Position 3360: 0.0051705363682628645
Position 4191: 0.003834973821199506
Position 888: 0.003640298063162987
Position 908: 0.003135670532053945
Position 1690: 0.0026950527521377634
Position 3411: 0.0026307870797190056
Position 3484: 0.002612387989608591
Position 1712: 0.002412332324279887
Position 4300: 0.002239045504047854
Position 206: 0.0021843689197609713
Position 3512: 0.0019502076202161161
Position 163: 0.0017435515055947456
Position 366: 0.0017259093690349051
Position 4595: 0.0016050716957162752
Position 2680: 0.0014694849174102308
Position 2981: 0.0013156004224877265
Position 4205: 0.0012380390508033568
Position 3644: 0.001237459352125381
Position 4197: 0.0012107728601943352
Position 741: 0.0011726811324875594
Position 831: 0.0009855810208809473
Position 1823: 0.0009776846927183572
Position 2965: 0.000877091271129146
Position 1933: 0.0007067518366988141
Position 2717: 0.0005473292026576238
Position 3734: 0.0005323953947521694
Position 1781: 0.0003116349041761937
Position 2519: 0.0003109249824877081
Position 1628: 0.0001880726118360012
Position 1574: 0.00016189482973809715
Position 483: 0.00013195159443594464
Position 249: 0.00011450604407664574
Position 402: 9.948298077832892e-05
Position 271: 9.100031244934083e-05
Position 2969: 8.399921426958605e-05
Position 212: 7.284532598086235e-05
Position 732: 6.869205984031448e-05
Position 416: 3.0076077868875195e-05
Position 221: 2.219452099131271e-05
Position 95: 1.699206790305847e-05
Position 653: 9.834955518668586e-06
Position 274: 8.49290359738621e-06
Position 181: 7.649074756086652e-06
Position 962: 6.492664563912454e-06
Position 130: 3.7597460466824732e-06
Position 842: 8.984047273246343e-07
