Gene = Srpk79D
index = 1523
Annotated 5SS: [4747 5060 5575 5952 6333 7799 8848]
Annotated 3SS: [4837 5122 5628 6173 7246 8576 8918]
SMsplice 5SS: [1454 5060 5575 5952 7799 8848 9165]
SMsplice 3SS: [4837 5122 5628 7693 8576 8918 9217]
top_k =  100
Partition function (log Z): 9.905794135960527

Sorted 5' Splice Sites (High to Low Probability):
Position 5952: 0.9869584286422649
Position 5575: 0.9820433715753996
Position 7799: 0.9812749740819483
Position 8848: 0.9630363821007251
Position 5060: 0.9561416174136896
Position 1454: 0.9278512015271325
Position 9165: 0.6881651440304786
Position 6333: 0.2053317074529983
Position 5385: 0.17292501867652266
Position 6338: 0.14813707834308126
Position 9634: 0.06935296221761345
Position 9734: 0.06397518196994079
Position 274: 0.04176876900505613
Position 270: 0.038656045147091346
Position 1488: 0.03780534541614722
Position 9648: 0.03613840535166309
Position 9669: 0.03602176008965827
Position 2863: 0.03497488205349231
Position 8815: 0.031422349879585657
Position 2422: 0.025662072215203197
Position 7916: 0.02228018597055598
Position 9404: 0.017469578178417582
Position 9128: 0.014711712061962182
Position 9106: 0.01286663052131301
Position 6360: 0.009399732783536426
Position 266: 0.0051004332002821074
Position 5336: 0.004620244899636679
Position 278: 0.00373644444353908
Position 5284: 0.0035780458239079082
Position 99: 0.0035026310578991555
Position 9091: 0.0032407272401339137
Position 3227: 0.0030871656351665086
Position 90: 0.002786923721811718
Position 5349: 0.002506194260219307
Position 6058: 0.002414897385833002
Position 39: 0.0022722975872504505
Position 9839: 0.0022488178695857022
Position 1915: 0.0020104908804356517
Position 2456: 0.0018985722771515201
Position 1720: 0.0018859231370437362
Position 2290: 0.0017645248090725771
Position 256: 0.0016916809349762638
Position 1875: 0.001689226236205011
Position 1446: 0.001627725230209342
Position 1450: 0.0015732160274113736
Position 2217: 0.0011235362055964856
Position 5570: 0.0007403358225373385
Position 5004: 0.0006048774097729712
Position 8980: 0.0004692449659055763
Position 2027: 0.0003249357903102918
Position 8183: 0.0002959811786387003
Position 9110: 0.0001762981706397672
Position 319: 0.00015582593628798123
Position 9088: 0.0001538484527874104
Position 268: 0.00013000858549597948
Position 5544: 0.00011618589518550313
Position 5654: 8.713293836684524e-05
Position 1958: 6.686686417029528e-05
Position 4951: 5.80040713952282e-05
Position 5277: 4.957492408367034e-05
Position 1039: 1.2161006462107319e-05
Position 1458: 1.468605937613213e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4837: 0.9994706740587562
Position 5628: 0.9937743439799547
Position 8918: 0.9908102009418377
Position 5122: 0.9390814318511896
Position 7693: 0.908020475644715
Position 9217: 0.6888523805721388
Position 6173: 0.33813635180977036
Position 8576: 0.3007147864895749
Position 7989: 0.16913230914813507
Position 8046: 0.14685505427588827
Position 9765: 0.14625243477515396
Position 8290: 0.1199747365703998
Position 9864: 0.08682474638600851
Position 7881: 0.0813817904301623
Position 5434: 0.07737647114898104
Position 8179: 0.06442093082709945
Position 5465: 0.06205380851929203
Position 2121: 0.04778738939108824
Position 7851: 0.04372380064055523
Position 7272: 0.04088315702293113
Position 8269: 0.03173863916283121
Position 8432: 0.026644692277919685
Position 6887: 0.018457653563087473
Position 361: 0.016876116542833233
Position 6993: 0.016032984831730858
Position 5405: 0.01523959881186273
Position 7018: 0.014700152941622913
Position 7935: 0.01372313338888298
Position 5443: 0.013663935902640457
Position 1333: 0.013572945420192517
Position 1298: 0.012013381550197755
Position 6195: 0.011854797701042925
Position 9812: 0.011809167667720069
Position 393: 0.009820017899520797
Position 8922: 0.009127587754013856
Position 9790: 0.009064975153642511
Position 1581: 0.008996243729337411
Position 2526: 0.008174584434723344
Position 5124: 0.00636989827380978
Position 5175: 0.0063668541925822894
Position 150: 0.005273731757017498
Position 2001: 0.00470784409877562
Position 1301: 0.004274232036935074
Position 5438: 0.004228077346737167
Position 6006: 0.0037380722656934202
Position 418: 0.002797911926651457
Position 1046: 0.0027592566497155577
Position 5632: 0.002649297958587901
Position 2042: 0.0025594754976615837
Position 9893: 0.0022488178695857022
Position 2753: 0.0014386697560926731
Position 1002: 0.0012603359726566085
Position 5716: 0.0010544506022483
Position 5516: 0.0008468197229069506
Position 5129: 0.0007307468751049539
Position 2327: 0.0007016014021481585
Position 6543: 0.00037138795149516753
Position 6224: 0.00018415537519462448
Position 5996: 0.00018226178358527197
Position 5575: 0.00010520397995243829
Position 1840: 9.937299061269276e-05
Position 5648: 3.9783184644888506e-05
Position 6830: 3.9658583923462695e-05
Position 5722: 3.638399081818385e-05
Position 5645: 2.3558443574643732e-05
Position 2268: 2.3014803407817972e-05
Position 1101: 1.2161006462107319e-05
Position 955: 5.486879938533017e-06
Position 408: 3.769328504341768e-06
Position 331: 2.8304623626530322e-06
