Gene = bib
index = 1628
Annotated 5SS: [ 502 2311 3083 7818]
Annotated 3SS: [2143 2955 7609 8621]
SMsplice 5SS: [ 502 2311 3083 7818]
SMsplice 3SS: [2143 2955 7609 8621]
top_k =  100
Partition function (log Z): 4.337575277783302

Sorted 5' Splice Sites (High to Low Probability):
Position 502: 0.9994541583443344
Position 2311: 0.9933031896621113
Position 3083: 0.9900177464724321
Position 7818: 0.9882529202829294
Position 7120: 0.16934679241167389
Position 3696: 0.06460823102373672
Position 3762: 0.05312562129432979
Position 8941: 0.02858802044594194
Position 8030: 0.021953223449114954
Position 7325: 0.01679477880820469
Position 8040: 0.013697515446488485
Position 4251: 0.009608806384678452
Position 9047: 0.00876043501890596
Position 8995: 0.008150183444437686
Position 9146: 0.005012566452735101
Position 4446: 0.0034668051841631013
Position 864: 0.0028213859852658204
Position 8979: 0.002579109830129784
Position 6192: 0.002449771032673042
Position 1396: 0.0022292890943953407
Position 9071: 0.001939452648469852
Position 1951: 0.0019279264688764777
Position 8738: 0.0015743548068586888
Position 8712: 0.0014046142167126084
Position 1042: 0.0010790113634616817
Position 95: 0.0010305129539806177
Position 181: 0.0008404949629907417
Position 1245: 0.0007870552634617498
Position 8235: 0.0007475127702554082
Position 3149: 0.0007445819218243221
Position 76: 0.0006373506204365831
Position 1902: 0.0005684195515404034
Position 2700: 0.00048292263416271794
Position 2601: 0.00048019192374732883
Position 1878: 0.0004793079134949111
Position 127: 0.0003806947939174825
Position 1534: 0.00023089077288388025
Position 120: 0.0001872707230860813
Position 89: 0.00015814631618527562
Position 941: 0.00012401625654154228
Position 1313: 0.00012337818594258075
Position 191: 6.655836280731088e-05
Position 33: 3.890117158343563e-05
Position 393: 3.8497436740583905e-05
Position 83: 2.7301172818587916e-05
Position 172: 1.3958703155498255e-05
Position 185: 1.377193120432078e-05
Position 67: 1.1066255729862078e-05
Position 170: 5.935750794191454e-06
Position 1062: 5.100787465885379e-06
Position 139: 2.6726690362209004e-06
Position 762: 1.9432564160151115e-06
Position 769: 1.1056486273197144e-06
Position 743: 1.0275046846777402e-07
Position 245: 2.7158171969088515e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7609: 0.9885218942535666
Position 2143: 0.9645853046925087
Position 2955: 0.9352779403193118
Position 8621: 0.8306236311097839
Position 6961: 0.17019449676066736
Position 9308: 0.14235380920458268
Position 3504: 0.08367736445065485
Position 2807: 0.03480215196356521
Position 10827: 0.03057899026686154
Position 7863: 0.03037726035969358
Position 3747: 0.020339720984237628
Position 7005: 0.016443910106249068
Position 7876: 0.01204736369768775
Position 1164: 0.011643260550597499
Position 8580: 0.011161661113646847
Position 2054: 0.011103635584561318
Position 3415: 0.009430028029493345
Position 2997: 0.009157083661478235
Position 7631: 0.008839279306041392
Position 8446: 0.008555425671042179
Position 4183: 0.006647913090575369
Position 1202: 0.006620976059584792
Position 10805: 0.004399738387168439
Position 3323: 0.004394230266787764
Position 7999: 0.004359019628654089
Position 7905: 0.002895313662800968
Position 2862: 0.002769533556606575
Position 8403: 0.002688078080537707
Position 1951: 0.0026018106823249396
Position 5933: 0.002449771032673042
