Gene = Cep135
index = 1067
Annotated 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
Annotated 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
SMsplice 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
SMsplice 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
top_k =  100
Partition function (log Z): 35.860623162284924

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9992356077570279
Position 3027: 0.9991581677576998
Position 864: 0.9988067856522768
Position 10091: 0.9917536711420634
Position 2849: 0.987517234891691
Position 1077: 0.9826467713143879
Position 2570: 0.9797867294401772
Position 10915: 0.9615094015114427
Position 359: 0.9572521572862281
Position 9605: 0.86888412960778
Position 10548: 0.771373129314125
Position 9911: 0.7263017290413654
Position 10673: 0.2748215642825593
Position 9865: 0.15438593467796982
Position 3397: 0.10955991784490815
Position 3387: 0.10122628908672694
Position 10934: 0.03798342066548701
Position 455: 0.0285267031283843
Position 1081: 0.013495835622068731
Position 2821: 0.011382537595872192
Position 11137: 0.009874021878393343
Position 10449: 0.008711162339314153
Position 363: 0.008413730910523085
Position 10594: 0.008091624341345059
Position 2574: 0.00746892274271916
Position 10392: 0.0041449370629466015
Position 2301: 0.0030242521261685633
Position 1071: 0.0027960368586521524
Position 10527: 0.0022237553226701254
Position 371: 0.0014076194267495235
Position 10652: 0.0012661159147871132
Position 1309: 0.0011897570109468008
Position 2168: 0.0011892625054244791
Position 413: 0.001117863480586373
Position 3160: 0.00107958019866693
Position 378: 0.0010418700093428185
Position 1343: 0.000907634846551491
Position 10051: 0.0008950042452953704
Position 508: 0.0008250536325639425
Position 11132: 0.0007336045114641527
Position 10365: 0.0007075049077881242
Position 1566: 0.0006977658089673213
Position 1143: 0.0005844527077913415
Position 1407: 0.0005755143646346775
Position 1801: 0.000554338970773728
Position 645: 0.0005170523510249124
Position 1275: 0.00047064120102011586
Position 861: 0.0004616598220898969
Position 871: 0.00046010625618661213
Position 3033: 0.0004034715514103089
Position 217: 0.0003863701648094669
Position 2161: 0.00035717983494836636
Position 239: 0.00035519991543587646
Position 1197: 0.0003079825729563428
Position 10580: 0.0002363145621562727
Position 10610: 0.00022949475790702082
Position 10586: 0.0001483415761475307
Position 341: 0.0001221767613265568
Position 11077: 0.00011758531530457868
Position 2771: 0.00011514129845256742
Position 859: 0.00011189235279685845
Position 393: 8.790212279964112e-05
Position 1028: 7.760619377235756e-05
Position 11176: 7.136411236873883e-05
Position 10080: 4.807689640411616e-05
Position 1147: 4.1792830327669755e-05
Position 3031: 3.135815478355e-05
Position 868: 3.083437222053406e-05
Position 16: 1.0011320163211075e-05
Position 5: 9.774066303284354e-06
Position 11: 7.953071514168817e-06
Position 3047: 6.5159766984462e-06
Position 3076: 4.7317446760189445e-06
Position 10919: 3.5474591056858634e-06
Position 179: 2.9500438790146576e-06
Position 140: 2.0068885921222103e-06
Position 21: 1.422691806589721e-06
Position 45: 7.181899533618691e-07
Position 93: 5.236862706477384e-07
Position 199: 7.756160063213031e-08
Position 1037: 9.63563737974447e-09
Position 107: 6.573290315085123e-09
Position 10895: 5.405326763194236e-09
Position 10928: 5.30457771265017e-09
Position 684: 3.7128434415277734e-09
Position 114: 3.616473296950052e-09
Position 10866: 2.489211100556048e-09
Position 678: 2.1061181799698368e-09
Position 266: 1.094120574594446e-09
Position 116: 2.5039689216957903e-10
Position 464: 6.913987953712484e-11
Position 411: 5.562734359303597e-11
Position 10477: 9.793912642992352e-13
Position 10475: 2.5443824462090423e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 283: 0.9998601463573307
Position 923: 0.9969542575908881
Position 2637: 0.995505526884282
Position 10279: 0.9933357081203229
Position 9756: 0.9920644299533813
Position 2910: 0.9911809126830795
Position 10728: 0.9874510427462843
Position 11007: 0.977448305189093
Position 736: 0.8617436097504654
Position 9478: 0.8225612979780926
Position 1173: 0.7014791406547557
Position 9965: 0.6079897948171851
