Gene = Mon1
index = 1284
Annotated 5SS: [703 919]
Annotated 3SS: [766 972]
SMsplice 5SS: [703 919]
SMsplice 3SS: [766 972]
top_k =  100
Partition function (log Z): 0.5939658345743205

Sorted 5' Splice Sites (High to Low Probability):
Position 703: 0.998756032562
Position 919: 0.9851008554586177
Position 557: 0.3193893432310959
Position 1134: 0.011585476150512542
Position 904: 0.00664008788377298
Position 1191: 0.00280106112232099
Position 1461: 0.002535177224981686
Position 23: 0.0022464836696273567
Position 1265: 0.0013728349958380967
Position 37: 0.0012740532697296885
Position 907: 0.0011194731623320427
Position 1092: 0.0008646404943295825
Position 438: 0.0007120507471448279
Position 246: 0.0006641141831856457
Position 136: 0.0006581889633921388
Position 1739: 0.0005557879327824045
Position 127: 0.00012880447313341132
Position 707: 4.752314276783837e-05
Position 116: 3.0014353086136793e-05
Position 187: 2.1848291896530142e-05
Position 34: 2.162602240926556e-05
Position 540: 1.3795424176029095e-05
Position 542: 4.537969165596894e-06
Position 675: 3.5247084521937775e-06
Position 910: 2.0590744419698894e-06
Position 1148: 6.48860105491879e-07
Position 677: 5.494852034324269e-07
Position 1250: 3.548912392529812e-07
Position 1101: 2.24489013380502e-07
Position 878: 1.5253281338093593e-07
Position 890: 1.0632681401473818e-07
Position 160: 9.738795726077048e-08
Position 349: 5.976704940975649e-08
Position 131: 5.7161093375265696e-08
Position 94: 5.3350142934408045e-08
Position 1094: 1.2937781578761019e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 766: 0.9992133626393142
Position 972: 0.9743998945357836
Position 636: 0.302096610919932
Position 616: 0.017764473518421323
Position 1194: 0.014575919830122717
Position 1460: 0.012680855116139162
Position 1537: 0.0031118345569495585
Position 1054: 0.0028128663085700573
Position 1359: 0.002609536338446917
Position 550: 0.0019407175360634295
Position 82: 0.0015277184011519575
Position 1250: 0.0013164886828265882
Position 94: 0.0007071903050442916
Position 1064: 0.0005167068263477024
Position 1815: 0.000295299983649958
Position 1888: 0.0002604879491324471
Position 119: 0.00021761135562408518
Position 827: 0.00010736536765923
Position 206: 9.199675778907215e-05
Position 663: 8.156878625712972e-05
Position 303: 7.828877574957725e-05
Position 294: 2.730083542954712e-05
Position 685: 2.6505871314959058e-05
Position 208: 2.0529467216573392e-05
Position 660: 2.041905606831909e-05
Position 868: 1.276974359043536e-05
Position 124: 8.270596875966423e-06
Position 246: 8.037652143202854e-06
Position 167: 6.18538903099855e-06
Position 116: 5.536824147991597e-06
Position 477: 4.117613230461768e-06
Position 264: 1.486007369428672e-06
Position 853: 1.4420509416070109e-06
Position 223: 1.1070974404060322e-06
Position 319: 8.515120748952691e-07
Position 904: 3.142185653472634e-07
Position 173: 4.3273992019144816e-08
