Gene = mthl15
index = 1804
Annotated 5SS: [1391 1943 2287 2591 2833 3290]
Annotated 3SS: [1769 2030 2511 2653 2902 3366]
SMsplice 5SS: [1391 1943 2591 2833 3290]
SMsplice 3SS: [1769 2025 2653 2902 3366]
top_k =  100
Partition function (log Z): 10.537891585261859

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9968955675757026
Position 2833: 0.9956300098698708
Position 1943: 0.9940435891801209
Position 3290: 0.9352323613598054
Position 1210: 0.44951144105738716
Position 1391: 0.44210168580514364
Position 3478: 0.39298034607804294
Position 2287: 0.21704208809437958
Position 2307: 0.18946883191037173
Position 779: 0.12008696801534044
Position 2438: 0.0629549161477767
Position 655: 0.05599775585743376
Position 770: 0.024704170447344576
Position 343: 0.02254517561794737
Position 1277: 0.02012853373249405
Position 156: 0.016221234521779634
Position 3519: 0.015207024300103088
Position 3535: 0.014605725388494866
Position 764: 0.013523226681759972
Position 395: 0.013335167413713593
Position 3010: 0.011917187543111092
Position 132: 0.011317636249750733
Position 1184: 0.010547870541768384
Position 352: 0.00899752688603986
Position 3654: 0.008940546930473584
Position 2348: 0.007810511420295021
Position 359: 0.007658843623747616
Position 1284: 0.007354796526043938
Position 449: 0.0065855494385875495
Position 1562: 0.006311785138200152
Position 2291: 0.004478630313930105
Position 892: 0.004206154283422514
Position 1925: 0.003937114344460051
Position 316: 0.003237609640537848
Position 2793: 0.002981171628677183
Position 2468: 0.002892049207155565
Position 3320: 0.0027056913863193035
Position 2145: 0.002613056184666225
Position 350: 0.002488439464309914
Position 1462: 0.002050908267599023
Position 488: 0.0018441146929425278
Position 2406: 0.0016278040050924584
Position 212: 0.0015600088499178601
Position 2420: 0.0012290428551060073
Position 31: 0.001179092684496233
Position 3121: 0.001101020605082424
Position 758: 0.0007466190508868184
Position 38: 0.0007178578962139724
Position 1981: 0.000654866149064897
Position 186: 0.000610726708423714
Position 741: 0.0005324655963465133
Position 3151: 0.00048257534960284825
Position 2997: 0.0002489664577092591
Position 2837: 0.00011377673470988548
Position 3214: 8.234213247276462e-05
Position 3114: 5.622671499222373e-05
Position 117: 3.324691052954751e-05
Position 115: 2.4825562288045054e-05
Position 2708: 8.754179739849416e-06
Position 2093: 7.691467281834464e-06
Position 2825: 8.226423952624912e-07
Position 2831: 4.820440941540364e-07
Position 2815: 2.1664051423319894e-07
Position 2512: 1.996900740038253e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2653: 0.9990560917290676
Position 2025: 0.9576215878305523
Position 1769: 0.953184158219026
Position 3366: 0.9524534414116356
Position 2902: 0.9085155456064702
Position 2511: 0.4510057469200341
Position 3571: 0.213175539131867
Position 3653: 0.14379835541426955
Position 1037: 0.11804837235571514
Position 830: 0.07381718384249072
Position 3626: 0.043718410718457466
Position 1276: 0.03795325198236679
Position 1795: 0.03452324595843312
Position 2406: 0.03163742955880027
Position 3705: 0.0267621479286242
Position 3036: 0.025275315689362053
Position 3081: 0.02357889832935549
Position 2060: 0.023449811017208475
Position 1304: 0.017010466485343833
Position 2920: 0.015577241652267263
Position 2974: 0.014399754362592401
Position 2436: 0.00845553282197493
Position 2209: 0.0066203843701661165
Position 191: 0.005153481454995675
Position 1731: 0.004926430090138609
Position 3530: 0.004477472586919291
Position 1425: 0.004416840908962138
Position 2947: 0.004116605503014253
Position 2030: 0.003749457058072638
Position 2924: 0.0033640897888058494
Position 1353: 0.002164733850464946
Position 3439: 0.001981049120589052
Position 2206: 0.0018304763001748647
Position 989: 0.0017028994607822309
Position 992: 0.0014514763355769449
Position 2365: 0.0013416164201145821
Position 864: 0.0013377288904777081
Position 3177: 0.0009968801609216377
Position 2027: 0.0007671324315415311
Position 2663: 0.0003561505500256039
Position 912: 0.00011803471784278696
Position 3400: 8.325937310775422e-05
Position 406: 5.2645615213466645e-05
Position 2760: 3.7845439426104656e-05
Position 1105: 3.575653264495251e-05
Position 3385: 1.248804712346517e-05
