Gene = Ir21a
index = 1235
Annotated 5SS: [ 409 1227 2162 2413]
Annotated 3SS: [ 944 1281 2219 2467]
SMsplice 5SS: [ 409  814 1227 2413]
SMsplice 3SS: [ 513  944 1281 2467]
top_k =  100
Partition function (log Z): -4.772802752429966

Sorted 5' Splice Sites (High to Low Probability):
Position 1227: 0.7494225238612634
Position 409: 0.6243415950525115
Position 2413: 0.6123946523586947
Position 814: 0.363083974341164
Position 248: 0.35972221421722594
Position 713: 0.2529531433542879
Position 2162: 0.18138691762173795
Position 604: 0.14762816509348928
Position 2172: 0.09443104584070316
Position 2628: 0.04188197363755183
Position 1667: 0.04137965273899528
Position 161: 0.019860266003888155
Position 1345: 0.017160677030524353
Position 259: 0.014628260906190562
Position 233: 0.012252494234877209
Position 1422: 0.011763236559342777
Position 608: 0.010706432002186005
Position 825: 0.010223735867099295
Position 1179: 0.0061253982156735725
Position 300: 0.00573611687856013
Position 626: 0.003098224885663393
Position 1676: 0.002925966280872017
Position 153: 0.0006789891897835175
Position 19: 0.00016639020696422935
Position 143: 0.00011489203229021954
Position 295: 0.00010451741046627916
Position 304: 3.7705121935174894e-05
Position 145: 2.4161031349270437e-05
Position 92: 2.3763219089798823e-05
Position 90: 9.845376326821412e-06
Position 252: 7.701016810829641e-06
Position 324: 2.090990535592134e-06
Position 28: 9.89350294735026e-08
Position 77: 7.10842245341427e-08
Position 6: 2.2652584386256065e-09
Position 194: 3.893580247224176e-10
Position 177: 1.2708011589701085e-10
Position 182: 2.0362344880734053e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 944: 0.898668992088495
Position 1281: 0.7471103628272526
Position 513: 0.689462094222777
Position 2467: 0.6252725083523357
Position 2219: 0.2462154040368813
Position 475: 0.06601758971326166
Position 738: 0.05837820924784497
Position 881: 0.04620294193522507
Position 2708: 0.04188197363755188
Position 1744: 0.03592463024867522
Position 1492: 0.0327988422291705
Position 2529: 0.02340905372562493
Position 214: 0.01936418856008082
Position 322: 0.00979321347451902
Position 394: 0.00940834184380963
Position 282: 0.006988682196861845
Position 1410: 0.006028968111974838
Position 668: 0.005551315609786025
Position 362: 0.004987482439007696
Position 747: 0.003206005968964682
Position 654: 0.003168515646745729
Position 2065: 0.0016966384774857945
Position 1284: 0.001447284520820073
Position 1450: 0.0005200878519049959
Position 324: 0.00037763646032136137
Position 625: 0.00021537724039903534
Position 635: 0.000163895880056296
Position 224: 7.690790861820105e-06
Position 133: 3.613955209265349e-06
Position 279: 3.374703035136883e-06
Position 396: 1.2752711656133887e-06
Position 68: 7.027785568527592e-07
Position 61: 8.738191917460501e-10
Position 90: 4.788843214138369e-10
