Gene = spir
index = 1888
Annotated 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34041
 34452 35026 35293 35673]
Annotated 3SS: [10790 22861 23401 25067 25244 28025 28362 28760 32379 32523 33953 34305
 34686 35088 35358 35730]
SMsplice 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34452
 35026 35293 35673]
SMsplice 3SS: [10790 22861 23401 25067 25247 28025 28362 28760 32379 32523 34305 34686
 35088 35358 35730]
top_k =  100
Partition function (log Z): 65.18754141544514

Sorted 5' Splice Sites (High to Low Probability):
Position 25331: 0.9999976717189277
Position 28894: 0.9999469270736109
Position 32729: 0.99991507319803
Position 25186: 0.9998100794268083
Position 10862: 0.9997697559404287
Position 35673: 0.9997476324555449
Position 32454: 0.9996939155583882
Position 22980: 0.9988751671218753
Position 35293: 0.998737428149712
Position 28157: 0.9979036201925849
Position 1196: 0.9963434844330659
Position 35026: 0.9918803913134938
Position 34452: 0.9863212883248004
Position 28475: 0.935257223067678
Position 23512: 0.9113436978133919
Position 19020: 0.6395223901076785
Position 24558: 0.30765696461826875
Position 23632: 0.28967770430558826
Position 9670: 0.21318750338886613
Position 34041: 0.18620024834955148
Position 3962: 0.12689585540000153
Position 24990: 0.10784820932576684
Position 3166: 0.0874432685240696
Position 27381: 0.07644290548162194
Position 23941: 0.07616035101685426
Position 27870: 0.058425333968802645
Position 24851: 0.0564510213412974
Position 50: 0.044439855698577224
Position 24679: 0.044220865954650676
Position 23315: 0.03766118299244209
Position 36481: 0.035502989382853005
Position 24847: 0.03299954606731249
Position 36000: 0.031541878627942437
Position 2543: 0.030097341915131703
Position 29602: 0.029627372283169986
Position 19302: 0.02350716524750845
Position 23286: 0.021957011386648847
Position 36138: 0.021644387279537217
Position 35985: 0.018784955998659047
Position 19895: 0.0184478526143889
Position 147: 0.0170290894100009
Position 345: 0.016548454366927638
Position 19083: 0.016232215455022507
Position 34066: 0.01612859067283153
Position 492: 0.012885819390089802
Position 34472: 0.01261966313416861
Position 11930: 0.012275869754668859
Position 23324: 0.01133566685161418
Position 30432: 0.009751034841324035
Position 34074: 0.009333423278511487
Position 35947: 0.00919525953921294
Position 30041: 0.008205444671747823
Position 35030: 0.007171899707249964
Position 19719: 0.006451914690437268
Position 864: 0.005893208301313937
Position 12792: 0.005605664399973562
Position 2908: 0.005061226142996586
Position 28479: 0.004105609663996321
Position 225: 0.004088354891938896
Position 26203: 0.003956325617094731
Position 23653: 0.0034236140927642244
Position 391: 0.003310476855568567
Position 28601: 0.003178402345370161
Position 25700: 0.0031657439680882415
Position 2547: 0.0028498570982212583
Position 28453: 0.0026295332287302364
Position 32: 0.0022258611251990096
Position 23761: 0.001724384635817963
Position 2599: 0.001654743540384288
Position 2878: 0.001537271510907207
Position 34802: 0.0014099545386218432
Position 24228: 0.0011950137783775395
Position 65: 0.0011629949233810577
Position 2364: 0.0010658070846447521
Position 22984: 0.001045396530339942
Position 23556: 0.0009611284045843994
