Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  100
Partition function (log Z): -4.649363070763207

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9978948984978298
Position 939: 0.19531874412725272
Position 1047: 0.04073572875853347
Position 167: 0.026508748492773074
Position 489: 0.016886521521278196
Position 34: 0.009284830267052237
Position 439: 0.004670386840820216
Position 444: 0.0019354907407480569
Position 1041: 0.0018410272237121348
Position 14: 0.0017317799359182794
Position 55: 0.0016054656649279828
Position 836: 0.0014145546306923943
Position 1344: 0.0012089979034974915
Position 21: 0.0011321868003785873
Position 603: 0.0007373386478453433
Position 763: 0.0007254410260624778
Position 1038: 0.0006574590056023445
Position 43: 0.0006451930400383708
Position 69: 0.0005439047369762505
Position 293: 0.00028916165064804767
Position 812: 0.00024342038039392165
Position 262: 0.0002376113860446239
Position 496: 0.00022790191565331624
Position 569: 0.00019756747605160685
Position 618: 0.0001957489323548005
Position 72: 0.0001594784842814084
Position 323: 6.939582616996279e-05
Position 849: 5.939319303767744e-05
Position 469: 4.2527768803144134e-05
Position 274: 7.565220898395209e-06
Position 190: 5.440571903338892e-06
Position 196: 4.7113917690662537e-07
Position 251: 1.6154990877909548e-07
Position 298: 1.3317002865619123e-07
Position 363: 3.6544302083608027e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.9774558726154237
Position 1137: 0.15368622384105665
Position 1563: 0.056996681421926945
Position 992: 0.03128665990116202
Position 214: 0.024368056284293452
Position 741: 0.02109426232832386
Position 101: 0.013849879499828712
Position 352: 0.007047645384050853
Position 901: 0.0044590759567988405
Position 904: 0.004381651512246107
Position 1117: 0.0026011547436466135
Position 1608: 0.0019175519862034813
Position 507: 0.0014140944537301254
Position 241: 0.0012628476809518562
Position 1215: 0.0011499451281424804
Position 1361: 0.001071259258223131
Position 1218: 0.0009654501031527499
Position 152: 0.000616338662429593
Position 1247: 0.0005653647577288418
Position 422: 0.0004898829513595912
Position 110: 0.00022794724485989898
Position 72: 0.00013464337854270485
Position 865: 5.983708193167721e-05
Position 69: 5.846103219095636e-05
Position 166: 3.567720408976891e-05
Position 592: 1.2662164318228757e-05
Position 232: 3.440284242206074e-06
Position 262: 1.1454613382268441e-06
Position 127: 9.67859531066838e-07
