Gene = SCAR
index = 1461
Annotated 5SS: [ 299 1935 2210 2942 4341 4657]
Annotated 3SS: [1125 2107 2860 3672 4406 4714]
SMsplice 5SS: [ 197 1935 2942 4341 4657]
SMsplice 3SS: [1125 2860 3672 4406 4714]
top_k =  100
Partition function (log Z): 3.3347044664146366

Sorted 5' Splice Sites (High to Low Probability):
Position 4657: 0.9982915971775806
Position 4341: 0.9916961216579778
Position 197: 0.8690678161668577
Position 1935: 0.8188770870245131
Position 2942: 0.8047318361954133
Position 2581: 0.4191546954912631
Position 2192: 0.1733971999680842
Position 2012: 0.13883156470522978
Position 2206: 0.09236020820490251
Position 2210: 0.061040464103037574
Position 4994: 0.05594847028620126
Position 2664: 0.04330787160679819
Position 2459: 0.02093935381726653
Position 1041: 0.020549242402974427
Position 1033: 0.016639163517769475
Position 442: 0.0161014509353285
Position 2975: 0.012734365933346873
Position 27: 0.008496787277415924
Position 4947: 0.006667360094286957
Position 651: 0.006609467208959818
Position 821: 0.006196021784543842
Position 1463: 0.0061162916965747625
Position 739: 0.0060782729357247356
Position 220: 0.005897179761409078
Position 203: 0.004688983941980023
Position 1030: 0.004106952406009263
Position 393: 0.004058286614353544
Position 1967: 0.0037117972197082878
Position 1454: 0.00357386242835385
Position 603: 0.00312721951443311
Position 733: 0.00307143278841928
Position 826: 0.002937098475875095
Position 299: 0.0028721829125715266
Position 2415: 0.0021720845858098693
Position 185: 0.001977077279367456
Position 154: 0.0018051203463381295
Position 831: 0.0017125838449530873
Position 688: 0.0016969149266172522
Position 1353: 0.001374076059550031
Position 4661: 0.0013542309078817536
Position 215: 0.0013383843143829942
Position 446: 0.0013314240779486318
Position 523: 0.0012069502592560275
Position 655: 0.0010569438872504518
Position 5116: 0.001056384747395136
Position 692: 0.0009743792611306359
Position 504: 0.0008962521628259549
Position 2016: 0.000809946055617373
Position 297: 0.0007361435254767129
Position 618: 0.0007173562925978483
Position 5542: 0.00043664092005194996
Position 494: 0.0004205705049643136
Position 2063: 0.0002826564928606956
Position 13: 0.00020430785722278343
Position 4677: 8.36652832840443e-06
Position 225: 5.4600481440599085e-06
Position 670: 4.862294827716014e-06
Position 314: 4.804622891204795e-06
Position 4740: 4.507316659810058e-06
Position 41: 1.1740483743366838e-06
Position 234: 5.210596072187081e-07
Position 471: 4.852252696365896e-07
Position 29: 1.083701442656524e-07
Position 4573: 1.640068504162372e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4406: 0.996033302949761
Position 4714: 0.9891909740993811
Position 1125: 0.9287428497361839
Position 2860: 0.8851186391786503
Position 3672: 0.5962329153711958
Position 2107: 0.5035340674629128
Position 2251: 0.22622994623927364
Position 3322: 0.14330944388646535
Position 3028: 0.05351917655005839
Position 3066: 0.05317364584707859
Position 2001: 0.04751889498439605
Position 5168: 0.03557148123635435
Position 3051: 0.03541691486884089
Position 5143: 0.019449831576384403
Position 1214: 0.01892048723971154
Position 2545: 0.01837499555245505
Position 1525: 0.014763856944919634
Position 1249: 0.01325394386292555
Position 2484: 0.010577990833259419
Position 2112: 0.008426589838109875
Position 2648: 0.0078364229754082
Position 2267: 0.006865940473121987
Position 4732: 0.005682926434295521
Position 5087: 0.005500322641759671
Position 2501: 0.004912284964909359
Position 2368: 0.004355369818873312
Position 5383: 0.003887807883321132
Position 514: 0.0037027751192538105
Position 1405: 0.003284545470470827
Position 69: 0.002540171170345094
Position 5173: 0.0024358694635530915
Position 350: 0.0013824606316178
Position 336: 0.0009690998646683611
Position 4802: 0.000962043460005655
Position 1246: 0.0008707998498239606
Position 5427: 0.0006496602962580872
Position 2127: 0.0004828628486769158
Position 1315: 0.00047470625479897617
Position 277: 0.00044252574652577613
Position 5606: 0.00043664092005194985
Position 96: 0.00021320102403310097
Position 77: 0.0001439909887016656
Position 280: 4.597697109086506e-05
Position 2941: 1.528050184984829e-05
Position 866: 1.4790063577601312e-05
