Gene = oaf
index = 1828
Annotated 5SS: [ 342 2533 2934]
Annotated 3SS: [2418 2614 3443]
SMsplice 5SS: [ 342 2533 2934]
SMsplice 3SS: [2418 2614 4706]
top_k =  100
Partition function (log Z): -1.9132942362905077

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9944445834203536
Position 2934: 0.9929278459750933
Position 342: 0.5473331265395339
Position 580: 0.07879511955785853
Position 1329: 0.07833160175186418
Position 2275: 0.060859859062330865
Position 1218: 0.05700572110624505
Position 28: 0.038909414424103346
Position 144: 0.03616481191283162
Position 896: 0.03383200459044083
Position 3515: 0.028802503113918985
Position 1020: 0.028615542949518385
Position 222: 0.028154488726696864
Position 4347: 0.021241975648076745
Position 626: 0.014015499241317638
Position 4385: 0.011729838755990955
Position 226: 0.011305722625484573
Position 2793: 0.010337865498283003
Position 1370: 0.008196205720336665
Position 938: 0.006815237907173377
Position 773: 0.006247049136694636
Position 2972: 0.005253698502820751
Position 365: 0.004094015812101653
Position 665: 0.003975024882326376
Position 523: 0.003648039411690747
Position 1348: 0.0036090162282121667
Position 4369: 0.0035609810330063437
Position 1114: 0.0031630352997267914
Position 4204: 0.002869523734821782
Position 1356: 0.0026188430411190075
Position 1212: 0.0023007484315015433
Position 904: 0.002173402511737426
Position 1012: 0.0020711761696084988
Position 709: 0.0018057759024654495
Position 612: 0.001760619534439206
Position 11: 0.0012513721498033136
Position 257: 0.0012214662509056715
Position 266: 0.0011007668558935862
Position 5746: 0.0010288240882868542
Position 632: 0.0008506377476197081
Position 263: 0.0007220743049266061
Position 2537: 0.0007068498014607067
Position 594: 0.0007057207153275695
Position 45: 0.0004959188651208884
Position 2515: 0.0002768911510357208
Position 2959: 0.00010511315154831724
Position 25: 3.831972913261328e-06
Position 35: 5.345939123775682e-07
Position 32: 2.966150469843984e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2418: 0.9982135152954877
Position 2614: 0.9785661124073444
Position 4706: 0.35764251515061485
Position 4761: 0.2545300685694211
Position 3443: 0.11974132964324058
Position 4875: 0.07936925220473091
Position 4669: 0.05032264818537309
Position 2062: 0.041458845541157
Position 4729: 0.03805459468608748
Position 3459: 0.03776830540083853
Position 4108: 0.026570717609303296
Position 692: 0.021595375083828278
Position 4302: 0.018182945846729654
Position 5365: 0.01299037696641631
Position 5569: 0.011872977649547293
Position 2850: 0.011842366155607834
Position 3331: 0.010875785690086256
Position 2617: 0.009362049485111212
Position 4746: 0.008672950341202084
Position 4594: 0.006344187595999982
Position 4635: 0.005166677732170584
Position 3293: 0.0043114587978601675
Position 4932: 0.003998054409088262
Position 4941: 0.0038661296181064495
Position 3235: 0.003766773277181046
Position 5886: 0.003713213451523629
Position 2653: 0.0035795145266872552
Position 870: 0.002948833418552376
Position 1296: 0.00256288046456186
Position 3099: 0.002257596718699688
Position 730: 0.0017409621338800104
Position 414: 0.0016399320568339264
Position 4015: 0.001510525768741297
Position 3115: 0.0014500886062702588
Position 4027: 0.0013984782554281052
Position 4084: 0.001321146197270693
Position 2698: 0.0009467789019059474
Position 1042: 0.00087359859504011
Position 3289: 0.0008588435076511472
Position 2814: 0.000784542310413158
Position 86: 0.0007131473704780885
Position 2860: 0.0006049017549664132
Position 3012: 0.00048099391296279627
Position 3001: 0.00047309608336807525
Position 1517: 0.0002122208328667163
Position 1598: 0.00016249577217215634
Position 2632: 0.0001118403130680041
Position 3250: 5.07797057708056e-06
Position 3188: 3.49415707455131e-06
