Gene = ast
index = 1613
Annotated 5SS: [ 621 1118]
Annotated 3SS: [ 676 1172]
SMsplice 5SS: [ 621 1118]
SMsplice 3SS: [ 676 1172]
top_k =  100
Partition function (log Z): 0.1470848288383631

Sorted 5' Splice Sites (High to Low Probability):
Position 1118: 0.9986138171577724
Position 621: 0.9885281936948495
Position 1296: 0.09521664505178369
Position 1787: 0.07897094011089319
Position 1684: 0.01617802945460507
Position 332: 0.008698772625653649
Position 1232: 0.0070547330469203605
Position 788: 0.006088253269190875
Position 758: 0.005563328642492153
Position 1300: 0.0054847241334407635
Position 1219: 0.0037628665508426845
Position 1580: 0.0036982626684178756
Position 1782: 0.003459902012961954
Position 491: 0.0031960044932102154
Position 590: 0.002963905347742259
Position 1514: 0.0014770725194427731
Position 1200: 0.0014631572654330448
Position 2288: 0.0014183703725113655
Position 1677: 0.001316115182857147
Position 850: 0.0011913258889049109
Position 615: 0.0011376115604209037
Position 387: 0.0009325050504300071
Position 357: 0.0008928754442608486
Position 1482: 0.000885241852125558
Position 1682: 0.0005906848000014306
Position 906: 0.000581572575161692
Position 48: 0.0005545683783022728
Position 822: 0.00024496573647278774
Position 1438: 0.00016028993135935025
Position 585: 0.00013821751862730223
Position 285: 6.003755476770167e-05
Position 33: 4.384454063319302e-05
Position 1097: 3.0482888811026627e-05
Position 203: 1.0877243260494928e-05
Position 1710: 9.087404932170978e-06
Position 1122: 2.7674295764137876e-06
Position 1046: 1.2335628328022725e-06
Position 1235: 6.565943588408042e-07
Position 692: 1.7468503817263208e-07
Position 1180: 1.3225904220350773e-07
Position 632: 5.1736215442664414e-08
Position 270: 1.5354310496921447e-08
Position 875: 7.539065873331035e-09
Position 963: 6.45998995132865e-09
Position 1011: 2.5681968217580646e-09
Position 834: 5.116864460814731e-10
Position 726: 3.152346102884488e-14
Position 171: 2.2169360303718312e-14
Position 267: 9.599560526042886e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1172: 0.9862094967824591
Position 676: 0.9116803166820535
Position 1356: 0.10869122424595994
Position 1852: 0.047097741438200155
Position 688: 0.04030016019762547
Position 691: 0.027091212136201265
Position 963: 0.021426265137864633
Position 2336: 0.021117575145785397
Position 1762: 0.016901046237868027
Position 2092: 0.011527664254328985
Position 1290: 0.009348357726424299
Position 1178: 0.007731653222558848
Position 809: 0.005586736223698721
Position 443: 0.005218161995997146
Position 1680: 0.003098965593992077
Position 395: 0.002366067483953493
Position 647: 0.002312337346947344
Position 2270: 0.0022187002565601547
Position 2023: 0.001999858558903465
Position 1598: 0.0016531343322040964
Position 446: 0.001435848044832518
Position 398: 0.0010630847182867978
Position 1737: 0.0009993953546776958
Position 1552: 0.0008390066710139268
Position 1875: 0.000790005655084101
Position 697: 0.0005371162224159782
Position 549: 0.0003412091668173515
Position 916: 0.000318989156440621
Position 818: 0.00019692011470924515
Position 122: 0.00013777795748944806
Position 109: 8.352723926923161e-05
Position 284: 7.006863800028018e-05
Position 117: 6.512112347541659e-05
Position 711: 3.30275551520151e-05
Position 275: 2.942285248350509e-05
Position 380: 2.561042466276599e-05
Position 703: 1.7866747230075478e-05
Position 143: 1.3585607176466968e-05
Position 503: 1.2873946777772184e-05
Position 532: 1.2540488280885907e-05
Position 490: 1.172062214192611e-05
Position 590: 4.878809840889046e-06
Position 209: 3.7687032664039697e-06
Position 152: 2.2898507564821455e-06
