Gene = LSm-4
index = 1248
Annotated 5SS: [ 375  593 1211 1313 1474]
Annotated 3SS: [ 448  652 1270 1374 1646]
SMsplice 5SS: [ 375  593 1211 1313 1474]
SMsplice 3SS: [ 448  652 1270 1374 1646]
top_k =  100
Partition function (log Z): 10.106130372499416

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9993317456186773
Position 375: 0.9948612581649197
Position 1211: 0.974783574818924
Position 1474: 0.8978259779248963
Position 1313: 0.7516419618937292
Position 1494: 0.032990238461194046
Position 1417: 0.019721486853643923
Position 27: 0.007685738114869007
Position 750: 0.006608087467882411
Position 245: 0.0045451060829807596
Position 1231: 0.003456105905240272
Position 1013: 0.003097077104145317
Position 1579: 0.0030328579122904133
Position 803: 0.001676050921801395
Position 15: 0.0016625786037278976
Position 922: 0.0015539081230599814
Position 1549: 0.0014362368915733475
Position 1504: 0.0012147932301201743
Position 1032: 0.0005782638974648757
Position 1456: 0.0005015872887738988
Position 103: 0.00045250991774803184
Position 597: 0.0003725551557893791
Position 1498: 0.0003709519730486329
Position 395: 0.00036138360252403214
Position 379: 0.00029719474707333866
Position 58: 0.0002853023170900024
Position 168: 0.00022406170815328087
Position 1320: 0.00022235862813174914
Position 844: 0.00013438485738137594
Position 849: 0.00012537176020976427
Position 43: 9.643187203692036e-05
Position 1149: 8.103487229702873e-05
Position 208: 7.98909776108149e-05
Position 1184: 7.011746574365017e-05
Position 740: 6.60228220539224e-05
Position 269: 5.313743417656067e-05
Position 195: 4.98059812607101e-05
Position 31: 4.738096498744102e-05
Position 819: 3.0259531167128893e-05
Position 788: 2.912770904516587e-05
Position 141: 2.906991079192766e-05
Position 201: 2.3456048279679168e-05
Position 734: 1.5935719006847004e-05
Position 331: 1.2788398273365485e-05
Position 356: 9.272576020212475e-06
Position 37: 9.029923576447113e-06
Position 166: 5.360929661687844e-06
Position 72: 3.2663517248126756e-06
Position 101: 3.0237475396235333e-06
Position 328: 2.2113068050716365e-06
Position 557: 5.9302390334083654e-08
Position 551: 1.9900294486856225e-08
Position 543: 5.216410959721209e-09
Position 504: 8.244704649609032e-10
Position 541: 7.747977457525383e-10
Position 78: 2.6410832592848618e-11
Position 147: 4.0012830301362486e-12
Position 152: 1.0003388054138649e-12
Position 286: 3.728990524178644e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 448: 0.9888954730956675
Position 652: 0.974046431328706
Position 1270: 0.9625391375829302
Position 1646: 0.9432596235211518
Position 1374: 0.7503450289492674
Position 1518: 0.01726922662320835
Position 681: 0.016911542859246273
Position 83: 0.008925433184603843
Position 978: 0.007807571010645022
Position 1295: 0.007772224509248813
Position 1586: 0.006449951407478424
Position 314: 0.005508080297581126
Position 456: 0.0036732577739968155
Position 788: 0.0030817484929521787
Position 1097: 0.002521689630764246
Position 900: 0.0018788648195018232
Position 1080: 0.0014245971905163524
Position 695: 0.0014040836731290596
Position 849: 0.0013691555548667757
Position 459: 0.0012823639342337584
Position 483: 0.0009766517536100466
Position 1149: 0.0009293904282429848
Position 723: 0.0009156642552163179
Position 166: 0.0003332716603781298
Position 525: 0.00027823820605681347
Position 471: 0.00025497701180805267
Position 1023: 0.0002503485871954346
Position 984: 0.00023266465197987048
Position 501: 0.00022207017390247816
Position 1116: 0.00017528624414480998
Position 98: 0.00015509889211807334
Position 195: 0.00012650514835031726
Position 1300: 0.00010878582623826498
Position 910: 9.565664201766789e-05
Position 1340: 9.13417547148195e-05
Position 707: 7.00744295570926e-05
Position 141: 6.33001126401418e-05
Position 1817: 6.248557742540293e-05
Position 192: 2.0012587703597987e-05
Position 324: 1.870853126484642e-05
Position 101: 8.923227584865388e-06
Position 108: 6.952438069828068e-06
Position 557: 3.064264091308819e-06
Position 515: 2.283540693855706e-06
Position 1421: 1.7915420046494245e-07
