Gene = ValRS-m
index = 1593
Annotated 5SS: [ 237 2059 2564 3253]
Annotated 3SS: [ 304 2113 2622 3312]
SMsplice 5SS: [ 237 2059 2564 3253]
SMsplice 3SS: [ 304 2113 2622 3312]
top_k =  100
Partition function (log Z): 3.763758292114444

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9997598673939833
Position 2059: 0.9971630649791445
Position 2564: 0.9413049288981067
Position 3253: 0.9396398975537181
Position 2860: 0.09692881000389574
Position 1405: 0.09650217931940111
Position 2724: 0.06099041393375024
Position 919: 0.019226385565789483
Position 969: 0.016217002386544898
Position 3229: 0.014113227139575081
Position 2851: 0.01140368963918187
Position 578: 0.009101558423107614
Position 988: 0.008155615863460799
Position 2412: 0.007821011016747802
Position 1461: 0.007795808591099049
Position 2333: 0.007564889086097696
Position 998: 0.004122365625433708
Position 556: 0.0018707466252086825
Position 592: 0.0015630079538196547
Position 901: 0.0013892998568816818
Position 892: 0.0010942671701419525
Position 460: 0.001093482274660488
Position 1132: 0.0009787238130140477
Position 57: 0.0008912035994559377
Position 1016: 0.0007370409736828507
Position 2035: 0.0007263228793961934
Position 547: 0.0005912412809391575
Position 26: 0.0002774060288388086
Position 168: 4.677548835262884e-05
Position 3435: 2.6370493981268735e-05
Position 33: 2.5982648761775892e-05
Position 2568: 1.7320681131236774e-05
Position 952: 1.1888015110238114e-05
Position 2550: 9.058052356003085e-06
Position 80: 8.048626168904662e-06
Position 225: 7.686617580266866e-06
Position 241: 7.642456219267406e-06
Position 2063: 2.149817126199383e-06
Position 162: 2.1290836702116578e-06
Position 206: 1.7102177277232988e-06
Position 208: 1.5471625919797248e-06
Position 251: 9.484251130264358e-07
Position 187: 2.710606324188349e-07
Position 2968: 3.744680263144472e-09
Position 269: 1.9285491098614934e-10
Position 193: 1.2952435868334014e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 304: 0.9986878021949555
Position 3312: 0.9565372356469186
Position 2113: 0.9285988301296969
Position 2622: 0.7417666970448269
Position 2644: 0.16461146063276783
Position 2919: 0.14383186994387248
Position 1532: 0.05914990928630693
Position 2168: 0.04359160909383938
Position 2776: 0.040117421480642255
Position 1049: 0.02861102780630805
Position 1816: 0.01874219823891089
Position 2482: 0.015243911307818868
Position 1869: 0.014045727169354691
Position 991: 0.009853848987739028
Position 1950: 0.009186350734793798
Position 2395: 0.00829076900050188
Position 1620: 0.007903218657944126
Position 2859: 0.007424891449142417
Position 965: 0.006355443862241639
Position 2333: 0.006320631345865673
Position 1287: 0.005152621734976391
Position 624: 0.004371004021776039
Position 2799: 0.003570452306693662
Position 2411: 0.00324715002005404
Position 2757: 0.0030689187280625624
Position 2654: 0.0025096804032942923
Position 2594: 0.00237066785030874
Position 1075: 0.001995598816862638
Position 1491: 0.001968147359996122
Position 2699: 0.0018721470364815103
Position 2961: 0.0016864203574819719
Position 331: 0.0011017050848246136
Position 1027: 0.0008444915480705714
Position 2366: 0.000827789582531391
Position 2286: 0.0007674642025825215
Position 507: 0.0007536889611961412
Position 2222: 0.0007040422624447222
Position 165: 0.0006574011461387376
Position 3444: 0.0006033794250393473
Position 711: 0.0004548423331516509
Position 937: 0.0003743424353037065
Position 2176: 0.00029340840038681484
Position 168: 0.0002890365668253218
Position 525: 0.00022642851967646403
Position 77: 0.00022559251679339916
Position 534: 0.0001096564926484811
Position 1131: 7.23987834597442e-05
Position 225: 5.840538960579266e-05
Position 1335: 5.567762554845867e-05
Position 2606: 5.196660663925493e-05
Position 3491: 2.6370493981268688e-05
Position 102: 7.2778309633238705e-06
Position 180: 2.5703801471070434e-06
Position 334: 5.102121208618332e-07
Position 199: 4.0998848287030034e-07
Position 204: 2.807112737313122e-07
Position 187: 1.8918558643540844e-07
Position 352: 8.990804572201338e-10
Position 281: 5.537162530467503e-10
