Gene = Rad1
index = 1406
Annotated 5SS: [177 777]
Annotated 3SS: [236 849]
SMsplice 5SS: [177 777]
SMsplice 3SS: [236 849]
top_k =  100
Partition function (log Z): -0.6340017915906249

Sorted 5' Splice Sites (High to Low Probability):
Position 777: 0.9823397722490296
Position 177: 0.9399512313389622
Position 413: 0.12522153185157125
Position 429: 0.025313126786502545
Position 980: 0.020896780905582186
Position 368: 0.012049191662893264
Position 361: 0.01049540395822123
Position 1108: 0.0032282034745070554
Position 758: 0.0017482929737213028
Position 1498: 0.0015478102734380963
Position 147: 0.0011629118401668653
Position 938: 0.000652745152672372
Position 1333: 0.0004955883461436933
Position 365: 0.0003576954406015186
Position 1306: 0.00031741055615283295
Position 982: 0.00028310299909268936
Position 956: 0.00021241360614501244
Position 427: 0.00020825036615733928
Position 1324: 0.00020550362982948563
Position 1225: 0.00014945177020610266
Position 1050: 0.00013832811134480163
Position 18: 0.00011935875831512797
Position 391: 9.252254033498691e-05
Position 359: 9.180798990175121e-05
Position 208: 7.540510664012865e-05
Position 119: 5.8511688360807424e-05
Position 205: 8.016652659341736e-06
Position 157: 5.844682297130699e-06
Position 76: 1.074592833596881e-06
Position 1263: 9.513314041703356e-07
Position 723: 9.222579188920656e-07
Position 1201: 9.15562599226045e-07
Position 128: 7.695808632658079e-07
Position 82: 5.403572743628258e-07
Position 972: 4.5617237215688354e-07
Position 23: 1.744804257004414e-07
Position 958: 8.17161724437322e-08
Position 951: 6.939821976378135e-08
Position 994: 5.045885285030962e-08
Position 290: 2.390965605660251e-08
Position 107: 5.7055487181818046e-09
Position 250: 5.636766125065346e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 849: 0.9984884500879528
Position 236: 0.9228940383385587
Position 481: 0.11626540410777486
Position 1037: 0.021172800789920725
Position 442: 0.015027627206339784
Position 238: 0.011266010881115956
Position 492: 0.009594975427929822
Position 457: 0.009363258112075779
Position 512: 0.007888962759416624
Position 1383: 0.0034240368249174977
Position 284: 0.0028792853795571055
Position 589: 0.001646925385501618
Position 1583: 0.0015478102734380948
Position 346: 0.0014204550265227924
Position 417: 0.0010769902278748667
Position 1167: 0.0009727313672831005
Position 1296: 0.0006888085616876694
Position 670: 0.0006118461509851836
Position 250: 0.0003330846813407406
Position 1055: 0.0002998995680453028
Position 1077: 0.0002790393935954064
Position 427: 0.00015280221704254746
Position 371: 0.00013174160942503179
Position 208: 5.265913658729882e-06
