Gene = Ssl1
index = 1527
Annotated 5SS: [ 60 342 737]
Annotated 3SS: [116 394 788]
SMsplice 5SS: [ 60 342 737]
SMsplice 3SS: [116 394 788]
top_k =  100
Partition function (log Z): 1.4940616082585871

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.993399679348912
Position 737: 0.9863854414608192
Position 342: 0.9117143304078499
Position 1096: 0.08908359594783899
Position 350: 0.023627594875356813
Position 1648: 0.015391263766986626
Position 352: 0.0104115411438863
Position 364: 0.003680271087631888
Position 173: 0.0030294966957221305
Position 182: 0.0010849063090124418
Position 38: 0.0005598601007281421
Position 164: 0.00028735296042049
Position 275: 0.00027861684577409565
Position 195: 0.0002781965169665571
Position 186: 0.00021711714137974828
Position 309: 0.0002133397599436044
Position 687: 0.00018162619315154565
Position 159: 0.00017902091768554385
Position 1695: 0.00012712232828341835
Position 521: 9.3109390284128e-05
Position 49: 6.769662168888379e-05
Position 255: 2.80058641307382e-05
Position 982: 4.060394125463948e-06
Position 954: 3.819426580870463e-06
Position 184: 1.6549251942554843e-06
Position 157: 1.3927774185211587e-06
Position 862: 9.195823912432503e-07
Position 584: 8.885687315927473e-07
Position 224: 8.319509453351904e-07
Position 113: 7.800487148087882e-07
Position 146: 4.959538547268083e-07
Position 6: 2.3212567776149858e-10
Position 485: 7.98468642977182e-11
Position 102: 3.859851474347371e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 788: 0.958888005629457
Position 394: 0.9529011125365331
Position 116: 0.9121139772773906
Position 1164: 0.08055221487208035
Position 144: 0.042211057083079075
Position 812: 0.021737190728797158
Position 258: 0.02057952364901826
Position 1712: 0.0159431769049346
Position 176: 0.010979624396009791
Position 1216: 0.007099885502526664
Position 222: 0.003589561501848314
Position 444: 0.0029461458918502853
Position 861: 0.0028446267617658547
Position 204: 0.0016748152056303151
Position 1609: 0.0013482451838045383
Position 838: 0.0007405283511116885
Position 266: 0.0007189999428398626
Position 1716: 0.0006588864901827074
Position 1099: 0.0005028367931584833
Position 1277: 0.0003683432438292609
Position 157: 0.00036000920058059586
Position 1029: 0.00031650354002420666
Position 1095: 0.0002849678401018011
Position 1433: 0.00021140515355437333
Position 1530: 0.00019506125459832298
Position 1765: 0.0001271223282834182
Position 458: 9.12575617153119e-05
Position 643: 8.33133159253475e-05
Position 632: 7.415671103381426e-05
Position 455: 5.6580033987072295e-05
Position 398: 5.1492618912651056e-05
Position 470: 4.99192790326356e-05
Position 407: 3.348283473024582e-05
Position 59: 9.883341423881144e-12
Position 64: 3.0915689542029296e-14
