Gene = Scgalpha
index = 1472
Annotated 5SS: [ 672 1149 1344 1559]
Annotated 3SS: [ 743 1232 1414 1622]
SMsplice 5SS: [ 672 1149 1344 1559]
SMsplice 3SS: [ 743 1232 1414 1622]
top_k =  100
Partition function (log Z): 7.2283237621168

Sorted 5' Splice Sites (High to Low Probability):
Position 1344: 0.9904703953632316
Position 672: 0.9856269138221766
Position 1149: 0.9622198956808715
Position 1559: 0.8564790967911212
Position 808: 0.22187121657078657
Position 247: 0.13832854323496602
Position 897: 0.05705156635974149
Position 680: 0.012287111929295463
Position 453: 0.010353619181231715
Position 1322: 0.004949109297468301
Position 913: 0.004720713348318149
Position 84: 0.0029175149026631686
Position 877: 0.002515077412122963
Position 1146: 0.0023976037670347615
Position 1870: 0.0022349710248687677
Position 77: 0.0013989150833187468
Position 819: 0.0012586287431219818
Position 59: 0.001246334087868994
Position 71: 0.0012439556473527412
Position 1818: 0.0011481557150286195
Position 1334: 0.0007375210034904165
Position 1567: 0.0006462133104431647
Position 1153: 0.0004291755097267863
Position 321: 0.0002233458938468979
Position 170: 0.0001557941735041747
Position 517: 0.00010754734786109941
Position 1703: 0.0001057612734163931
Position 691: 0.0001039276369021897
Position 439: 0.00010164496521739106
Position 468: 8.630246687516483e-05
Position 305: 8.256363956099226e-05
Position 825: 7.343554461405184e-05
Position 625: 4.7696346667200296e-05
Position 1033: 3.0640291125957175e-05
Position 190: 2.9255179359776414e-05
Position 856: 2.7731584845648923e-05
Position 1391: 2.71855184475377e-05
Position 1402: 1.867387097514198e-05
Position 618: 1.5222222309416824e-05
Position 1385: 1.4837425464918322e-05
Position 1308: 5.055866925568906e-06
Position 52: 3.689570968434931e-06
Position 392: 2.3800240523551703e-06
Position 607: 1.7720864340359325e-06
Position 400: 7.222716628089332e-07
Position 602: 6.333300017161537e-07
Position 163: 5.746586335579629e-07
Position 604: 5.715764862295167e-07
Position 117: 5.37539286208228e-07
Position 442: 4.964612308131593e-07
Position 177: 2.1709677580263998e-07
Position 1465: 1.394423345253818e-07
Position 1128: 1.0532572391474725e-07
Position 1458: 7.253024918008824e-08
Position 133: 2.7363547906048933e-08
Position 139: 2.5537692575707934e-08
Position 136: 4.7913408032088155e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 743: 0.9984817165032386
Position 1414: 0.9939104901730045
Position 1232: 0.9799140107881025
Position 1622: 0.813121015144203
Position 950: 0.14353484789842172
Position 305: 0.12923731641668387
Position 861: 0.12416258140294908
Position 1634: 0.04371299743445446
Position 539: 0.005441552800009461
Position 367: 0.005122174229282042
Position 587: 0.004027367486343737
Position 960: 0.0032820228425255813
Position 145: 0.0032481207230488714
Position 1930: 0.0023579676323375307
Position 133: 0.002330991767482355
Position 1454: 0.00230397729815515
Position 542: 0.0020468388642714856
Position 326: 0.001548571821893417
Position 1889: 0.0011555069006588387
Position 1644: 0.0011488780511597328
Position 492: 0.0010069133612333199
Position 764: 0.0006508432845246154
Position 1285: 0.0005657092147722445
Position 993: 0.00024797776692891016
Position 1683: 0.00018433984394183194
Position 420: 0.00017067764025169917
Position 168: 0.00016797708263235987
Position 1664: 0.00012449424711339212
Position 468: 0.00012154178266800084
Position 1120: 0.0001118270770215857
Position 873: 8.984996185664014e-05
Position 1937: 8.005340561008544e-05
Position 774: 5.320473080253485e-05
Position 183: 5.272943963233856e-05
Position 117: 4.248029259331264e-05
Position 792: 3.524727467057292e-05
Position 163: 4.958806672052414e-06
Position 177: 1.067249440251353e-06
