Gene = Ance-3
index = 21
Annotated 5SS: [  526  1181  1840  2137  2926  3356  3521 40133]
Annotated 3SS: [  673  1680  1895  2200  3251  3421 39991 40539]
SMsplice 5SS: [  526   879  1181  1840  2137  2926  3356  3521 40133]
SMsplice 3SS: [  673  1006  1680  1895  2200  3251  3421 39991 40539]
top_k =  100
Partition function (log Z): -2.1982437897777554

Sorted 5' Splice Sites (High to Low Probability):
Position 3521: 0.999999999333104
Position 1840: 0.9971150971968396
Position 2137: 0.994889240949739
Position 526: 0.9942054024931277
Position 3356: 0.9920547510128687
Position 2926: 0.9411988954303308
Position 1181: 0.8839079809450199
Position 879: 0.5558729258619168
Position 2317: 0.30283384667990404
Position 2400: 0.12224708211576579
Position 2672: 0.12186597345070461
Position 2557: 0.11731347722426859
Position 1464: 0.09109232469918019
Position 3159: 0.06189392857176555
Position 935: 0.048349653546942
Position 810: 0.04079953798481012
Position 926: 0.026401942938357747
Position 901: 0.025526317921578494
Position 741: 0.02108882562446546
Position 766: 0.016483329895021954
Position 2246: 0.015763349605968795
Position 2618: 0.013581104710165548
Position 1185: 0.009428773906345913
Position 1154: 0.008823619555045339
Position 3363: 0.007298163690490023
Position 76: 0.006560810533126985
Position 756: 0.006339126360636438
Position 731: 0.005228764272054656
Position 40: 0.003958289390817436
Position 1279: 0.003827469923767467
Position 530: 0.003041737041767323
Position 2130: 0.0029255682653856183
Position 61: 0.0027739848682065116
Position 70: 0.0018582817788502
Position 2141: 0.0017159432095592664
Position 485: 0.0013823582666719636
Position 1873: 0.001235815842525565
Position 33: 0.0010455809061308415
Position 65: 0.0006599907723365458
Position 3368: 0.0006223280579026482
Position 491: 0.0006196374236602589
Position 854: 0.0004043501171500224
Position 219: 0.00040272761265608295
Position 1828: 0.0002850031670127192
Position 59: 0.00024706544940257915
Position 181: 0.00023965528133701504
Position 161: 0.00015245887171516298
Position 290: 0.00014934510515987072
Position 159: 0.00012746798731700789
Position 96: 0.0001213297131590802
Position 308: 9.449926283770535e-05
Position 618: 8.808176212603719e-05
Position 153: 8.403944652042243e-05
Position 292: 5.9573147553394986e-05
Position 211: 4.570345847378231e-05
Position 3360: 2.47572387165792e-05
Position 2121: 1.910775067358128e-05
Position 338: 1.6243792902935804e-05
Position 2321: 8.4720348661812e-06
Position 382: 6.224384331229563e-06
Position 2089: 1.9308385079200574e-07
Position 2109: 1.8989079260782118e-07
Position 16: 6.733421377091999e-08
Position 1801: 6.9161637050223245e-09
Position 6165: 2.622303681474556e-09
Position 1283: 2.2041236867237984e-13
Position 1487: 2.1764946555171707e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 22928: 0.999963013710074
Position 3421: 0.9981542145182704
Position 3251: 0.9970806583755085
Position 673: 0.9745694009249367
Position 2200: 0.9402138711051499
Position 1680: 0.9069715912035997
Position 1006: 0.4822724385480416
Position 1895: 0.4481271814684853
Position 2449: 0.35594860858528266
Position 2742: 0.30690512169054546
Position 985: 0.26190524200903464
Position 1936: 0.23759844853227238
Position 1961: 0.14758020457116636
Position 1994: 0.08872627705060412
Position 1958: 0.07291104049638635
Position 1695: 0.06340863696355478
Position 3045: 0.05391818987718065
Position 798: 0.022195920811231076
Position 1657: 0.021530650172437785
Position 2595: 0.013234267036740207
Position 2796: 0.012882758983440296
Position 375: 0.010726215057866197
Position 3069: 0.010276350735071538
Position 146: 0.005019701835214048
Position 2368: 0.0028888111681389652
Position 2259: 0.002589435580442474
Position 1970: 0.0024211979313879923
Position 1595: 0.002269295590288625
Position 1713: 0.0021205190566003897
Position 3423: 0.0018457854759347885
Position 1391: 0.0017445283438698555
Position 1373: 0.0012626094080965882
Position 320: 0.0010192607184524838
Position 1036: 0.0008728671035965462
Position 2062: 0.0007507828337325413
Position 290: 0.0006156610703951798
Position 1512: 0.0006053859612261921
Position 872: 0.0005503467321186546
Position 682: 0.00046200151269050016
Position 1916: 0.00031419778149169265
Position 1778: 0.00026698021958918055
Position 1399: 0.00026447610259691955
Position 2993: 0.00020444210219928432
Position 3230: 0.00020279725527568688
Position 326: 0.00016623750336497225
Position 1487: 0.00015356870675987296
Position 217: 0.00013524077711125158
Position 756: 0.00011679429086188042
Position 2220: 0.00011626116982547853
Position 381: 0.0001114077777065332
Position 484: 5.546418581008136e-05
Position 347: 5.1713443241531204e-05
Position 14643: 3.1231958274546065e-05
Position 181: 3.0179829228930506e-05
Position 626: 2.202880003843464e-05
Position 265: 1.034954403320754e-05
Position 96: 7.0775887470630054e-06
Position 13806: 4.480293742111491e-06
Position 2517: 1.3919592911216132e-06
Position 1054: 1.2260752329510648e-06
Position 875: 4.815762207449666e-07
Position 11096: 3.737994208551808e-07
Position 9534: 3.6662502700824084e-07
Position 10530: 2.1265172047274003e-07
Position 10347: 1.297504560460801e-07
Position 8580: 1.0661409569364262e-07
Position 8540: 2.6098334481041664e-08
Position 8416: 2.2784219044613647e-08
Position 8685: 1.9053307427535566e-08
Position 6735: 6.0120115444131244e-09
Position 6069: 4.863888593938842e-09
Position 6226: 4.642097775242786e-09
Position 6255: 1.3495995538507295e-09
Position 4270: 5.657168584307837e-10
Position 4367: 5.447304969879571e-10
Position 3599: 3.373823450825278e-10
Position 5186: 9.233652336257059e-11
Position 4105: 8.121953654051031e-11
Position 5121: 7.9553474189584e-11
Position 4231: 2.6944052211709733e-11
Position 4080: 2.1264509309247335e-11
Position 3443: 5.639354754121031e-12
Position 3450: 8.742584603229506e-14
Position 3428: 4.065013867965985e-14
Position 3462: 5.934828427108808e-15
Position 3467: 5.294937469529281e-16
