Gene = YL-1
index = 1603
Annotated 5SS: [245 438 815]
Annotated 3SS: [304 513 873]
SMsplice 5SS: [245 438 815]
SMsplice 3SS: [304 513 873]
top_k =  100
Partition function (log Z): 2.9941072433662446

Sorted 5' Splice Sites (High to Low Probability):
Position 438: 0.9967488076268082
Position 245: 0.9815960491688933
Position 815: 0.9673989448460688
Position 1416: 0.06139801649611718
Position 1080: 0.035117754315155375
Position 819: 0.015005030357811274
Position 1034: 0.00856210103402403
Position 730: 0.0044204445148132545
Position 1516: 0.004122965993131058
Position 208: 0.003281911051225419
Position 1397: 0.0019532450566421998
Position 1528: 0.0018503921234355853
Position 4: 0.0010861028501512524
Position 1381: 0.0010623602704883542
Position 51: 0.0006373381511657587
Position 586: 0.0003536530969813441
Position 1519: 0.00032727505761294363
Position 1305: 0.00025873306372410816
Position 17: 0.00024062467765959168
Position 619: 0.00011652308088319498
Position 412: 4.23393904628384e-05
Position 34: 4.118486858594798e-05
Position 200: 2.7988340201417832e-05
Position 417: 2.458218420129583e-05
Position 581: 2.062170391848927e-05
Position 1159: 1.8376338836143454e-05
Position 1050: 1.662137070077232e-05
Position 471: 1.3633388019841375e-05
Position 414: 8.82915233246846e-06
Position 1008: 6.874147345192195e-06
Position 578: 3.1605741025320783e-06
Position 88: 2.3049323737010987e-06
Position 1318: 1.0008005813893585e-06
Position 736: 1.911834661964313e-07
Position 696: 1.4322979626328703e-07
Position 495: 2.221325401554483e-09
Position 369: 8.005649193997671e-11
Position 327: 5.832044868617854e-11
Position 346: 4.298314508498513e-11
Position 330: 1.9940029725903602e-11
Position 605: 4.041217092871748e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 513: 0.9963058288128998
Position 304: 0.9842189912631817
Position 873: 0.9784535903983417
Position 1463: 0.06678129240851563
Position 1147: 0.034762400985651115
Position 884: 0.00678524475485664
Position 1576: 0.005272601704798927
Position 1106: 0.004511476566992197
Position 1181: 0.0017812170292374574
Position 72: 0.0012570027270450992
Position 1599: 0.0009858964816481259
Position 1602: 0.0008515443525357154
Position 875: 0.0007455905428920122
Position 346: 0.0005891065870627047
Position 1184: 0.00044202752529864876
Position 694: 0.00031911811559117353
Position 1467: 0.00030633088664632277
Position 312: 0.0002753144442002163
Position 156: 0.00021076819996528908
Position 1090: 0.00020469861754866106
Position 1556: 0.0001251499373017113
Position 522: 0.00011334008715014483
Position 88: 9.74970502144568e-05
Position 1224: 6.257655492610498e-05
Position 529: 6.224176364763164e-05
Position 1238: 6.006601548747142e-05
Position 546: 5.767109176175998e-05
Position 1623: 4.1021458662634476e-05
Position 672: 2.2707922162703354e-05
Position 282: 2.171130129580595e-05
Position 173: 9.616892507632162e-06
Position 567: 8.231138369415467e-06
Position 537: 5.074053244795765e-06
Position 324: 5.043826730446299e-06
Position 714: 4.717024244028223e-06
Position 666: 4.016605525409216e-06
Position 318: 2.300045343001344e-06
Position 380: 1.85177596189017e-06
Position 218: 4.739022652928509e-07
Position 177: 4.037813340375039e-07
Position 179: 2.3316897468250376e-07
Position 356: 9.844613294760438e-08
Position 221: 3.6663999352239154e-08
Position 182: 3.944793789586327e-09
Position 230: 3.796696933612079e-12
Position 236: 2.7214655033876915e-12
Position 228: 9.177443211328797e-13
