Gene = RFeSP
index = 1400
Annotated 5SS: [ 178 1117]
Annotated 3SS: [ 736 1171]
SMsplice 5SS: [ 178 1117]
SMsplice 3SS: [ 736 1171]
top_k =  100
Partition function (log Z): -4.746924142815487

Sorted 5' Splice Sites (High to Low Probability):
Position 1117: 0.9042990524763327
Position 178: 0.8938454034720285
Position 1121: 0.06948281916802734
Position 1343: 0.014805483366327707
Position 1382: 0.010812069687910833
Position 520: 0.00916896643298708
Position 341: 0.004631602105117134
Position 1404: 0.004215816532482317
Position 297: 0.003343258286140844
Position 1371: 0.00316734900855857
Position 1612: 0.0030398908995332456
Position 597: 0.0027320118760002406
Position 530: 0.0023282531685529196
Position 1439: 0.002021658642100984
Position 446: 0.001394285214746222
Position 999: 0.0010300828803839297
Position 1379: 0.0008656094305540046
Position 265: 0.0006458798502118858
Position 415: 0.0005637015172171719
Position 489: 0.0004324500368498507
Position 39: 0.0003883528399594716
Position 1425: 0.0003228104988392878
Position 1554: 0.00022470462975582523
Position 1398: 0.00020934399420871177
Position 550: 0.00018429489315598943
Position 1562: 0.00010064539888940367
Position 1514: 8.14423689720612e-05
Position 129: 8.085509287625408e-05
Position 1580: 7.566528149436596e-05
Position 502: 5.254022063452406e-05
Position 51: 5.2211597538878965e-05
Position 360: 4.848083817983068e-05
Position 548: 3.285544175204024e-05
Position 1131: 3.248177075319114e-05
Position 111: 2.1340517997781762e-05
Position 16: 6.5642373488636265e-06
Position 1003: 3.57853339392967e-06
Position 7: 3.4005057688009773e-06
Position 884: 2.9811287210474085e-06
Position 907: 1.9957562948835897e-06
Position 862: 1.5634538105129656e-06
Position 978: 4.990914283492329e-07
Position 1126: 3.9059540759568363e-07
Position 1014: 2.8681099604494576e-07
Position 877: 1.415294630805133e-07
Position 326: 4.360640905593831e-08
Position 600: 1.6955133402096345e-08
Position 165: 6.477818601393629e-10
Position 159: 3.5049891079537917e-10
Position 103: 2.2527349311416656e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.974731297722183
Position 736: 0.8914619193524886
Position 1464: 0.03333903168098707
Position 747: 0.017927800471697668
Position 1685: 0.009013067878986132
Position 765: 0.002395004261461674
Position 318: 0.0014838234901053148
Position 648: 0.0011013324888239058
Position 1609: 0.0007270077415026505
Position 471: 0.0007068753469302957
Position 1186: 0.0004108790888515062
Position 669: 0.0002682624409207127
Position 684: 0.0002086975139840896
Position 389: 0.00018788202613400143
Position 1565: 0.00018523424816632776
Position 255: 0.0001556566158987347
Position 293: 0.00012920233937080923
Position 489: 0.0001075953857513671
Position 510: 0.00010029424884107532
Position 575: 8.965473958599698e-05
Position 115: 1.4793560992800101e-05
Position 70: 9.820018390092593e-06
