Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
top_k =  100
Partition function (log Z): -1.6548339086268997

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9753038774367622
Position 136: 0.8061880826870785
Position 331: 0.6528150799705875
Position 2016: 0.07689056348088329
Position 442: 0.012521978073622441
Position 1778: 0.00694614282873788
Position 309: 0.0044352202802543025
Position 430: 0.0038496862284209533
Position 690: 0.0032791235531063317
Position 116: 0.002127843246670003
Position 297: 0.001566339319741755
Position 2495: 0.0014608733889192418
Position 464: 0.0009645993991812597
Position 140: 0.0007740673861034804
Position 679: 0.0007325002159164402
Position 815: 0.0005573726606967709
Position 2477: 0.0003355250044033201
Position 1950: 0.00031800503593537414
Position 1596: 0.00023397229091694178
Position 1614: 0.000233804917157524
Position 1916: 0.00022148355128236993
Position 1073: 0.00020441606696183502
Position 890: 0.00017444550954284925
Position 375: 0.00016497926277788744
Position 894: 7.50790713412406e-05
Position 2280: 4.1058581624430224e-05
Position 87: 3.0414429249514694e-05
Position 60: 1.616313243662568e-05
Position 85: 1.50530402697883e-05
Position 179: 1.3280204021619296e-05
Position 55: 5.123343582007911e-06
Position 41: 1.3887439788565977e-06
Position 313: 5.75420148680961e-07
Position 34: 5.739401414801964e-07
Position 623: 2.3104061573449807e-07
Position 1448: 2.2589781237552934e-07
Position 388: 1.8329122474231748e-07
Position 197: 8.977441802397781e-08
Position 362: 7.145636328939649e-08
Position 218: 1.745490871114726e-08
Position 745: 4.259945042370168e-09
Position 1681: 3.918274732178952e-09
Position 656: 1.975109656153307e-09
Position 1055: 1.931989582632501e-09
Position 199: 1.9488250029539214e-16
Position 208: 1.2018436373756334e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9902826515786499
Position 519: 0.9698656769250245
Position 179: 0.4292644549577343
Position 2071: 0.07295236254823353
Position 230: 0.04558326882344796
Position 1854: 0.02509875337491789
Position 218: 0.008548221289516754
Position 391: 0.008412199096327582
Position 2551: 0.0018374569749469909
Position 271: 0.0004733575241538972
Position 2279: 0.00015567437742074525
Position 313: 1.2926184864318336e-05
Position 532: 1.2371070434346439e-05
Position 135: 5.792886576708389e-08
Position 132: 5.047637807250434e-08
Position 99: 1.6710849775388086e-08
Position 289: 1.2449203248372313e-08
Position 301: 1.0412146643541472e-08
