Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  100
Partition function (log Z): -6.3433068033517035

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9960153897649195
Position 1215: 0.01938061358944546
Position 1212: 0.0056371117334478105
Position 920: 0.0023441949350371345
Position 595: 0.0019344991604646118
Position 1728: 0.0016350167008274358
Position 231: 0.0012171872819008872
Position 234: 0.0010721163220491839
Position 740: 0.0008321019911727154
Position 131: 0.0006166437404863497
Position 1893: 0.0006024100335688156
Position 439: 0.0005283735430619763
Position 1602: 0.00044417048034805313
Position 1725: 0.0003753200426242598
Position 1269: 0.00032185259979525575
Position 1092: 0.00029663819952738116
Position 158: 0.00022684372776114715
Position 1272: 0.0001850484825126905
Position 522: 0.00016825462414614233
Position 690: 0.0001488675645333408
Position 1895: 0.00011110059474786016
Position 1871: 4.505644171164559e-05
Position 277: 2.3564549577523396e-05
Position 496: 6.6880985920749145e-06
Position 443: 6.6699957768417775e-06
Position 144: 3.7200010359706388e-06
Position 358: 3.5512930685767994e-06
Position 446: 2.299090544892377e-06
Position 520: 1.6911116621872808e-06
Position 543: 9.819612570326333e-07
Position 1320: 1.4441783345888676e-07
Position 171: 5.367226672060639e-09
Position 401: 3.251295102264784e-09
Position 287: 7.534041308264596e-10
Position 19: 5.439314469016687e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9976724372854104
Position 1268: 0.014713506059198866
Position 1465: 0.012049966380225319
Position 1791: 0.0028214151961025885
Position 734: 0.0015575762753728768
Position 982: 0.0007959966950498385
Position 1964: 0.0007344602713977494
Position 296: 0.0007053365160510231
Position 1030: 0.0004960260465646026
Position 811: 0.00033079155640633386
Position 1330: 0.0002856580976907215
Position 199: 0.00025221572649724357
Position 406: 0.00023251283751874442
Position 566: 0.00023064733804050211
Position 186: 0.00020421997697209988
Position 1480: 0.00017440987537167862
Position 484: 0.00016912017143544714
Position 1660: 0.00011869022788610994
Position 778: 0.00010275415333982112
Position 334: 9.605134551577062e-05
Position 645: 8.153087025334388e-05
Position 1151: 7.236521042261725e-05
Position 844: 7.042955030997424e-05
Position 284: 4.7090620028005824e-05
Position 1931: 4.5056441711645434e-05
Position 365: 3.950991056737618e-05
Position 468: 2.4911676676019128e-05
Position 432: 2.1938609084586507e-05
Position 219: 1.5947605140777147e-05
Position 262: 1.4337701767149266e-05
Position 227: 1.122176128584974e-05
