Gene = mrn
index = 1795
Annotated 5SS: [330]
Annotated 3SS: [384]
SMsplice 5SS: [330]
SMsplice 3SS: [384]
top_k =  100
Partition function (log Z): -8.032237395673286

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9632518644762591
Position 975: 0.03248952359691208
Position 131: 0.024545256154618382
Position 1148: 0.008433845261843605
Position 1161: 0.006280458206198707
Position 981: 0.005628194415883441
Position 311: 0.004427726758717344
Position 1120: 0.003869557345515539
Position 320: 0.00313920392797235
Position 1285: 0.001985872542806991
Position 788: 0.00181417736310349
Position 1590: 0.001242777684149343
Position 267: 0.0010475073371720327
Position 295: 0.0009309160304052501
Position 338: 0.0008978171431029388
Position 503: 0.0007216095108132798
Position 732: 0.00044144724137147124
Position 189: 0.0002550102649904651
Position 50: 2.8340689496649347e-05
Position 323: 1.1087260347747332e-05
Position 494: 7.400281759357975e-06
Position 80: 3.5701761721843564e-06
Position 174: 2.1386021826083965e-06
Position 209: 1.8804106013304846e-06
Position 147: 1.4671718234860365e-06
Position 56: 1.0674960537614938e-06
Position 129: 1.0338262073799991e-06
Position 113: 9.955064160980182e-07
Position 217: 7.026812577923333e-08
Position 249: 3.621958685286908e-08
Position 298: 2.9264746734342042e-08
Position 91: 2.1319103041987622e-08
Position 271: 2.0009474230439035e-08
Position 53: 1.490934807097373e-08
Position 283: 2.9007116392119383e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.9957346773493647
Position 1442: 0.023675483446856656
Position 1036: 0.01485633185454634
Position 1226: 0.012240372080447154
Position 1147: 0.004956577342726184
Position 1352: 0.0023619873311805503
Position 1033: 0.002031255590100371
Position 1652: 0.0012427776841493427
Position 1029: 0.0011373782223721605
Position 871: 0.0010695043375699579
Position 1382: 0.0008197157725034867
Position 808: 0.00044304884474726414
Position 235: 0.0004424564188566894
Position 392: 0.0003587744680613884
Position 260: 2.379255369954738e-05
Position 279: 2.0700246491002646e-05
Position 111: 1.416289349261106e-05
Position 760: 8.420235357366646e-06
Position 144: 5.9361744776113686e-06
Position 751: 5.556313053048793e-06
Position 249: 4.036702622876539e-06
Position 186: 3.1900532868593614e-06
Position 241: 2.817229783944338e-06
Position 172: 1.2346711771824915e-06
Position 135: 4.80684304940475e-07
Position 292: 4.2241003455967877e-07
Position 174: 3.981233824777322e-07
Position 237: 2.771681975955202e-07
Position 147: 1.7537114953741363e-07
