Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  100
Partition function (log Z): -0.1045744264667201

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9838563361115783
Position 790: 0.8771251277175591
Position 167: 0.6489646431252029
Position 723: 0.0676747925216253
Position 1154: 0.01337478795103034
Position 1158: 0.012103967315663546
Position 545: 0.011444499554865973
Position 194: 0.01005233247039654
Position 78: 0.0039033802763363914
Position 772: 0.002942693574339533
Position 636: 0.0012187989288798655
Position 1147: 0.0011569169959184814
Position 1072: 0.0011178911445901341
Position 306: 0.0009314586133618233
Position 534: 0.0008447525257144478
Position 1058: 0.0006909071795778501
Position 556: 0.0005645209080192283
Position 1162: 0.00025428377394189956
Position 309: 0.00019910987157626707
Position 154: 0.0001626435975973997
Position 1045: 7.949770324201802e-05
Position 42: 5.3523966274529726e-05
Position 424: 3.2266682969183526e-05
Position 498: 2.8463496224608237e-05
Position 488: 1.5835954273604716e-05
Position 764: 2.1071124672115106e-06
Position 311: 2.970056549435373e-07
Position 82: 2.2890511298200143e-07
Position 23: 1.6247026505522875e-07
Position 806: 4.536057046252728e-08
Position 85: 4.20051412128239e-08
Position 108: 4.692317446880214e-09
Position 196: 3.66914468731275e-09
Position 146: 3.6320573972241977e-09
Position 395: 2.0944955998084903e-09
Position 229: 1.8378434367937434e-10
Position 126: 1.719730189596715e-10
Position 279: 1.2034843370606596e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9951005847471978
Position 844: 0.9466865807064122
Position 243: 0.557833168083783
Position 364: 0.07592103420229931
Position 1227: 0.01909891138246849
Position 1211: 0.008033336765312277
Position 272: 0.005826122427734445
Position 387: 0.005486336571301809
Position 528: 0.004907238175627666
Position 488: 0.0038212188469618487
Position 257: 0.0034453868672597067
Position 873: 0.0018755865025358114
Position 1139: 0.0014366096388746597
Position 407: 0.0011366418524327666
Position 269: 0.0010564624712458262
Position 798: 0.0009440519289466863
Position 122: 0.0008166803768008416
Position 674: 0.0007931974071839552
Position 617: 0.0006782384794358988
Position 591: 0.0006538274089588289
Position 410: 0.0006061924971321942
Position 295: 0.0005422254677942335
Position 1232: 0.00048208140597563417
Position 341: 0.00036715822371145043
Position 695: 0.00028981682466625106
Position 626: 0.00028913140159618717
Position 772: 0.00027658703365338933
Position 545: 0.00022541644930763207
Position 698: 0.00011527044895191801
Position 146: 2.5345972707586148e-05
Position 126: 2.3152147565788176e-05
Position 133: 2.3205599164849824e-06
Position 89: 2.2400995883106371e-07
Position 85: 8.740905634008471e-08
Position 136: 4.504471450832955e-08
Position 78: 3.7325145220020006e-08
Position 143: 1.3458787865823291e-08
Position 635: 8.539416603091511e-09
Position 100: 3.2125908195389245e-10
