Gene = Tsf2
index = 1570
Annotated 5SS: [ 173  674  887 1113 1624 1852]
Annotated 3SS: [ 245  752  951 1171 1686 1917]
SMsplice 5SS: [ 173  674  887 1113 1624 1852]
SMsplice 3SS: [ 245  752  951 1171 1686 1917]
top_k =  100
Partition function (log Z): 16.194816454951532

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9995600845312194
Position 1852: 0.9990821663693061
Position 674: 0.9986090609310986
Position 173: 0.9800758857659911
Position 1113: 0.8627699312669713
Position 887: 0.8575997220106223
Position 2174: 0.12001626093779423
Position 490: 0.05534444650171269
Position 2727: 0.008765589219109731
Position 48: 0.008096296375023659
Position 798: 0.005781843585342312
Position 371: 0.0046262864774751665
Position 2535: 0.0035411707130453486
Position 1247: 0.002748342333889401
Position 839: 0.0017080815453640536
Position 30: 0.001653483811240829
Position 405: 0.00155966561572111
Position 2310: 0.001203004710828952
Position 1082: 0.0009025115550528324
Position 35: 0.0005517414123975482
Position 3229: 0.0005500875982954088
Position 1367: 0.0004939566116606999
Position 635: 0.00043515490738582223
Position 335: 0.00036142892933056905
Position 651: 0.00027503308669708863
Position 830: 0.000270142529503172
Position 415: 0.00024970000785022074
Position 32: 0.00019344383215139172
Position 177: 0.00019072206001095386
Position 313: 0.00018505880146564118
Position 42: 0.00016794382634149348
Position 77: 0.00015412372805133072
Position 620: 0.0001349411317850204
Position 54: 0.00012195028466513849
Position 678: 0.000117302852626784
Position 832: 0.00011642910409852386
Position 1864: 7.926364494487802e-05
Position 1778: 3.333519628102724e-05
Position 1628: 1.8620973846017144e-05
Position 37: 1.4853205106208171e-05
Position 837: 8.902515150239529e-06
Position 659: 5.080678046271607e-06
Position 197: 5.106762413982582e-07
Position 1117: 1.0532294402782198e-07
Position 284: 4.7983960056517845e-08
Position 373: 1.7110973598243633e-08
Position 622: 7.2976069358108455e-09
Position 142: 5.926976331048341e-11
Position 155: 5.7470188145543813e-11
Position 133: 9.337136892505552e-16
Position 127: 5.876082106292338e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9960168313693312
Position 752: 0.9868692068954508
Position 1686: 0.9801136427869458
Position 245: 0.9739806231375073
Position 951: 0.8615071525665945
Position 1171: 0.7836562598577633
Position 2805: 0.11123119359402987
Position 557: 0.055257702575413216
Position 1466: 0.0339978316534635
Position 1720: 0.017602514407753716
Position 1158: 0.017032246382765192
Position 1298: 0.014536603390289298
Position 720: 0.011546848724023374
Position 517: 0.011107696858999108
Position 1245: 0.010410166090224167
Position 2849: 0.004843213611759868
Position 2363: 0.004780265263510983
Position 3174: 0.004666914085997103
Position 119: 0.0045800172034996004
Position 122: 0.004369634108862855
Position 976: 0.004042532273066936
Position 2390: 0.003059421442771619
Position 1180: 0.0030489615655341744
Position 1992: 0.0029667963579733704
Position 3281: 0.002920369574075105
Position 2844: 0.002574735606929299
Position 442: 0.001521847089480714
Position 1173: 0.0012390996057187193
Position 1514: 0.0009489537005099993
Position 142: 0.000921293945368277
Position 1694: 0.0009188760838176193
Position 1304: 0.0008414435336598426
Position 1004: 0.000750995017897463
Position 1740: 0.000626991962245457
Position 405: 0.0005835030194268165
Position 1261: 0.00044151264317815697
Position 1428: 0.0004199734175603902
Position 1522: 0.00040159587837637026
Position 1747: 0.00032134551515579737
Position 1377: 0.0003149549884783372
Position 584: 0.0002991437995209733
Position 568: 0.0002473827363730544
Position 439: 0.00015719272972234866
Position 1728: 0.00013499641464393905
Position 1930: 0.00010321949157707141
Position 760: 9.24880946991069e-05
Position 797: 8.992936195109277e-05
Position 1948: 7.077794584896376e-05
Position 271: 6.435110546622254e-05
Position 571: 5.7867153727187935e-05
Position 1962: 2.8416612117005046e-05
Position 764: 2.4856006002285478e-05
Position 211: 1.1920353186722963e-05
Position 1845: 1.0404232283340914e-05
Position 77: 9.025860443572552e-06
