Gene = fln
index = 1701
Annotated 5SS: [  72  850 1072]
Annotated 3SS: [ 585  915 1133]
SMsplice 5SS: [369 850]
SMsplice 3SS: [585 915]
top_k =  100
Partition function (log Z): -4.71079385760852

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9929862306168035
Position 369: 0.5510064890930015
Position 1072: 0.3004657307551924
Position 72: 0.15315506893385292
Position 1089: 0.0832838652821951
Position 534: 0.07121135469060907
Position 1248: 0.04786088942491361
Position 204: 0.04469025408018801
Position 244: 0.03629046518986684
Position 192: 0.018919975692272023
Position 201: 0.011038172489336138
Position 398: 0.009986545759979776
Position 457: 0.00412250391435856
Position 132: 0.0030085234086275597
Position 66: 0.0021981985668422764
Position 305: 0.0021608416754069493
Position 471: 0.001805909567500226
Position 481: 0.0013439942649029677
Position 767: 0.0012149393694311948
Position 864: 0.0007918106785817269
Position 1574: 0.0006004133014241098
Position 52: 0.0005483110357720742
Position 411: 0.000525449094214564
Position 258: 0.0004239098398690898
Position 421: 0.0003149789850734073
Position 173: 0.0002711875324721361
Position 32: 0.0002333757947679593
Position 1077: 0.0001441730301460029
Position 19: 0.00011120653387942785
Position 159: 9.962567868241801e-05
Position 845: 8.030600452033352e-05
Position 889: 7.830445756010919e-05
Position 869: 4.6742220382479566e-05
Position 879: 4.272222355381984e-05
Position 884: 4.00565569850877e-05
Position 147: 3.70962334457894e-05
Position 109: 1.5167160163370075e-05
Position 6: 8.391336895213388e-06
Position 77: 5.674027824598664e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9688573371418745
Position 585: 0.6749406109692393
Position 1133: 0.3592973472077371
Position 261: 0.11623428879479249
Position 572: 0.04057395808685161
Position 552: 0.031827831631334874
Position 304: 0.029150498126242874
Position 954: 0.02640291931510411
Position 1378: 0.026209399723428457
Position 1593: 0.02043200702629576
Position 596: 0.012238445542737774
Position 1291: 0.01159647440632778
Position 1354: 0.004997222372711104
Position 1633: 0.003389558041864793
Position 1573: 0.0033265987806789564
Position 1139: 0.003223533234161686
Position 428: 0.003196309082021361
Position 173: 0.0016956688508110212
Position 115: 0.0013372162756627132
Position 602: 0.0005097927096212885
Position 605: 0.0004906590235748912
Position 517: 0.000453762130597845
Position 159: 0.0003509210209299206
Position 92: 0.00023572742666495359
Position 829: 0.00015272170928705607
Position 1167: 4.554698261639792e-05
Position 192: 2.1199591220950047e-06
Position 185: 2.2000680332237562e-07
Position 122: 8.87163297233108e-08
Position 311: 7.020606928743346e-08
