Gene = dib
index = 1670
Annotated 5SS: [ 598 1340 1597]
Annotated 3SS: [ 737 1398 1682]
SMsplice 5SS: [ 598 1340 1597 1818]
SMsplice 3SS: [ 737 1398 1682 1939]
top_k =  100
Partition function (log Z): 0.11597890544640577

Sorted 5' Splice Sites (High to Low Probability):
Position 1340: 0.9848146816655586
Position 1597: 0.9356872798153878
Position 598: 0.8642036563609414
Position 1818: 0.6452794017715006
Position 641: 0.06860159700067286
Position 971: 0.038950731559307984
Position 1046: 0.035373924090121474
Position 622: 0.029458882181773182
Position 1804: 0.02933404195792764
Position 148: 0.017948142763320116
Position 1013: 0.010969804402774988
Position 2037: 0.010066874553189602
Position 1346: 0.009033683306689747
Position 1812: 0.006909845895667841
Position 221: 0.005115097022522212
Position 676: 0.004466087145215128
Position 447: 0.004194695139078113
Position 2078: 0.0029334050314985573
Position 986: 0.0024902364971408296
Position 1043: 0.0022548999124088294
Position 1493: 0.0013628458197692322
Position 1629: 0.0012083476096343025
Position 981: 0.0008009935877176852
Position 942: 0.0006888903097762758
Position 959: 0.0005630427706742741
Position 602: 0.0004772067718635732
Position 1038: 0.0003935838175725488
Position 1344: 0.00035429298516225194
Position 550: 0.00025168008035856437
Position 284: 0.00022704871793363448
Position 475: 0.00022624820692483568
Position 498: 0.00020061034180447501
Position 1317: 0.00016035172783688078
Position 1529: 0.00014814619955110856
Position 1423: 0.0001230640678135884
Position 553: 0.00011803051423733458
Position 433: 0.00011157470510126874
Position 418: 8.761745270847094e-05
Position 477: 7.44777136702511e-05
Position 428: 6.985475797884496e-05
Position 281: 6.947508809922644e-05
Position 243: 6.85840034012537e-05
Position 1283: 6.001684597237052e-05
Position 1277: 3.565812869856412e-05
Position 1139: 3.2451379510512485e-05
Position 1496: 3.191700444243544e-05
Position 107: 1.5375531536513827e-05
Position 1876: 7.713700374266389e-06
Position 1863: 7.0110357590749845e-06
Position 35: 5.477433501216225e-06
Position 1516: 4.616052538204706e-06
Position 507: 2.278440717337096e-06
Position 628: 1.796880784197502e-06
Position 1093: 2.6794442722721816e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.9913607801821421
Position 1682: 0.9309445619904427
Position 737: 0.8475246037909836
Position 1939: 0.39014274348578026
Position 1124: 0.20193101439568675
Position 1963: 0.13266250854041875
Position 1898: 0.10115806235519596
Position 1919: 0.03672243886617958
Position 2096: 0.01521553547028541
Position 772: 0.011293872001194964
Position 2226: 0.007294583121103059
Position 2120: 0.007213090470499301
Position 863: 0.00568058388264051
Position 1038: 0.004127988802000069
Position 787: 0.004115284391525854
Position 1382: 0.003160551662451527
Position 269: 0.003131620621470412
Position 2007: 0.002914880416720979
Position 258: 0.0022250842831909876
Position 2196: 0.0022213906863168494
Position 2032: 0.0018149462375093017
Position 1416: 0.00168801882164949
Position 1985: 0.001643688607008328
Position 296: 0.001271749267514993
Position 2099: 0.001074963007783169
Position 1474: 0.0010435567404596105
Position 1641: 0.000971616078374328
Position 1144: 0.0009009425170032027
Position 2238: 0.0007013420154944294
Position 644: 0.0006810908127145581
Position 703: 0.0006534219545205207
Position 335: 0.0006363140190401218
Position 2169: 0.00037464447691449204
Position 196: 0.0003226122854686432
Position 303: 0.0002964933536181221
Position 215: 0.00028724743894210816
Position 1595: 0.00019626375041871007
Position 446: 0.00010217889890321527
Position 207: 7.227365378816597e-05
Position 1711: 5.424415122270036e-05
Position 1426: 4.62002166360515e-05
Position 1443: 4.405443734434416e-05
Position 537: 4.388121470988023e-05
Position 340: 2.8932347745134182e-05
Position 221: 2.860390494404719e-05
Position 498: 2.022592508361615e-05
Position 1770: 1.3579848228723732e-05
Position 320: 1.0734847902000801e-05
Position 455: 9.71018476127518e-06
Position 684: 1.4021853330148222e-06
Position 1795: 1.1619332970031512e-06
