Gene = ringer
index = 1857
Annotated 5SS: [ 130 3795]
Annotated 3SS: [3391 4060]
SMsplice 5SS: [ 844 1373 1648 3795]
SMsplice 3SS: [ 988 1426 3391 4060]
top_k =  100
Partition function (log Z): 0.5922562058792302

Sorted 5' Splice Sites (High to Low Probability):
Position 3795: 0.8847297114733967
Position 844: 0.8524476875466793
Position 1373: 0.7987470315616269
Position 1648: 0.49446423030722003
Position 4249: 0.43767099759350236
Position 130: 0.26037675577799013
Position 3003: 0.15224900280982218
Position 1530: 0.1213728668404189
Position 3501: 0.11964498821413447
Position 4199: 0.1131831324930119
Position 2511: 0.07881054881360876
Position 2338: 0.07721899785613777
Position 3124: 0.06025054757490353
Position 705: 0.025769390223812506
Position 691: 0.023821905260706627
Position 1211: 0.02020704723977845
Position 4480: 0.011568936894258211
Position 46: 0.011160383208894733
Position 848: 0.005142822877469272
Position 2515: 0.0035473354729906805
Position 3785: 0.0031210528084093846
Position 2113: 0.0030500714050861097
Position 3799: 0.0025532766765135853
Position 525: 0.0024134260265656245
Position 1578: 0.0016347706155531324
Position 3780: 0.0015356729107327926
Position 723: 0.0008248872103917239
Position 1123: 0.0006898167096892075
Position 398: 0.0006556707997630177
Position 522: 0.0005436745811976182
Position 3729: 0.0005111138970412121
Position 1290: 0.00043598222279341096
Position 265: 0.0004007727644357046
Position 684: 0.0003489592382236785
Position 163: 0.0003213809728431428
Position 530: 0.00017941593789704493
Position 367: 2.5700856512409986e-06
Position 4: 1.65936031038348e-06
Position 34: 1.2543094704058531e-08
Position 193: 8.833228363110066e-09
Position 199: 5.151224913213044e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4060: 0.9998173424782554
Position 3391: 0.9853562238729696
Position 1426: 0.8778810780940882
Position 988: 0.725972225198124
Position 4307: 0.4943480605560329
Position 767: 0.1320677877685
Position 3065: 0.04197679929351686
Position 2665: 0.03415335363295336
Position 2614: 0.034065735563929875
Position 442: 0.031079839471964868
Position 4535: 0.028055629720983757
Position 1271: 0.0278940687540896
Position 743: 0.016430974073489247
Position 1155: 0.01613751650862823
Position 684: 0.015315677328319142
Position 3642: 0.014335301638078784
Position 830: 0.013207858242221704
Position 4458: 0.011487636256552412
Position 4365: 0.011205914860759832
Position 1647: 0.007812519949168342
Position 1071: 0.007556836581424028
Position 4652: 0.0066833297274951405
Position 429: 0.005579747002231076
Position 4630: 0.005416362259602997
Position 219: 0.004733130011964988
Position 261: 0.004146658012875113
Position 1176: 0.003586457273889428
Position 4349: 0.0035156905838345538
Position 690: 0.0019420909777843986
Position 284: 0.0018424005976231627
Position 264: 0.0018221696661800135
Position 497: 0.0015673490238353014
Position 4406: 0.0013475430860931672
Position 661: 0.0009670390186378594
Position 620: 0.0004643191813202312
Position 4609: 0.0003628999294172613
Position 378: 0.0003384017304513127
Position 216: 0.0002931337258007786
Position 279: 0.00027252196190177775
Position 458: 0.00017903197599045443
Position 101: 0.00013042768236664915
Position 232: 0.00011255331138513703
Position 3962: 5.737250288465703e-05
Position 3998: 5.3906405214957754e-05
Position 163: 3.560529817752723e-05
